response_id,lockdown_period,subscale,score
R_1FmqwzhhGgMovg2,during,anxiety,2
R_1FmqwzhhGgMovg2,during,depression,10
R_1FmqwzhhGgMovg2,during,stress,14
R_1GKJM6pEM2FrpLP,before,anxiety,4
R_1GKJM6pEM2FrpLP,before,depression,8
R_1GKJM6pEM2FrpLP,before,stress,8
R_1GKJM6pEM2FrpLP,during,anxiety,4
R_1GKJM6pEM2FrpLP,during,depression,2
R_1GKJM6pEM2FrpLP,during,stress,0
R_1GPMTpTMgSvK0K5,before,anxiety,2
R_1GPMTpTMgSvK0K5,before,depression,2
R_1GPMTpTMgSvK0K5,before,stress,8
R_1GPMTpTMgSvK0K5,during,anxiety,0
R_1GPMTpTMgSvK0K5,during,depression,0
R_1GPMTpTMgSvK0K5,during,stress,0
R_1H78Zq7MMV4bmUw,before,anxiety,0
R_1H78Zq7MMV4bmUw,before,depression,0
R_1H78Zq7MMV4bmUw,before,stress,0
R_1H78Zq7MMV4bmUw,during,anxiety,0
R_1H78Zq7MMV4bmUw,during,depression,0
R_1H78Zq7MMV4bmUw,during,stress,0
R_1HbCUjufNKWfBV4,before,anxiety,20
R_1HbCUjufNKWfBV4,before,depression,30
R_1HbCUjufNKWfBV4,before,stress,20
R_1HbCUjufNKWfBV4,during,anxiety,20
R_1HbCUjufNKWfBV4,during,depression,28
R_1HbCUjufNKWfBV4,during,stress,34
R_1IFBVZISRpLTJit,before,anxiety,10
R_1IFBVZISRpLTJit,before,depression,18
R_1IFBVZISRpLTJit,before,stress,12
R_1IFBVZISRpLTJit,during,anxiety,18
R_1IFBVZISRpLTJit,during,depression,18
R_1IFBVZISRpLTJit,during,stress,24
R_1ImlmXBKKlXZVm0,before,anxiety,8
R_1ImlmXBKKlXZVm0,before,depression,12
R_1ImlmXBKKlXZVm0,before,stress,14
R_1ImlmXBKKlXZVm0,during,anxiety,18
R_1ImlmXBKKlXZVm0,during,depression,22
R_1ImlmXBKKlXZVm0,during,stress,26
R_1isdeJ0akLVA05z,before,anxiety,2
R_1isdeJ0akLVA05z,before,depression,30
R_1isdeJ0akLVA05z,before,stress,10
R_1isdeJ0akLVA05z,during,anxiety,0
R_1isdeJ0akLVA05z,during,depression,30
R_1isdeJ0akLVA05z,during,stress,16
R_1jf9Sx7JAoAu6dB,before,anxiety,8
R_1jf9Sx7JAoAu6dB,before,depression,8
R_1jf9Sx7JAoAu6dB,before,stress,14
R_1jf9Sx7JAoAu6dB,during,anxiety,6
R_1jf9Sx7JAoAu6dB,during,depression,20
R_1jf9Sx7JAoAu6dB,during,stress,18
R_1jkddLsj0iUCBlG,before,anxiety,0
R_1jkddLsj0iUCBlG,before,depression,2
R_1jkddLsj0iUCBlG,before,stress,6
R_1jkddLsj0iUCBlG,during,anxiety,2
R_1jkddLsj0iUCBlG,during,depression,6
R_1jkddLsj0iUCBlG,during,stress,14
R_1jptKS7BPpIT1cD,before,anxiety,0
R_1jptKS7BPpIT1cD,before,depression,10
R_1jptKS7BPpIT1cD,before,stress,12
R_1jptKS7BPpIT1cD,during,anxiety,0
R_1jptKS7BPpIT1cD,during,depression,10
R_1jptKS7BPpIT1cD,during,stress,6
R_1K1Fc63G8b1FSAP,before,anxiety,10
R_1K1Fc63G8b1FSAP,before,depression,28
R_1K1Fc63G8b1FSAP,before,stress,22
R_1K1Fc63G8b1FSAP,during,anxiety,6
R_1K1Fc63G8b1FSAP,during,depression,12
R_1K1Fc63G8b1FSAP,during,stress,12
R_1Ka3YhFFxRPhu6A,before,anxiety,12
R_1Ka3YhFFxRPhu6A,before,depression,10
R_1Ka3YhFFxRPhu6A,before,stress,10
R_1Ka3YhFFxRPhu6A,during,anxiety,16
R_1Ka3YhFFxRPhu6A,during,depression,32
R_1Ka3YhFFxRPhu6A,during,stress,30
R_1KlistIPWgoY83s,before,anxiety,0
R_1KlistIPWgoY83s,before,depression,0
R_1KlistIPWgoY83s,before,stress,0
R_1KlistIPWgoY83s,during,anxiety,2
R_1KlistIPWgoY83s,during,depression,0
R_1KlistIPWgoY83s,during,stress,0
R_1LCosfUrLhSMxRQ,before,anxiety,4
R_1LCosfUrLhSMxRQ,before,depression,2
R_1LCosfUrLhSMxRQ,before,stress,12
R_1LCosfUrLhSMxRQ,during,anxiety,8
R_1LCosfUrLhSMxRQ,during,depression,28
R_1LCosfUrLhSMxRQ,during,stress,22
R_1llE7wmaJfKwhMv,before,anxiety,4
R_1llE7wmaJfKwhMv,before,depression,8
R_1llE7wmaJfKwhMv,before,stress,8
R_1llE7wmaJfKwhMv,during,anxiety,8
R_1llE7wmaJfKwhMv,during,depression,14
R_1llE7wmaJfKwhMv,during,stress,14
R_1ls2eVKvEiK6S4N,before,anxiety,4
R_1ls2eVKvEiK6S4N,before,depression,8
R_1ls2eVKvEiK6S4N,before,stress,8
R_1ls2eVKvEiK6S4N,during,anxiety,4
R_1ls2eVKvEiK6S4N,during,depression,6
R_1ls2eVKvEiK6S4N,during,stress,8
R_1M3DvETU5JOu5b0,before,anxiety,6
R_1M3DvETU5JOu5b0,before,depression,6
R_1M3DvETU5JOu5b0,before,stress,12
R_1M3DvETU5JOu5b0,during,anxiety,6
R_1M3DvETU5JOu5b0,during,depression,12
R_1M3DvETU5JOu5b0,during,stress,14
R_1M5w3AllKLTG9vr,before,anxiety,2
R_1M5w3AllKLTG9vr,before,depression,0
R_1M5w3AllKLTG9vr,before,stress,2
R_1M5w3AllKLTG9vr,during,anxiety,8
R_1M5w3AllKLTG9vr,during,depression,6
R_1M5w3AllKLTG9vr,during,stress,14
R_1mEDv9S4U18sxZe,before,anxiety,16
R_1mEDv9S4U18sxZe,before,depression,22
R_1mEDv9S4U18sxZe,before,stress,30
R_1mEDv9S4U18sxZe,during,anxiety,16
R_1mEDv9S4U18sxZe,during,depression,14
R_1mEDv9S4U18sxZe,during,stress,28
R_1mIvz4scUnVKLx7,before,anxiety,4
R_1mIvz4scUnVKLx7,before,depression,20
R_1mIvz4scUnVKLx7,before,stress,18
R_1mIvz4scUnVKLx7,during,anxiety,10
R_1mIvz4scUnVKLx7,during,depression,32
R_1mIvz4scUnVKLx7,during,stress,20
R_1mmJ4ZOT1aKUnz7,before,anxiety,16
R_1mmJ4ZOT1aKUnz7,before,depression,22
R_1mmJ4ZOT1aKUnz7,before,stress,22
R_1mmJ4ZOT1aKUnz7,during,anxiety,14
R_1mmJ4ZOT1aKUnz7,during,depression,2
R_1mmJ4ZOT1aKUnz7,during,stress,18
R_1MXmVmetdFpHiB4,before,anxiety,8
R_1MXmVmetdFpHiB4,before,depression,30
R_1MXmVmetdFpHiB4,before,stress,12
R_1MXmVmetdFpHiB4,during,anxiety,4
R_1MXmVmetdFpHiB4,during,depression,42
R_1MXmVmetdFpHiB4,during,stress,8
R_1N9O72YdQ4GZFDi,before,anxiety,4
R_1N9O72YdQ4GZFDi,before,depression,16
R_1N9O72YdQ4GZFDi,before,stress,14
R_1N9O72YdQ4GZFDi,during,anxiety,2
R_1N9O72YdQ4GZFDi,during,depression,22
R_1N9O72YdQ4GZFDi,during,stress,18
R_1N9QWsuqE4dwJj0,before,anxiety,0
R_1N9QWsuqE4dwJj0,before,depression,4
R_1N9QWsuqE4dwJj0,before,stress,2
R_1N9QWsuqE4dwJj0,during,anxiety,0
R_1N9QWsuqE4dwJj0,during,depression,4
R_1N9QWsuqE4dwJj0,during,stress,4
R_1Nady9hvbIvDcLg,before,anxiety,16
R_1Nady9hvbIvDcLg,before,depression,18
R_1Nady9hvbIvDcLg,before,stress,14
R_1Nady9hvbIvDcLg,during,anxiety,24
R_1Nady9hvbIvDcLg,during,depression,28
R_1Nady9hvbIvDcLg,during,stress,18
R_1NfE7qpbaFYk306,before,anxiety,14
R_1NfE7qpbaFYk306,before,depression,10
R_1NfE7qpbaFYk306,before,stress,12
R_1NfE7qpbaFYk306,during,anxiety,4
R_1NfE7qpbaFYk306,during,depression,8
R_1NfE7qpbaFYk306,during,stress,10
R_1NmQkOcQT42agWF,before,anxiety,12
R_1NmQkOcQT42agWF,before,depression,28
R_1NmQkOcQT42agWF,before,stress,28
R_1NmQkOcQT42agWF,during,anxiety,20
R_1NmQkOcQT42agWF,during,depression,36
R_1NmQkOcQT42agWF,during,stress,36
R_1nSWaU6aHeoCVz1,before,anxiety,8
R_1nSWaU6aHeoCVz1,before,depression,22
R_1nSWaU6aHeoCVz1,before,stress,16
R_1nSWaU6aHeoCVz1,during,anxiety,16
R_1nSWaU6aHeoCVz1,during,depression,32
R_1nSWaU6aHeoCVz1,during,stress,28
R_1oCk4T1oiygv2K1,before,anxiety,0
R_1oCk4T1oiygv2K1,before,depression,6
R_1oCk4T1oiygv2K1,before,stress,8
R_1oCk4T1oiygv2K1,during,anxiety,0
R_1oCk4T1oiygv2K1,during,depression,2
R_1oCk4T1oiygv2K1,during,stress,10
R_1OIk0siawnKDTiy,before,anxiety,6
R_1OIk0siawnKDTiy,before,depression,8
R_1OIk0siawnKDTiy,before,stress,12
R_1OIk0siawnKDTiy,during,anxiety,2
R_1OIk0siawnKDTiy,during,depression,8
R_1OIk0siawnKDTiy,during,stress,8
R_1OVLo23ZSViJv0e,before,anxiety,6
R_1OVLo23ZSViJv0e,before,depression,2
R_1OVLo23ZSViJv0e,before,stress,10
R_1OVLo23ZSViJv0e,during,anxiety,0
R_1OVLo23ZSViJv0e,during,depression,4
R_1OVLo23ZSViJv0e,during,stress,12
R_1Ow1FDuzbwtWStS,before,anxiety,0
R_1Ow1FDuzbwtWStS,before,depression,0
R_1Ow1FDuzbwtWStS,before,stress,4
R_1Ow1FDuzbwtWStS,during,anxiety,0
R_1Ow1FDuzbwtWStS,during,depression,4
R_1Ow1FDuzbwtWStS,during,stress,6
R_1PYHLXLRtVtLKCC,before,anxiety,2
R_1PYHLXLRtVtLKCC,before,depression,0
R_1PYHLXLRtVtLKCC,before,stress,6
R_1PYHLXLRtVtLKCC,during,anxiety,0
R_1PYHLXLRtVtLKCC,during,depression,2
R_1PYHLXLRtVtLKCC,during,stress,0
R_1pYYllRKHfnN46F,before,anxiety,8
R_1pYYllRKHfnN46F,before,depression,16
R_1pYYllRKHfnN46F,before,stress,20
R_1pYYllRKHfnN46F,during,anxiety,4
R_1pYYllRKHfnN46F,during,depression,20
R_1pYYllRKHfnN46F,during,stress,24
R_1q9BHkV242D62cG,before,anxiety,20
R_1q9BHkV242D62cG,before,depression,16
R_1q9BHkV242D62cG,before,stress,16
R_1q9BHkV242D62cG,during,anxiety,18
R_1q9BHkV242D62cG,during,depression,24
R_1q9BHkV242D62cG,during,stress,20
R_1QfJ0V1q7quecwG,before,anxiety,24
R_1QfJ0V1q7quecwG,before,depression,40
R_1QfJ0V1q7quecwG,before,stress,28
R_1QfJ0V1q7quecwG,during,anxiety,20
R_1QfJ0V1q7quecwG,during,depression,36
R_1QfJ0V1q7quecwG,during,stress,20
R_1riU7KvjYAwtXJE,before,anxiety,14
R_1riU7KvjYAwtXJE,before,depression,22
R_1riU7KvjYAwtXJE,before,stress,14
R_1riU7KvjYAwtXJE,during,anxiety,14
R_1riU7KvjYAwtXJE,during,depression,34
R_1riU7KvjYAwtXJE,during,stress,22
R_20NVUurOXIj6JN6,before,anxiety,30
R_20NVUurOXIj6JN6,before,depression,34
R_20NVUurOXIj6JN6,before,stress,34
R_20NVUurOXIj6JN6,during,anxiety,18
R_20NVUurOXIj6JN6,during,depression,36
R_20NVUurOXIj6JN6,during,stress,36
R_217aRM2HjOL4rwC,before,anxiety,2
R_217aRM2HjOL4rwC,before,depression,8
R_217aRM2HjOL4rwC,before,stress,14
R_217aRM2HjOL4rwC,during,anxiety,4
R_217aRM2HjOL4rwC,during,depression,12
R_217aRM2HjOL4rwC,during,stress,12
R_21mMIqW3mCkwgHy,before,anxiety,12
R_21mMIqW3mCkwgHy,before,depression,8
R_21mMIqW3mCkwgHy,before,stress,6
R_21mMIqW3mCkwgHy,during,anxiety,12
R_21mMIqW3mCkwgHy,during,depression,22
R_21mMIqW3mCkwgHy,during,stress,16
R_21vy4qSSLUBhkI5,before,anxiety,10
R_21vy4qSSLUBhkI5,before,depression,10
R_21vy4qSSLUBhkI5,before,stress,8
R_21vy4qSSLUBhkI5,during,anxiety,6
R_21vy4qSSLUBhkI5,during,depression,8
R_21vy4qSSLUBhkI5,during,stress,16
R_23Ulx9Mu6ClxGOJ,before,anxiety,8
R_23Ulx9Mu6ClxGOJ,before,depression,12
R_23Ulx9Mu6ClxGOJ,before,stress,22
R_23Ulx9Mu6ClxGOJ,during,anxiety,8
R_23Ulx9Mu6ClxGOJ,during,depression,4
R_23Ulx9Mu6ClxGOJ,during,stress,10
R_246tBSBZyx6fChw,before,anxiety,6
R_246tBSBZyx6fChw,before,depression,14
R_246tBSBZyx6fChw,before,stress,12
R_246tBSBZyx6fChw,during,anxiety,22
R_246tBSBZyx6fChw,during,depression,32
R_246tBSBZyx6fChw,during,stress,24
R_24isskypHAzj6a4,before,anxiety,6
R_24isskypHAzj6a4,before,depression,20
R_24isskypHAzj6a4,before,stress,22
R_24isskypHAzj6a4,during,anxiety,8
R_24isskypHAzj6a4,during,depression,24
R_24isskypHAzj6a4,during,stress,32
R_25z3VIIwpNMoGjS,before,anxiety,4
R_25z3VIIwpNMoGjS,before,depression,8
R_25z3VIIwpNMoGjS,before,stress,12
R_25z3VIIwpNMoGjS,during,anxiety,4
R_25z3VIIwpNMoGjS,during,depression,6
R_25z3VIIwpNMoGjS,during,stress,14
R_27D28zcmps8GRka,before,anxiety,18
R_27D28zcmps8GRka,before,depression,18
R_27D28zcmps8GRka,before,stress,24
R_27D28zcmps8GRka,during,anxiety,18
R_27D28zcmps8GRka,during,depression,30
R_27D28zcmps8GRka,during,stress,18
R_27ExcEAbe7WWZAY,before,anxiety,6
R_27ExcEAbe7WWZAY,before,depression,26
R_27ExcEAbe7WWZAY,before,stress,18
R_27ExcEAbe7WWZAY,during,anxiety,10
R_27ExcEAbe7WWZAY,during,depression,34
R_27ExcEAbe7WWZAY,during,stress,18
R_28NVjdZPvV2fLBs,before,anxiety,30
R_28NVjdZPvV2fLBs,before,depression,42
R_28NVjdZPvV2fLBs,before,stress,34
R_28NVjdZPvV2fLBs,during,anxiety,42
R_28NVjdZPvV2fLBs,during,depression,42
R_28NVjdZPvV2fLBs,during,stress,42
R_2947NV0sa0o6uqa,before,anxiety,28
R_2947NV0sa0o6uqa,before,depression,40
R_2947NV0sa0o6uqa,before,stress,24
R_2947NV0sa0o6uqa,during,anxiety,28
R_2947NV0sa0o6uqa,during,depression,42
R_2947NV0sa0o6uqa,during,stress,24
R_29gj9i4nykxouwi,before,anxiety,6
R_29gj9i4nykxouwi,before,depression,16
R_29gj9i4nykxouwi,before,stress,10
R_29gj9i4nykxouwi,during,anxiety,6
R_29gj9i4nykxouwi,during,depression,18
R_29gj9i4nykxouwi,during,stress,10
R_29sTVuZYJRxiKzv,before,anxiety,0
R_29sTVuZYJRxiKzv,before,depression,0
R_29sTVuZYJRxiKzv,before,stress,10
R_29sTVuZYJRxiKzv,during,anxiety,4
R_29sTVuZYJRxiKzv,during,depression,2
R_29sTVuZYJRxiKzv,during,stress,10
R_2aM58IL6PRjl31M,before,anxiety,12
R_2aM58IL6PRjl31M,before,depression,12
R_2aM58IL6PRjl31M,before,stress,6
R_2aM58IL6PRjl31M,during,anxiety,14
R_2aM58IL6PRjl31M,during,depression,24
R_2aM58IL6PRjl31M,during,stress,20
R_2ARphcLKbG8pCbs,before,anxiety,2
R_2ARphcLKbG8pCbs,before,depression,0
R_2ARphcLKbG8pCbs,before,stress,2
R_2ARphcLKbG8pCbs,during,anxiety,2
R_2ARphcLKbG8pCbs,during,depression,0
R_2ARphcLKbG8pCbs,during,stress,2
R_2B4II5QqOBTuBsc,before,anxiety,4
R_2B4II5QqOBTuBsc,before,depression,18
R_2B4II5QqOBTuBsc,before,stress,20
R_2B4II5QqOBTuBsc,during,anxiety,8
R_2B4II5QqOBTuBsc,during,depression,14
R_2B4II5QqOBTuBsc,during,stress,32
R_2bVGOK2omxjKHpn,before,anxiety,0
R_2bVGOK2omxjKHpn,before,depression,0
R_2bVGOK2omxjKHpn,before,stress,2
R_2bVGOK2omxjKHpn,during,anxiety,0
R_2bVGOK2omxjKHpn,during,depression,0
R_2bVGOK2omxjKHpn,during,stress,2
R_2CB7Tu6CfOt3tUN,before,anxiety,10
R_2CB7Tu6CfOt3tUN,before,depression,16
R_2CB7Tu6CfOt3tUN,before,stress,16
R_2CB7Tu6CfOt3tUN,during,anxiety,10
R_2CB7Tu6CfOt3tUN,during,depression,22
R_2CB7Tu6CfOt3tUN,during,stress,10
R_2cd59QR5hZHKBZT,before,anxiety,12
R_2cd59QR5hZHKBZT,before,depression,32
R_2cd59QR5hZHKBZT,before,stress,30
R_2cd59QR5hZHKBZT,during,anxiety,14
R_2cd59QR5hZHKBZT,during,depression,30
R_2cd59QR5hZHKBZT,during,stress,36
R_2cdROg831T1vhEC,before,anxiety,6
R_2cdROg831T1vhEC,before,depression,10
R_2cdROg831T1vhEC,before,stress,8
R_2cdROg831T1vhEC,during,anxiety,4
R_2cdROg831T1vhEC,during,depression,4
R_2cdROg831T1vhEC,during,stress,6
R_2Clwma6pSIEIvrW,before,anxiety,8
R_2Clwma6pSIEIvrW,before,depression,0
R_2Clwma6pSIEIvrW,before,stress,10
R_2Clwma6pSIEIvrW,during,anxiety,14
R_2Clwma6pSIEIvrW,during,depression,10
R_2Clwma6pSIEIvrW,during,stress,18
R_2CTWdkSw6ViCuJq,before,anxiety,0
R_2CTWdkSw6ViCuJq,before,depression,6
R_2CTWdkSw6ViCuJq,before,stress,14
R_2CTWdkSw6ViCuJq,during,anxiety,0
R_2CTWdkSw6ViCuJq,during,depression,0
R_2CTWdkSw6ViCuJq,during,stress,12
R_2cvas4XCHYE6Kkz,before,anxiety,2
R_2cvas4XCHYE6Kkz,before,depression,0
R_2cvas4XCHYE6Kkz,before,stress,2
R_2cvas4XCHYE6Kkz,during,anxiety,0
R_2cvas4XCHYE6Kkz,during,depression,0
R_2cvas4XCHYE6Kkz,during,stress,2
R_2CvKeTojbEMdWFy,before,anxiety,0
R_2CvKeTojbEMdWFy,before,depression,20
R_2CvKeTojbEMdWFy,before,stress,16
R_2CvKeTojbEMdWFy,during,anxiety,0
R_2CvKeTojbEMdWFy,during,depression,20
R_2CvKeTojbEMdWFy,during,stress,8
R_2dQRwob8W5KZXgY,before,anxiety,14
R_2dQRwob8W5KZXgY,before,depression,14
R_2dQRwob8W5KZXgY,before,stress,16
R_2dQRwob8W5KZXgY,during,anxiety,0
R_2dQRwob8W5KZXgY,during,depression,0
R_2dQRwob8W5KZXgY,during,stress,0
R_2DUjHNE8XFxwngK,before,anxiety,8
R_2DUjHNE8XFxwngK,before,depression,12
R_2DUjHNE8XFxwngK,before,stress,12
R_2DUjHNE8XFxwngK,during,anxiety,16
R_2DUjHNE8XFxwngK,during,depression,16
R_2DUjHNE8XFxwngK,during,stress,24
R_2DZSUz54Rl39uyo,before,anxiety,0
R_2DZSUz54Rl39uyo,before,depression,8
R_2DZSUz54Rl39uyo,before,stress,0
R_2DZSUz54Rl39uyo,during,anxiety,2
R_2DZSUz54Rl39uyo,during,depression,26
R_2DZSUz54Rl39uyo,during,stress,6
R_2e2R7LJzpLYQiWW,before,anxiety,2
R_2e2R7LJzpLYQiWW,before,depression,2
R_2e2R7LJzpLYQiWW,before,stress,8
R_2e2R7LJzpLYQiWW,during,anxiety,0
R_2e2R7LJzpLYQiWW,during,depression,12
R_2e2R7LJzpLYQiWW,during,stress,8
R_2E4NIJT672CNqhY,before,anxiety,18
R_2E4NIJT672CNqhY,before,depression,10
R_2E4NIJT672CNqhY,before,stress,20
R_2E4NIJT672CNqhY,during,anxiety,14
R_2E4NIJT672CNqhY,during,depression,10
R_2E4NIJT672CNqhY,during,stress,18
R_2e9aZobX5Mrf2mF,before,anxiety,22
R_2e9aZobX5Mrf2mF,before,depression,38
R_2e9aZobX5Mrf2mF,before,stress,26
R_2e9aZobX5Mrf2mF,during,anxiety,22
R_2e9aZobX5Mrf2mF,during,depression,42
R_2e9aZobX5Mrf2mF,during,stress,26
R_2f82SUumXJ91Tm8,before,anxiety,8
R_2f82SUumXJ91Tm8,before,depression,10
R_2f82SUumXJ91Tm8,before,stress,16
R_2f82SUumXJ91Tm8,during,anxiety,16
R_2f82SUumXJ91Tm8,during,depression,18
R_2f82SUumXJ91Tm8,during,stress,28
R_2fIesR987yHKjDw,before,anxiety,18
R_2fIesR987yHKjDw,before,depression,16
R_2fIesR987yHKjDw,before,stress,28
R_2fIesR987yHKjDw,during,anxiety,32
R_2fIesR987yHKjDw,during,depression,36
R_2fIesR987yHKjDw,during,stress,36
R_2fvruv9ZivyF7o5,before,anxiety,4
R_2fvruv9ZivyF7o5,before,depression,8
R_2fvruv9ZivyF7o5,before,stress,14
R_2fvruv9ZivyF7o5,during,anxiety,12
R_2fvruv9ZivyF7o5,during,depression,16
R_2fvruv9ZivyF7o5,during,stress,22
R_2fvUAwVkhV1ypOM,before,anxiety,12
R_2fvUAwVkhV1ypOM,before,depression,28
R_2fvUAwVkhV1ypOM,before,stress,22
R_2fvUAwVkhV1ypOM,during,anxiety,26
