response_id,recorded_date,start_date,end_date,progress,duration,finished,consent,age,sex,highest_education_level,secondary_school_current,college_current,undergrad_current,postgrad_current,employed_full_current,employed_part_current,employed_self_current,unemployed_current,other_education_employ_current,lockdown_worked_as_normal,lockdown_worked_at_home,lockdown_made_redundant,lockdown_furloughed,lockdown_other,living_with_partner,living_with_parents_caregivers,living_with_housemates,living_alone,living_other
R_0Ii8fPkhD9I10Yh,2020-05-22T15:05:00Z,2020-05-22T20:14:56Z,2020-05-22T20:15:05Z,100,537S,1,1,21,male,college,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
R_UoPiHE2v8sEVOJb,2020-05-22T15:08:00Z,2020-05-22T20:14:59Z,2020-05-22T20:15:08Z,100,556S,1,1,34,female,postgraduate_degree,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
R_A5JYMcChIUBrgWJ,2020-05-22T15:14:00Z,2020-05-22T20:15:06Z,2020-05-22T20:15:14Z,100,498S,1,1,23,male,postgraduate_degree,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
R_2QlDr5bgON19Dbf,2020-05-22T15:20:00Z,2020-05-22T20:15:15Z,2020-05-22T20:15:20Z,100,304S,1,1,44,male,undergraduate_degree,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
R_1ls2eVKvEiK6S4N,2020-05-22T16:05:00Z,2020-05-22T20:15:50Z,2020-05-22T20:16:05Z,100,883S,1,1,23,male,college,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
R_3efCQahFkiEWLUo,2020-05-22T16:16:00Z,2020-05-22T20:16:07Z,2020-05-22T20:16:16Z,100,554S,1,1,25,female,postgraduate_degree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
R_3EtZJ865VyxA1dS,2020-05-23T02:33:00Z,2020-05-23T20:02:10Z,2020-05-23T20:02:33Z,100,1424S,1,1,30,female,college,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
R_1CkeSqHcTu6ioRR,2020-05-23T03:50:00Z,2020-05-23T20:03:38Z,2020-05-23T20:03:50Z,100,719S,1,1,38,male,undergraduate_degree,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
R_12LI8ats6sqsq4j,2020-05-23T06:39:00Z,2020-05-23T20:06:26Z,2020-05-23T20:06:39Z,100,768S,1,1,28,male,undergraduate_degree,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
R_21vy4qSSLUBhkI5,2020-05-23T06:40:00Z,2020-05-23T20:06:29Z,2020-05-23T20:06:40Z,100,651S,1,1,30,female,postgraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
R_2DZSUz54Rl39uyo,2020-05-23T06:43:00Z,2020-05-23T20:06:36Z,2020-05-23T20:06:43Z,100,445S,1,1,24,male,postgraduate_degree,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
R_3gYE1Oyb2ecCXAO,2020-05-23T11:10:00Z,2020-05-23T20:10:52Z,2020-05-23T20:11:10Z,100,1079S,1,1,29,male,postgraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
R_R80uXkBmWsWOzfP,2020-05-23T15:10:00Z,2020-05-23T20:13:56Z,2020-05-23T20:15:10Z,100,4469S,1,1,31,male,undergraduate_degree,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
R_RePvY6Xpy9N1z45,2020-05-23T20:03:00Z,2020-05-23T20:19:58Z,2020-05-23T20:20:03Z,100,325S,1,1,19,female,undergraduate_degree,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
R_0pRhQEssmj1aIbT,2020-05-24T05:56:00Z,2020-05-24T20:05:41Z,2020-05-24T20:05:56Z,100,869S,1,1,31,female,postgraduate_degree,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
R_1mEDv9S4U18sxZe,2020-05-25T05:37:00Z,2020-05-25T20:05:19Z,2020-05-25T20:05:37Z,100,1075S,1,1,20,female,other,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
R_06y6RQMIag7OLT3,2020-05-25T07:02:00Z,2020-05-25T20:06:43Z,2020-05-25T20:07:02Z,100,1139S,1,1,40,male,college,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
R_23Ulx9Mu6ClxGOJ,2020-05-25T12:09:00Z,2020-05-25T20:05:50Z,2020-05-25T20:12:09Z,100,22725S,1,1,23,female,college,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
R_3nkCL8JrVmutsy2,2020-05-25T16:10:00Z,2020-05-25T20:15:55Z,2020-05-25T20:16:10Z,100,877S,1,1,21,male,other,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
R_10IYWwAbUvh1Uhh,2020-05-25T17:16:00Z,2020-05-25T20:17:05Z,2020-05-25T20:17:16Z,100,667S,1,1,23,female,college,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
R_1BXwMl8IvhYRkFs,2020-05-26T05:16:00Z,2020-05-26T20:05:11Z,2020-05-26T20:05:16Z,100,319S,1,1,21,male,school,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
R_Zgzav0hvyZ96c6d,2020-05-26T05:25:00Z,2020-05-26T20:05:11Z,2020-05-26T20:05:25Z,100,846S,1,1,20,female,college,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
R_1K1Fc63G8b1FSAP,2020-05-26T05:34:00Z,2020-05-26T20:05:23Z,2020-05-26T20:05:34Z,100,670S,1,1,33,male,school,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
R_3qyQeKqDkX0mMPk,2020-05-26T06:32:00Z,2020-05-26T20:06:24Z,2020-05-26T20:06:32Z,100,448S,1,1,46,male,college,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
R_1ImlmXBKKlXZVm0,2020-05-26T06:47:00Z,2020-05-26T20:06:23Z,2020-05-26T20:06:47Z,100,1481S,1,1,40,male,school,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
R_3Gg2Ve4XnzJBPL1,2020-05-26T06:54:00Z,2020-05-26T20:06:33Z,2020-05-26T20:06:54Z,100,1264S,1,1,32,female,school,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
R_2fIesR987yHKjDw,2020-05-26T06:58:00Z,2020-05-26T20:06:49Z,2020-05-26T20:06:58Z,100,549S,1,1,42,male,college,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_3G0VtsBQfB5T8jI,2020-05-26T07:00:00Z,2020-05-26T20:06:51Z,2020-05-26T20:07:00Z,100,540S,1,1,45,male,undergraduate_degree,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
R_3sAOu08DzJCbsCx,2020-05-26T07:01:00Z,2020-05-26T20:06:53Z,2020-05-26T20:07:01Z,100,431S,1,1,35,male,college,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
R_1NfE7qpbaFYk306,2020-05-26T08:22:00Z,2020-05-26T20:08:00Z,2020-05-26T20:08:22Z,100,1311S,1,1,21,male,undergraduate_degree,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
R_1pYYllRKHfnN46F,2020-05-26T08:29:00Z,2020-05-26T20:08:16Z,2020-05-26T20:08:29Z,100,789S,1,1,25,female,undergraduate_degree,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
R_WerDtRBiVK6hlnP,2020-05-26T10:03:00Z,2020-05-26T20:09:53Z,2020-05-26T20:10:03Z,100,594S,1,1,35,male,postgraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
R_333VdNEK4f8Xyui,2020-05-26T10:04:00Z,2020-05-26T20:09:50Z,2020-05-26T20:10:04Z,100,831S,1,1,23,male,college,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
R_2cdROg831T1vhEC,2020-05-26T10:18:00Z,2020-05-26T20:10:07Z,2020-05-26T20:10:18Z,100,628S,1,1,23,male,college,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
R_p5CA0SZn571DSEN,2020-05-26T10:40:00Z,2020-05-26T20:10:17Z,2020-05-26T20:10:40Z,100,1357S,1,1,33,female,school,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
R_2CvKeTojbEMdWFy,2020-05-26T10:54:00Z,2020-05-26T20:10:36Z,2020-05-26T20:10:54Z,100,1048S,1,1,38,male,college,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
R_3hywX9R1oSIynmb,2020-05-26T10:57:00Z,2020-05-26T20:10:19Z,2020-05-26T20:10:57Z,100,2234S,1,1,24,male,college,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
R_27ExcEAbe7WWZAY,2020-05-26T11:10:00Z,2020-05-26T20:10:55Z,2020-05-26T20:11:10Z,100,854S,1,1,22,male,undergraduate_degree,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
R_cTISqj1k1d4BAOd,2020-05-26T11:14:00Z,2020-05-26T20:11:07Z,2020-05-26T20:11:14Z,100,428S,1,1,34,male,college,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
R_3OEuDPyfhuyKTkd,2020-05-26T11:25:00Z,2020-05-26T20:11:18Z,2020-05-26T20:11:25Z,100,457S,1,1,42,male,postgraduate_degree,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
R_1H78Zq7MMV4bmUw,2020-05-26T12:20:00Z,2020-05-26T20:12:12Z,2020-05-26T20:12:20Z,100,473S,1,1,32,male,school,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
R_2cvas4XCHYE6Kkz,2020-05-26T13:17:00Z,2020-05-26T20:13:07Z,2020-05-26T20:13:17Z,100,621S,1,1,44,male,undergraduate_degree,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
R_3HpP9AcM8KfmlN5,2020-05-26T13:38:00Z,2020-05-26T20:13:26Z,2020-05-26T20:13:38Z,100,705S,1,1,44,male,school,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
R_1MXmVmetdFpHiB4,2020-05-26T14:26:00Z,2020-05-26T20:14:16Z,2020-05-26T20:14:26Z,100,556S,1,1,33,female,college,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
R_2rZRXqFfn0ikBOS,2020-05-26T15:20:00Z,2020-05-26T20:15:10Z,2020-05-26T20:15:20Z,100,615S,1,1,22,female,postgraduate_degree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
R_1Cy9Qzx0gi4C0n2,2020-05-26T15:48:00Z,2020-05-26T20:15:37Z,2020-05-26T20:15:48Z,100,667S,1,1,37,male,school,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
R_3LXrDOSOEDocie5,2020-05-26T18:18:00Z,2020-05-26T20:18:06Z,2020-05-26T20:18:18Z,100,703S,1,1,20,female,undergraduate_degree,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
R_3PAINhZstYwZKnG,2020-05-26T20:32:00Z,2020-05-26T20:19:44Z,2020-05-26T20:20:32Z,100,2851S,1,1,30,female,postgraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
R_RzB3YPB2gpL3ylr,2020-05-26T20:35:00Z,2020-05-26T20:20:21Z,2020-05-26T20:20:35Z,100,816S,1,1,34,male,school,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
R_BueCPimsWc9Utd7,2020-05-27T00:58:00Z,2020-05-26T20:14:45Z,2020-05-27T20:00:58Z,100,36782S,1,1,47,male,school,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
R_2Clwma6pSIEIvrW,2020-05-27T01:48:00Z,2020-05-27T20:01:36Z,2020-05-27T20:01:48Z,100,708S,1,1,30,male,undergraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
R_0D28y4Gxg25qSR3,2020-05-27T01:50:00Z,2020-05-27T20:01:41Z,2020-05-27T20:01:50Z,100,523S,1,1,26,male,undergraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
R_1M3DvETU5JOu5b0,2020-05-27T01:54:00Z,2020-05-27T20:01:48Z,2020-05-27T20:01:54Z,100,341S,1,1,32,male,college,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_3iWtUWUbIxPab5K,2020-05-27T02:39:00Z,2020-05-27T20:02:30Z,2020-05-27T20:02:39Z,100,528S,1,1,22,male,postgraduate_degree,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
R_2CB7Tu6CfOt3tUN,2020-05-27T05:15:00Z,2020-05-27T20:04:50Z,2020-05-27T20:05:15Z,100,1495S,1,1,30,male,school,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
R_2ARphcLKbG8pCbs,2020-05-27T07:06:00Z,2020-05-27T20:06:56Z,2020-05-27T20:07:06Z,100,583S,1,1,39,female,undergraduate_degree,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
R_1dFdkaSKE6hI4m0,2020-05-27T09:50:00Z,2020-05-27T20:09:39Z,2020-05-27T20:09:50Z,100,682S,1,1,35,female,postgraduate_degree,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
R_3D7xVjOEj7lRX1u,2020-05-27T11:09:00Z,2020-05-27T20:11:00Z,2020-05-27T20:11:09Z,100,509S,1,1,19,female,college,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
R_246tBSBZyx6fChw,2020-05-27T11:12:00Z,2020-05-27T20:11:04Z,2020-05-27T20:11:12Z,100,486S,1,1,20,female,college,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
R_3DcJPhdo2DHBes3,2020-05-27T11:54:00Z,2020-05-27T20:11:44Z,2020-05-27T20:11:54Z,100,612S,1,1,26,female,postgraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
R_3EjaJDRhLy9xsUT,2020-05-27T12:54:00Z,2020-05-27T20:12:42Z,2020-05-27T20:12:54Z,100,718S,1,1,23,female,undergraduate_degree,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
R_3gLfJnM7hmP4b0g,2020-05-27T13:15:00Z,2020-05-27T20:13:06Z,2020-05-27T20:13:15Z,100,511S,1,1,46,male,undergraduate_degree,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
R_1GKJM6pEM2FrpLP,2020-05-27T13:21:00Z,2020-05-27T20:13:09Z,2020-05-27T20:13:21Z,100,719S,1,1,71,male,other,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_3h0zYlV2nMlsjkp,2020-05-27T13:29:00Z,2020-05-27T20:13:07Z,2020-05-27T20:13:29Z,100,1333S,1,1,42,male,undergraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
R_2bVGOK2omxjKHpn,2020-05-27T14:00:00Z,2020-05-27T20:13:52Z,2020-05-27T20:14:00Z,100,509S,1,1,39,male,undergraduate_degree,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
R_3ne0xvsnUk3Dg2b,2020-05-27T15:02:00Z,2020-05-27T20:14:50Z,2020-05-27T20:15:02Z,100,690S,1,1,47,male,college,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
R_1riU7KvjYAwtXJE,2020-05-27T15:19:00Z,2020-05-27T20:15:12Z,2020-05-27T20:15:19Z,100,422S,1,1,32,male,undergraduate_degree,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
R_33m18XGfnq4Vj9o,2020-05-27T15:38:00Z,2020-05-27T20:15:22Z,2020-05-27T20:15:38Z,100,954S,1,1,30,male,other,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
R_2YyT0OjStuntyXf,2020-05-27T18:01:00Z,2020-05-27T20:17:49Z,2020-05-27T20:18:01Z,100,737S,1,1,34,male,undergraduate_degree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
R_2QzW5HTDKSQoIdW,2020-05-27T18:56:00Z,2020-05-27T20:18:46Z,2020-05-27T20:18:56Z,100,611S,1,1,45,male,postgraduate_degree,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
R_1PYHLXLRtVtLKCC,2020-05-27T19:51:00Z,2020-05-27T20:19:40Z,2020-05-27T20:19:51Z,100,643S,1,1,50,male,undergraduate_degree,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
R_2fvruv9ZivyF7o5,2020-05-27T21:29:00Z,2020-05-27T20:21:14Z,2020-05-27T20:21:29Z,100,864S,1,1,38,male,undergraduate_degree,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_1Fl9AQQ2mrxHqGW,2020-05-27T21:29:00Z,2020-05-27T20:21:23Z,2020-05-27T20:21:29Z,100,353S,1,1,29,female,postgraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
R_2wmnaQBPNB7V2gM,2020-05-27T21:41:00Z,2020-05-27T20:21:30Z,2020-05-27T20:21:41Z,100,644S,1,1,44,female,undergraduate_degree,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
R_piX57LSmaReTby1,2020-05-28T00:01:00Z,2020-05-27T20:23:38Z,2020-05-28T20:00:01Z,100,1396S,1,1,30,male,college,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
R_Oju76sshryv7YAh,2020-05-28T01:25:00Z,2020-05-28T20:01:09Z,2020-05-28T20:01:25Z,100,970S,1,1,49,female,undergraduate_degree,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
R_Xjm191b0NxVNvbz,2020-05-28T01:41:00Z,2020-05-28T20:01:32Z,2020-05-28T20:01:41Z,100,494S,1,1,26,female,undergraduate_degree,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
R_30uRCB7vSqjK8Tf,2020-05-28T01:41:00Z,2020-05-28T20:01:28Z,2020-05-28T20:01:41Z,100,758S,1,1,33,female,undergraduate_degree,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
R_1QfJ0V1q7quecwG,2020-05-28T01:51:00Z,2020-05-28T20:01:36Z,2020-05-28T20:01:51Z,100,889S,1,1,28,male,undergraduate_degree,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_2VkJBjNuuyAttyZ,2020-05-28T02:12:00Z,2020-05-28T20:02:04Z,2020-05-28T20:02:12Z,100,514S,1,1,27,male,postgraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
R_RLcbhnqjnjLiaVX,2020-05-28T02:25:00Z,2020-05-28T20:02:15Z,2020-05-28T20:02:25Z,100,582S,1,1,31,female,postgraduate_degree,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
R_2B4II5QqOBTuBsc,2020-05-28T02:25:00Z,2020-05-28T20:02:00Z,2020-05-28T20:02:25Z,100,1503S,1,1,52,female,undergraduate_degree,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
R_1M5w3AllKLTG9vr,2020-05-28T02:40:00Z,2020-05-28T20:02:30Z,2020-05-28T20:02:40Z,100,636S,1,1,35,female,postgraduate_degree,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
R_2fvUAwVkhV1ypOM,2020-05-28T03:08:00Z,2020-05-28T20:02:57Z,2020-05-28T20:03:08Z,100,653S,1,1,27,female,college,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
