response_id,time,item,score
R_3PAINhZstYwZKnG,before,3,2
R_3PAINhZstYwZKnG,after,1,2
R_3PAINhZstYwZKnG,after,2,2
R_3PAINhZstYwZKnG,after,3,2
R_RzB3YPB2gpL3ylr,before,1,1
R_RzB3YPB2gpL3ylr,before,2,1
R_RzB3YPB2gpL3ylr,before,3,1
R_RzB3YPB2gpL3ylr,after,1,1
R_RzB3YPB2gpL3ylr,after,2,1
R_RzB3YPB2gpL3ylr,after,3,1
R_BueCPimsWc9Utd7,before,1,1
R_BueCPimsWc9Utd7,before,2,1
R_BueCPimsWc9Utd7,before,3,2
R_BueCPimsWc9Utd7,after,1,1
R_BueCPimsWc9Utd7,after,2,1
R_BueCPimsWc9Utd7,after,3,1
R_2Clwma6pSIEIvrW,before,1,1
R_2Clwma6pSIEIvrW,before,2,1
R_2Clwma6pSIEIvrW,before,3,1
R_2Clwma6pSIEIvrW,after,1,1
R_2Clwma6pSIEIvrW,after,2,1
R_2Clwma6pSIEIvrW,after,3,1
R_2CB7Tu6CfOt3tUN,before,1,1
R_2CB7Tu6CfOt3tUN,before,2,2
R_2CB7Tu6CfOt3tUN,before,3,3
R_2CB7Tu6CfOt3tUN,after,1,1
R_2CB7Tu6CfOt3tUN,after,2,2
R_2CB7Tu6CfOt3tUN,after,3,2
R_2ARphcLKbG8pCbs,before,1,1
R_2ARphcLKbG8pCbs,before,2,1
R_2ARphcLKbG8pCbs,before,3,1
R_2ARphcLKbG8pCbs,after,1,1
R_2ARphcLKbG8pCbs,after,2,1
R_2ARphcLKbG8pCbs,after,3,2
R_3DcJPhdo2DHBes3,before,1,2
R_3DcJPhdo2DHBes3,before,2,3
R_3DcJPhdo2DHBes3,before,3,2
R_3DcJPhdo2DHBes3,after,1,2
R_3DcJPhdo2DHBes3,after,2,3
R_3DcJPhdo2DHBes3,after,3,2
R_1GKJM6pEM2FrpLP,before,1,1
R_1GKJM6pEM2FrpLP,before,2,1
R_1GKJM6pEM2FrpLP,before,3,1
R_1GKJM6pEM2FrpLP,after,1,1
R_1GKJM6pEM2FrpLP,after,2,1
R_1GKJM6pEM2FrpLP,after,3,1
R_2bVGOK2omxjKHpn,before,1,2
R_2bVGOK2omxjKHpn,before,2,2
R_2bVGOK2omxjKHpn,before,3,2
R_2bVGOK2omxjKHpn,after,1,2
R_2bVGOK2omxjKHpn,after,2,2
R_2bVGOK2omxjKHpn,after,3,2
R_3ne0xvsnUk3Dg2b,before,1,1
R_3ne0xvsnUk3Dg2b,before,2,1
R_3ne0xvsnUk3Dg2b,before,3,1
R_3ne0xvsnUk3Dg2b,after,1,3
R_3ne0xvsnUk3Dg2b,after,2,2
R_3ne0xvsnUk3Dg2b,after,3,3
R_33m18XGfnq4Vj9o,before,1,1
R_33m18XGfnq4Vj9o,before,2,1
R_33m18XGfnq4Vj9o,before,3,2
R_33m18XGfnq4Vj9o,after,1,1
R_33m18XGfnq4Vj9o,after,2,1
R_33m18XGfnq4Vj9o,after,3,2
R_2YyT0OjStuntyXf,before,1,3
R_2YyT0OjStuntyXf,before,2,3
R_2YyT0OjStuntyXf,before,3,3
R_2YyT0OjStuntyXf,after,1,3
R_2YyT0OjStuntyXf,after,2,3
R_2YyT0OjStuntyXf,after,3,3
R_2QzW5HTDKSQoIdW,before,1,1
R_2QzW5HTDKSQoIdW,before,2,1
R_2QzW5HTDKSQoIdW,before,3,1
R_2QzW5HTDKSQoIdW,after,1,1
R_2QzW5HTDKSQoIdW,after,2,1
R_2QzW5HTDKSQoIdW,after,3,1
R_1PYHLXLRtVtLKCC,before,1,1
R_1PYHLXLRtVtLKCC,before,2,1
R_1PYHLXLRtVtLKCC,before,3,1
R_1PYHLXLRtVtLKCC,after,1,1
R_1PYHLXLRtVtLKCC,after,2,1
R_1PYHLXLRtVtLKCC,after,3,1
R_2fvruv9ZivyF7o5,before,1,2
R_2fvruv9ZivyF7o5,before,2,2
R_2fvruv9ZivyF7o5,before,3,2
R_2fvruv9ZivyF7o5,after,1,2
R_2fvruv9ZivyF7o5,after,2,2
R_2fvruv9ZivyF7o5,after,3,2
R_1Fl9AQQ2mrxHqGW,before,1,1
R_1Fl9AQQ2mrxHqGW,before,2,2
R_1Fl9AQQ2mrxHqGW,before,3,1
R_1Fl9AQQ2mrxHqGW,after,1,2
R_1Fl9AQQ2mrxHqGW,after,2,2
R_1Fl9AQQ2mrxHqGW,after,3,3
R_2wmnaQBPNB7V2gM,before,1,2
R_2wmnaQBPNB7V2gM,before,2,2
R_2wmnaQBPNB7V2gM,before,3,2
R_2wmnaQBPNB7V2gM,after,1,2
R_2wmnaQBPNB7V2gM,after,2,2
R_2wmnaQBPNB7V2gM,after,3,2
R_piX57LSmaReTby1,before,1,1
R_piX57LSmaReTby1,before,2,1
R_piX57LSmaReTby1,before,3,2
R_piX57LSmaReTby1,after,1,1
R_piX57LSmaReTby1,after,2,2
R_piX57LSmaReTby1,after,3,1
R_Oju76sshryv7YAh,before,1,1
R_Oju76sshryv7YAh,before,2,2
R_Oju76sshryv7YAh,before,3,2
R_Oju76sshryv7YAh,after,1,1
R_Oju76sshryv7YAh,after,2,3
R_Oju76sshryv7YAh,after,3,3
R_Xjm191b0NxVNvbz,before,1,2
R_Xjm191b0NxVNvbz,before,2,2
R_Xjm191b0NxVNvbz,before,3,2
R_Xjm191b0NxVNvbz,after,1,3
R_Xjm191b0NxVNvbz,after,2,2
R_Xjm191b0NxVNvbz,after,3,3
R_30uRCB7vSqjK8Tf,before,1,2
R_30uRCB7vSqjK8Tf,before,2,2
R_30uRCB7vSqjK8Tf,before,3,3
R_30uRCB7vSqjK8Tf,after,1,1
R_30uRCB7vSqjK8Tf,after,2,2
R_30uRCB7vSqjK8Tf,after,3,3
R_2VkJBjNuuyAttyZ,before,1,1
R_2VkJBjNuuyAttyZ,before,2,1
R_2VkJBjNuuyAttyZ,before,3,2
R_2VkJBjNuuyAttyZ,after,1,3
R_2VkJBjNuuyAttyZ,after,2,3
R_2VkJBjNuuyAttyZ,after,3,3
R_RLcbhnqjnjLiaVX,before,1,1
R_RLcbhnqjnjLiaVX,before,2,1
R_RLcbhnqjnjLiaVX,before,3,1
R_RLcbhnqjnjLiaVX,after,1,2
R_RLcbhnqjnjLiaVX,after,2,1
R_RLcbhnqjnjLiaVX,after,3,1
R_2B4II5QqOBTuBsc,before,1,3
R_2B4II5QqOBTuBsc,before,2,3
R_2B4II5QqOBTuBsc,before,3,2
R_2B4II5QqOBTuBsc,after,1,3
R_2B4II5QqOBTuBsc,after,2,3
R_2B4II5QqOBTuBsc,after,3,3
R_1M5w3AllKLTG9vr,before,1,1
R_1M5w3AllKLTG9vr,before,2,1
R_1M5w3AllKLTG9vr,before,3,1
R_1M5w3AllKLTG9vr,after,1,1
R_1M5w3AllKLTG9vr,after,2,1
R_1M5w3AllKLTG9vr,after,3,3
R_0vTXEcLGjOc6uRj,before,1,1
R_0vTXEcLGjOc6uRj,before,2,1
R_0vTXEcLGjOc6uRj,before,3,1
R_0vTXEcLGjOc6uRj,after,1,1
R_0vTXEcLGjOc6uRj,after,2,1
R_0vTXEcLGjOc6uRj,after,3,1
R_3VJUdRxHSSY9KRH,before,1,1
R_3VJUdRxHSSY9KRH,before,2,3
R_3VJUdRxHSSY9KRH,before,3,2
R_3VJUdRxHSSY9KRH,after,1,1
R_3VJUdRxHSSY9KRH,after,2,3
R_3VJUdRxHSSY9KRH,after,3,2
R_b3OqdK3QYKKuHYd,before,1,2
R_b3OqdK3QYKKuHYd,before,2,2
R_b3OqdK3QYKKuHYd,before,3,2
R_b3OqdK3QYKKuHYd,after,1,2
R_b3OqdK3QYKKuHYd,after,2,1
R_b3OqdK3QYKKuHYd,after,3,2
R_8jHHv1qsC7vCAz7,before,1,1
R_8jHHv1qsC7vCAz7,before,2,1
R_8jHHv1qsC7vCAz7,before,3,1
R_8jHHv1qsC7vCAz7,after,1,1
R_8jHHv1qsC7vCAz7,after,2,1
R_8jHHv1qsC7vCAz7,after,3,2
R_BDGcUeEGjSpIacN,before,1,3
R_BDGcUeEGjSpIacN,before,2,1
R_BDGcUeEGjSpIacN,before,3,2
R_BDGcUeEGjSpIacN,after,1,3
R_BDGcUeEGjSpIacN,after,2,3
R_BDGcUeEGjSpIacN,after,3,3
R_3lxovCWhEaeqaCs,before,1,3
R_3lxovCWhEaeqaCs,before,2,2
R_3lxovCWhEaeqaCs,before,3,2
R_3lxovCWhEaeqaCs,after,1,3
R_3lxovCWhEaeqaCs,after,2,2
R_3lxovCWhEaeqaCs,after,3,3
R_1N9O72YdQ4GZFDi,before,1,2
R_1N9O72YdQ4GZFDi,before,2,1
R_1N9O72YdQ4GZFDi,before,3,1
R_1N9O72YdQ4GZFDi,after,1,3
R_1N9O72YdQ4GZFDi,after,2,1
R_1N9O72YdQ4GZFDi,after,3,3
R_brWqcjWNLR2SR6p,before,1,1
R_brWqcjWNLR2SR6p,before,2,1
R_brWqcjWNLR2SR6p,before,3,1
R_brWqcjWNLR2SR6p,after,1,2
R_brWqcjWNLR2SR6p,after,2,1
R_brWqcjWNLR2SR6p,after,3,3
R_1HbCUjufNKWfBV4,before,1,2
R_1HbCUjufNKWfBV4,before,2,2
R_1HbCUjufNKWfBV4,before,3,3
R_1HbCUjufNKWfBV4,after,1,2
R_1HbCUjufNKWfBV4,after,2,2
R_1HbCUjufNKWfBV4,after,3,2
R_OP7imJenh3QEzHr,before,1,3
R_OP7imJenh3QEzHr,before,2,3
R_OP7imJenh3QEzHr,before,3,3
R_OP7imJenh3QEzHr,after,1,3
R_OP7imJenh3QEzHr,after,2,3
R_OP7imJenh3QEzHr,after,3,3
R_2YJKbEV4DDO8Lc0,before,1,1
R_2YJKbEV4DDO8Lc0,before,2,3
R_2YJKbEV4DDO8Lc0,before,3,2
R_2YJKbEV4DDO8Lc0,after,1,2
R_2YJKbEV4DDO8Lc0,after,2,3
R_2YJKbEV4DDO8Lc0,after,3,3
R_6kZae0087zktvOx,before,1,1
R_6kZae0087zktvOx,before,2,2
R_6kZae0087zktvOx,before,3,2
R_6kZae0087zktvOx,after,1,1
R_6kZae0087zktvOx,after,2,2
R_6kZae0087zktvOx,after,3,2
R_24isskypHAzj6a4,before,1,2
R_24isskypHAzj6a4,before,2,2
R_24isskypHAzj6a4,before,3,2
R_24isskypHAzj6a4,after,1,2
R_24isskypHAzj6a4,after,2,1
R_24isskypHAzj6a4,after,3,3
R_b25c1SzzqBXhNlf,before,1,3
R_b25c1SzzqBXhNlf,before,2,3
R_b25c1SzzqBXhNlf,before,3,3
R_b25c1SzzqBXhNlf,after,1,3
R_b25c1SzzqBXhNlf,after,2,3
R_b25c1SzzqBXhNlf,after,3,3
R_1nSWaU6aHeoCVz1,before,1,1
R_1nSWaU6aHeoCVz1,before,2,2
R_1nSWaU6aHeoCVz1,before,3,2
R_1nSWaU6aHeoCVz1,after,1,1
R_1nSWaU6aHeoCVz1,after,2,1
R_1nSWaU6aHeoCVz1,after,3,3
R_2XcEmd1YzcIXw1Y,before,1,1
R_2XcEmd1YzcIXw1Y,before,2,2
R_2XcEmd1YzcIXw1Y,before,3,2
R_2XcEmd1YzcIXw1Y,after,1,1
R_2XcEmd1YzcIXw1Y,after,2,1
R_2XcEmd1YzcIXw1Y,after,3,2
R_3KCvZebmGxmSVat,before,1,1
R_3KCvZebmGxmSVat,before,2,2
R_3KCvZebmGxmSVat,before,3,2
R_3KCvZebmGxmSVat,after,1,1
R_3KCvZebmGxmSVat,after,2,2
R_3KCvZebmGxmSVat,after,3,2
R_2TSJxMqN9gOlUOV,before,1,2
R_2TSJxMqN9gOlUOV,before,2,2
R_2TSJxMqN9gOlUOV,before,3,1
R_2TSJxMqN9gOlUOV,after,1,2
R_2TSJxMqN9gOlUOV,after,2,1
R_2TSJxMqN9gOlUOV,after,3,1
R_3jV6I52yPFAZ8oy,before,1,2
R_3jV6I52yPFAZ8oy,before,2,2
R_3jV6I52yPFAZ8oy,before,3,2
R_3jV6I52yPFAZ8oy,after,1,2
R_3jV6I52yPFAZ8oy,after,2,2
R_3jV6I52yPFAZ8oy,after,3,2
R_1E5vpihv0BCn2Jo,before,1,3
R_1E5vpihv0BCn2Jo,before,2,2
R_1E5vpihv0BCn2Jo,before,3,3
R_1E5vpihv0BCn2Jo,after,1,3
R_1E5vpihv0BCn2Jo,after,2,3
R_1E5vpihv0BCn2Jo,after,3,3
R_3asqcGii6ulHk9X,before,1,1
R_3asqcGii6ulHk9X,before,2,1
R_3asqcGii6ulHk9X,before,3,1
R_3asqcGii6ulHk9X,after,1,2
R_3asqcGii6ulHk9X,after,2,1
R_3asqcGii6ulHk9X,after,3,2
R_2947NV0sa0o6uqa,before,1,1
R_2947NV0sa0o6uqa,before,2,2
R_2947NV0sa0o6uqa,before,3,1
R_2947NV0sa0o6uqa,after,1,1
R_2947NV0sa0o6uqa,after,2,1
R_2947NV0sa0o6uqa,after,3,1
R_1Nady9hvbIvDcLg,before,1,2
R_1Nady9hvbIvDcLg,before,2,3
R_1Nady9hvbIvDcLg,before,3,3
R_1Nady9hvbIvDcLg,after,1,3
R_1Nady9hvbIvDcLg,after,2,3
R_1Nady9hvbIvDcLg,after,3,3
R_SIf4380kHiu7wAh,before,1,3
R_SIf4380kHiu7wAh,before,2,2
R_SIf4380kHiu7wAh,before,3,1
R_SIf4380kHiu7wAh,after,1,3
R_SIf4380kHiu7wAh,after,2,1
R_SIf4380kHiu7wAh,after,3,2
R_1DtGqgKOtlhl4vS,before,1,1
R_1DtGqgKOtlhl4vS,before,2,1
R_1DtGqgKOtlhl4vS,before,3,1
R_1DtGqgKOtlhl4vS,after,1,1
R_1DtGqgKOtlhl4vS,after,2,1
R_1DtGqgKOtlhl4vS,after,3,3
R_UuOGjA6wOYIRHUt,before,1,2
R_UuOGjA6wOYIRHUt,before,2,2
