response_id,time,subscale,item,score
R_28NVjdZPvV2fLBs,after,anxiety,20,4
R_28NVjdZPvV2fLBs,after,depression,21,4
R_2rPjSQLcIC8CDty,before,stress,1,2
R_2rPjSQLcIC8CDty,before,anxiety,2,1
R_2rPjSQLcIC8CDty,before,depression,3,2
R_2rPjSQLcIC8CDty,before,anxiety,4,1
R_2rPjSQLcIC8CDty,before,depression,5,3
R_2rPjSQLcIC8CDty,before,stress,6,2
R_2rPjSQLcIC8CDty,before,anxiety,7,1
R_2rPjSQLcIC8CDty,before,stress,8,3
R_2rPjSQLcIC8CDty,before,anxiety,9,3
R_2rPjSQLcIC8CDty,before,depression,10,1
R_2rPjSQLcIC8CDty,before,stress,11,2
R_2rPjSQLcIC8CDty,before,stress,12,2
R_2rPjSQLcIC8CDty,before,depression,13,2
R_2rPjSQLcIC8CDty,before,stress,14,2
R_2rPjSQLcIC8CDty,before,anxiety,15,2
R_2rPjSQLcIC8CDty,before,depression,16,1
R_2rPjSQLcIC8CDty,before,depression,17,1
R_2rPjSQLcIC8CDty,before,stress,18,2
R_2rPjSQLcIC8CDty,before,anxiety,19,2
R_2rPjSQLcIC8CDty,before,anxiety,20,2
R_2rPjSQLcIC8CDty,before,depression,21,1
R_2rPjSQLcIC8CDty,after,stress,1,3
R_2rPjSQLcIC8CDty,after,anxiety,2,2
R_2rPjSQLcIC8CDty,after,depression,3,3
R_2rPjSQLcIC8CDty,after,anxiety,4,3
R_2rPjSQLcIC8CDty,after,depression,5,3
R_2rPjSQLcIC8CDty,after,stress,6,3
R_2rPjSQLcIC8CDty,after,anxiety,7,2
R_2rPjSQLcIC8CDty,after,stress,8,2
R_2rPjSQLcIC8CDty,after,anxiety,9,2
R_2rPjSQLcIC8CDty,after,depression,10,2
R_2rPjSQLcIC8CDty,after,stress,11,3
R_2rPjSQLcIC8CDty,after,stress,12,2
R_2rPjSQLcIC8CDty,after,depression,13,2
R_2rPjSQLcIC8CDty,after,stress,14,2
R_2rPjSQLcIC8CDty,after,anxiety,15,2
R_2rPjSQLcIC8CDty,after,depression,16,2
R_2rPjSQLcIC8CDty,after,depression,17,1
R_2rPjSQLcIC8CDty,after,stress,18,2
R_2rPjSQLcIC8CDty,after,anxiety,19,2
R_2rPjSQLcIC8CDty,after,anxiety,20,2
R_2rPjSQLcIC8CDty,after,depression,21,2
R_upLgg7PndxOE2Vr,before,stress,1,3
R_upLgg7PndxOE2Vr,before,anxiety,2,2
R_upLgg7PndxOE2Vr,before,depression,3,1
R_upLgg7PndxOE2Vr,before,anxiety,4,1
R_upLgg7PndxOE2Vr,before,depression,5,3
R_upLgg7PndxOE2Vr,before,stress,6,1
R_upLgg7PndxOE2Vr,before,anxiety,7,1
R_upLgg7PndxOE2Vr,before,stress,8,1
R_upLgg7PndxOE2Vr,before,anxiety,9,2
R_upLgg7PndxOE2Vr,before,depression,10,1
R_upLgg7PndxOE2Vr,before,stress,11,2
R_upLgg7PndxOE2Vr,before,stress,12,3
R_upLgg7PndxOE2Vr,before,depression,13,2
R_upLgg7PndxOE2Vr,before,stress,14,2
R_upLgg7PndxOE2Vr,before,anxiety,15,1
R_upLgg7PndxOE2Vr,before,depression,16,2
R_upLgg7PndxOE2Vr,before,depression,17,4
R_upLgg7PndxOE2Vr,before,stress,18,2
R_upLgg7PndxOE2Vr,before,anxiety,19,2
R_upLgg7PndxOE2Vr,before,anxiety,20,2
R_upLgg7PndxOE2Vr,before,depression,21,3
R_upLgg7PndxOE2Vr,after,stress,1,4
R_upLgg7PndxOE2Vr,after,anxiety,2,1
R_upLgg7PndxOE2Vr,after,depression,3,1
R_upLgg7PndxOE2Vr,after,anxiety,4,3
R_upLgg7PndxOE2Vr,after,depression,5,2
R_upLgg7PndxOE2Vr,after,stress,6,1
R_upLgg7PndxOE2Vr,after,anxiety,7,1
R_upLgg7PndxOE2Vr,after,stress,8,1
R_upLgg7PndxOE2Vr,after,anxiety,9,1
R_upLgg7PndxOE2Vr,after,depression,10,2
R_upLgg7PndxOE2Vr,after,stress,11,1
R_upLgg7PndxOE2Vr,after,stress,12,1
R_upLgg7PndxOE2Vr,after,depression,13,2
R_upLgg7PndxOE2Vr,after,stress,14,1
R_upLgg7PndxOE2Vr,after,anxiety,15,1
R_upLgg7PndxOE2Vr,after,depression,16,2
R_upLgg7PndxOE2Vr,after,depression,17,2
R_upLgg7PndxOE2Vr,after,stress,18,1
R_upLgg7PndxOE2Vr,after,anxiety,19,2
R_upLgg7PndxOE2Vr,after,anxiety,20,2
R_upLgg7PndxOE2Vr,after,depression,21,1
R_1NmQkOcQT42agWF,before,stress,1,2
R_1NmQkOcQT42agWF,before,anxiety,2,1
R_1NmQkOcQT42agWF,before,depression,3,3
R_1NmQkOcQT42agWF,before,anxiety,4,1
R_1NmQkOcQT42agWF,before,depression,5,2
R_1NmQkOcQT42agWF,before,stress,6,4
R_1NmQkOcQT42agWF,before,anxiety,7,1
R_1NmQkOcQT42agWF,before,stress,8,3
R_1NmQkOcQT42agWF,before,anxiety,9,4
R_1NmQkOcQT42agWF,before,depression,10,3
R_1NmQkOcQT42agWF,before,stress,11,3
R_1NmQkOcQT42agWF,before,stress,12,3
R_1NmQkOcQT42agWF,before,depression,13,3
R_1NmQkOcQT42agWF,before,stress,14,3
R_1NmQkOcQT42agWF,before,anxiety,15,3
R_1NmQkOcQT42agWF,before,depression,16,3
R_1NmQkOcQT42agWF,before,depression,17,4
R_1NmQkOcQT42agWF,before,stress,18,3
R_1NmQkOcQT42agWF,before,anxiety,19,1
R_1NmQkOcQT42agWF,before,anxiety,20,2
R_1NmQkOcQT42agWF,before,depression,21,3
R_1NmQkOcQT42agWF,after,stress,1,3
R_1NmQkOcQT42agWF,after,anxiety,2,1
R_1NmQkOcQT42agWF,after,depression,3,3
R_1NmQkOcQT42agWF,after,anxiety,4,2
R_1NmQkOcQT42agWF,after,depression,5,2
R_1NmQkOcQT42agWF,after,stress,6,3
R_1NmQkOcQT42agWF,after,anxiety,7,1
R_1NmQkOcQT42agWF,after,stress,8,4
R_1NmQkOcQT42agWF,after,anxiety,9,3
R_1NmQkOcQT42agWF,after,depression,10,4
R_1NmQkOcQT42agWF,after,stress,11,4
R_1NmQkOcQT42agWF,after,stress,12,4
R_1NmQkOcQT42agWF,after,depression,13,4
R_1NmQkOcQT42agWF,after,stress,14,3
R_1NmQkOcQT42agWF,after,anxiety,15,3
R_1NmQkOcQT42agWF,after,depression,16,4
R_1NmQkOcQT42agWF,after,depression,17,4
R_1NmQkOcQT42agWF,after,stress,18,4
R_1NmQkOcQT42agWF,after,anxiety,19,3
R_1NmQkOcQT42agWF,after,anxiety,20,4
R_1NmQkOcQT42agWF,after,depression,21,4
R_000jgq6zfKH3jcB,before,stress,1,2
R_000jgq6zfKH3jcB,before,anxiety,2,2
R_000jgq6zfKH3jcB,before,depression,3,2
R_000jgq6zfKH3jcB,before,anxiety,4,2
R_000jgq6zfKH3jcB,before,depression,5,2
R_000jgq6zfKH3jcB,before,stress,6,2
R_000jgq6zfKH3jcB,before,anxiety,7,2
R_000jgq6zfKH3jcB,before,stress,8,2
R_000jgq6zfKH3jcB,before,anxiety,9,3
R_000jgq6zfKH3jcB,before,depression,10,2
R_000jgq6zfKH3jcB,before,stress,11,2
R_000jgq6zfKH3jcB,before,stress,12,2
R_000jgq6zfKH3jcB,before,depression,13,2
R_000jgq6zfKH3jcB,before,stress,14,3
R_000jgq6zfKH3jcB,before,anxiety,15,2
R_000jgq6zfKH3jcB,before,depression,16,2
R_000jgq6zfKH3jcB,before,depression,17,3
R_000jgq6zfKH3jcB,before,stress,18,3
R_000jgq6zfKH3jcB,before,anxiety,19,3
R_000jgq6zfKH3jcB,before,anxiety,20,2
R_000jgq6zfKH3jcB,before,depression,21,1
R_000jgq6zfKH3jcB,after,stress,1,4
R_000jgq6zfKH3jcB,after,anxiety,2,3
R_000jgq6zfKH3jcB,after,depression,3,3
R_000jgq6zfKH3jcB,after,anxiety,4,3
R_000jgq6zfKH3jcB,after,depression,5,4
R_000jgq6zfKH3jcB,after,stress,6,3
R_000jgq6zfKH3jcB,after,anxiety,7,3
R_000jgq6zfKH3jcB,after,stress,8,3
R_000jgq6zfKH3jcB,after,anxiety,9,2
R_000jgq6zfKH3jcB,after,depression,10,3
R_000jgq6zfKH3jcB,after,stress,11,3
R_000jgq6zfKH3jcB,after,stress,12,4
R_000jgq6zfKH3jcB,after,depression,13,3
R_000jgq6zfKH3jcB,after,stress,14,3
R_000jgq6zfKH3jcB,after,anxiety,15,3
R_000jgq6zfKH3jcB,after,depression,16,3
R_000jgq6zfKH3jcB,after,depression,17,2
R_000jgq6zfKH3jcB,after,stress,18,4
R_000jgq6zfKH3jcB,after,anxiety,19,4
R_000jgq6zfKH3jcB,after,anxiety,20,3
R_000jgq6zfKH3jcB,after,depression,21,2
R_2cd59QR5hZHKBZT,before,stress,1,4
R_2cd59QR5hZHKBZT,before,anxiety,2,2
R_2cd59QR5hZHKBZT,before,depression,3,2
R_2cd59QR5hZHKBZT,before,anxiety,4,1
R_2cd59QR5hZHKBZT,before,depression,5,4
R_2cd59QR5hZHKBZT,before,stress,6,4
R_2cd59QR5hZHKBZT,before,anxiety,7,1
R_2cd59QR5hZHKBZT,before,stress,8,2
R_2cd59QR5hZHKBZT,before,anxiety,9,2
R_2cd59QR5hZHKBZT,before,depression,10,3
R_2cd59QR5hZHKBZT,before,stress,11,3
R_2cd59QR5hZHKBZT,before,stress,12,4
R_2cd59QR5hZHKBZT,before,depression,13,3
R_2cd59QR5hZHKBZT,before,stress,14,2
R_2cd59QR5hZHKBZT,before,anxiety,15,2
R_2cd59QR5hZHKBZT,before,depression,16,3
R_2cd59QR5hZHKBZT,before,depression,17,4
R_2cd59QR5hZHKBZT,before,stress,18,3
R_2cd59QR5hZHKBZT,before,anxiety,19,2
R_2cd59QR5hZHKBZT,before,anxiety,20,3
R_2cd59QR5hZHKBZT,before,depression,21,4
R_2cd59QR5hZHKBZT,after,stress,1,4
R_2cd59QR5hZHKBZT,after,anxiety,2,2
R_2cd59QR5hZHKBZT,after,depression,3,3
R_2cd59QR5hZHKBZT,after,anxiety,4,1
R_2cd59QR5hZHKBZT,after,depression,5,2
R_2cd59QR5hZHKBZT,after,stress,6,3
R_2cd59QR5hZHKBZT,after,anxiety,7,1
R_2cd59QR5hZHKBZT,after,stress,8,2
R_2cd59QR5hZHKBZT,after,anxiety,9,3
R_2cd59QR5hZHKBZT,after,depression,10,3
R_2cd59QR5hZHKBZT,after,stress,11,4
R_2cd59QR5hZHKBZT,after,stress,12,4
R_2cd59QR5hZHKBZT,after,depression,13,3
R_2cd59QR5hZHKBZT,after,stress,14,4
R_2cd59QR5hZHKBZT,after,anxiety,15,3
R_2cd59QR5hZHKBZT,after,depression,16,3
R_2cd59QR5hZHKBZT,after,depression,17,4
R_2cd59QR5hZHKBZT,after,stress,18,4
R_2cd59QR5hZHKBZT,after,anxiety,19,1
R_2cd59QR5hZHKBZT,after,anxiety,20,3
R_2cd59QR5hZHKBZT,after,depression,21,4
R_2tqUYhzsg6ITwD1,before,stress,1,3
R_2tqUYhzsg6ITwD1,before,anxiety,2,3
R_2tqUYhzsg6ITwD1,before,depression,3,2
R_2tqUYhzsg6ITwD1,before,anxiety,4,3
R_2tqUYhzsg6ITwD1,before,depression,5,4
R_2tqUYhzsg6ITwD1,before,stress,6,2
R_2tqUYhzsg6ITwD1,before,anxiety,7,2
R_2tqUYhzsg6ITwD1,before,stress,8,3
R_2tqUYhzsg6ITwD1,before,anxiety,9,3
R_2tqUYhzsg6ITwD1,before,depression,10,3
R_2tqUYhzsg6ITwD1,before,stress,11,3
R_2tqUYhzsg6ITwD1,before,stress,12,4
R_2tqUYhzsg6ITwD1,before,depression,13,3
R_2tqUYhzsg6ITwD1,before,stress,14,2
R_2tqUYhzsg6ITwD1,before,anxiety,15,3
R_2tqUYhzsg6ITwD1,before,depression,16,3
R_2tqUYhzsg6ITwD1,before,depression,17,3
R_2tqUYhzsg6ITwD1,before,stress,18,2
R_2tqUYhzsg6ITwD1,before,anxiety,19,3
R_2tqUYhzsg6ITwD1,before,anxiety,20,3
R_2tqUYhzsg6ITwD1,before,depression,21,2
R_2tqUYhzsg6ITwD1,after,stress,1,2
R_2tqUYhzsg6ITwD1,after,anxiety,2,2
R_2tqUYhzsg6ITwD1,after,depression,3,3
R_2tqUYhzsg6ITwD1,after,anxiety,4,4
R_2tqUYhzsg6ITwD1,after,depression,5,4
R_2tqUYhzsg6ITwD1,after,stress,6,2
R_2tqUYhzsg6ITwD1,after,anxiety,7,2
R_2tqUYhzsg6ITwD1,after,stress,8,3
R_2tqUYhzsg6ITwD1,after,anxiety,9,1
R_2tqUYhzsg6ITwD1,after,depression,10,3
R_2tqUYhzsg6ITwD1,after,stress,11,3
R_2tqUYhzsg6ITwD1,after,stress,12,4
R_2tqUYhzsg6ITwD1,after,depression,13,3
R_2tqUYhzsg6ITwD1,after,stress,14,3
R_2tqUYhzsg6ITwD1,after,anxiety,15,3
R_2tqUYhzsg6ITwD1,after,depression,16,3
R_2tqUYhzsg6ITwD1,after,depression,17,3
R_2tqUYhzsg6ITwD1,after,stress,18,1
R_2tqUYhzsg6ITwD1,after,anxiety,19,3
R_2tqUYhzsg6ITwD1,after,anxiety,20,2
R_2tqUYhzsg6ITwD1,after,depression,21,3
R_1q9BHkV242D62cG,before,stress,1,2
R_1q9BHkV242D62cG,before,anxiety,2,2
R_1q9BHkV242D62cG,before,depression,3,3
R_1q9BHkV242D62cG,before,anxiety,4,1
R_1q9BHkV242D62cG,before,depression,5,1
R_1q9BHkV242D62cG,before,stress,6,1
R_1q9BHkV242D62cG,before,anxiety,7,3
R_1q9BHkV242D62cG,before,stress,8,3
R_1q9BHkV242D62cG,before,anxiety,9,3
R_1q9BHkV242D62cG,before,depression,10,2
R_1q9BHkV242D62cG,before,stress,11,2
R_1q9BHkV242D62cG,before,stress,12,2
R_1q9BHkV242D62cG,before,depression,13,4
R_1q9BHkV242D62cG,before,stress,14,2
R_1q9BHkV242D62cG,before,anxiety,15,3
R_1q9BHkV242D62cG,before,depression,16,1
R_1q9BHkV242D62cG,before,depression,17,1
R_1q9BHkV242D62cG,before,stress,18,3
R_1q9BHkV242D62cG,before,anxiety,19,3
R_1q9BHkV242D62cG,before,anxiety,20,2
R_1q9BHkV242D62cG,before,depression,21,3
R_1q9BHkV242D62cG,after,stress,1,2
R_1q9BHkV242D62cG,after,anxiety,2,2
R_1q9BHkV242D62cG,after,depression,3,3
R_1q9BHkV242D62cG,after,anxiety,4,2
R_1q9BHkV242D62cG,after,depression,5,3
R_1q9BHkV242D62cG,after,stress,6,2
R_1q9BHkV242D62cG,after,anxiety,7,2
R_1q9BHkV242D62cG,after,stress,8,3
R_1q9BHkV242D62cG,after,anxiety,9,3
R_1q9BHkV242D62cG,after,depression,10,3
R_1q9BHkV242D62cG,after,stress,11,3
R_1q9BHkV242D62cG,after,stress,12,3
R_1q9BHkV242D62cG,after,depression,13,2
R_1q9BHkV242D62cG,after,stress,14,2
R_1q9BHkV242D62cG,after,anxiety,15,3
R_1q9BHkV242D62cG,after,depression,16,2
R_1q9BHkV242D62cG,after,depression,17,3
R_1q9BHkV242D62cG,after,stress,18,2
R_1q9BHkV242D62cG,after,anxiety,19,2
R_1q9BHkV242D62cG,after,anxiety,20,2
R_1q9BHkV242D62cG,after,depression,21,3
R_1LCosfUrLhSMxRQ,before,stress,1,2
R_1LCosfUrLhSMxRQ,before,anxiety,2,2
R_1LCosfUrLhSMxRQ,before,depression,3,1
R_1LCosfUrLhSMxRQ,before,anxiety,4,1
R_1LCosfUrLhSMxRQ,before,depression,5,2
R_1LCosfUrLhSMxRQ,before,stress,6,1
R_1LCosfUrLhSMxRQ,before,anxiety,7,1
R_1LCosfUrLhSMxRQ,before,stress,8,2
R_1LCosfUrLhSMxRQ,before,anxiety,9,2
R_1LCosfUrLhSMxRQ,before,depression,10,1
R_1LCosfUrLhSMxRQ,before,stress,11,2
R_1LCosfUrLhSMxRQ,before,stress,12,2
R_1LCosfUrLhSMxRQ,before,depression,13,1
R_1LCosfUrLhSMxRQ,before,stress,14,2
R_1LCosfUrLhSMxRQ,before,anxiety,15,1
R_1LCosfUrLhSMxRQ,before,depression,16,1
R_1LCosfUrLhSMxRQ,before,depression,17,1
R_1LCosfUrLhSMxRQ,before,stress,18,2
R_1LCosfUrLhSMxRQ,before,anxiety,19,1
R_1LCosfUrLhSMxRQ,before,anxiety,20,1
R_1LCosfUrLhSMxRQ,before,depression,21,1
R_1LCosfUrLhSMxRQ,after,stress,1,3
R_1LCosfUrLhSMxRQ,after,anxiety,2,4
R_1LCosfUrLhSMxRQ,after,depression,3,3
R_1LCosfUrLhSMxRQ,after,anxiety,4,1
R_1LCosfUrLhSMxRQ,after,depression,5,3
R_1LCosfUrLhSMxRQ,after,stress,6,1
R_1LCosfUrLhSMxRQ,after,anxiety,7,1
R_1LCosfUrLhSMxRQ,after,stress,8,3
R_1LCosfUrLhSMxRQ,after,anxiety,9,2
R_1LCosfUrLhSMxRQ,after,depression,10,4
R_1LCosfUrLhSMxRQ,after,stress,11,3
R_1LCosfUrLhSMxRQ,after,stress,12,3
R_1LCosfUrLhSMxRQ,after,depression,13,3
R_1LCosfUrLhSMxRQ,after,stress,14,2
R_1LCosfUrLhSMxRQ,after,anxiety,15,1
R_1LCosfUrLhSMxRQ,after,depression,16,3
R_1LCosfUrLhSMxRQ,after,depression,17,3
R_1LCosfUrLhSMxRQ,after,stress,18,3
R_1LCosfUrLhSMxRQ,after,anxiety,19,1
R_1LCosfUrLhSMxRQ,after,anxiety,20,1
R_1LCosfUrLhSMxRQ,after,depression,21,2
R_3PjYxPdMelfAuAx,before,stress,1,3
R_3PjYxPdMelfAuAx,before,anxiety,2,2
R_3PjYxPdMelfAuAx,before,depression,3,3
R_3PjYxPdMelfAuAx,before,anxiety,4,1
R_3PjYxPdMelfAuAx,before,depression,5,4
R_3PjYxPdMelfAuAx,before,stress,6,1
R_3PjYxPdMelfAuAx,before,anxiety,7,1
R_3PjYxPdMelfAuAx,before,stress,8,3
R_3PjYxPdMelfAuAx,before,anxiety,9,3
R_3PjYxPdMelfAuAx,before,depression,10,2
R_3PjYxPdMelfAuAx,before,stress,11,2
R_3PjYxPdMelfAuAx,before,stress,12,3
R_3PjYxPdMelfAuAx,before,depression,13,3
R_3PjYxPdMelfAuAx,before,stress,14,2
R_3PjYxPdMelfAuAx,before,anxiety,15,3
R_3PjYxPdMelfAuAx,before,depression,16,2
R_3PjYxPdMelfAuAx,before,depression,17,3
R_3PjYxPdMelfAuAx,before,stress,18,1
R_3PjYxPdMelfAuAx,before,anxiety,19,3
R_3PjYxPdMelfAuAx,before,anxiety,20,2
R_3PjYxPdMelfAuAx,before,depression,21,1
R_3PjYxPdMelfAuAx,after,stress,1,4
R_3PjYxPdMelfAuAx,after,anxiety,2,2
R_3PjYxPdMelfAuAx,after,depression,3,4
R_3PjYxPdMelfAuAx,after,anxiety,4,1
R_3PjYxPdMelfAuAx,after,depression,5,4
R_3PjYxPdMelfAuAx,after,stress,6,2
R_3PjYxPdMelfAuAx,after,anxiety,7,1
R_3PjYxPdMelfAuAx,after,stress,8,4
R_3PjYxPdMelfAuAx,after,anxiety,9,2
R_3PjYxPdMelfAuAx,after,depression,10,1
R_3PjYxPdMelfAuAx,after,stress,11,2
R_3PjYxPdMelfAuAx,after,stress,12,3
R_3PjYxPdMelfAuAx,after,depression,13,3
R_3PjYxPdMelfAuAx,after,stress,14,2
R_3PjYxPdMelfAuAx,after,anxiety,15,3
R_3PjYxPdMelfAuAx,after,depression,16,2
R_3PjYxPdMelfAuAx,after,depression,17,3
R_3PjYxPdMelfAuAx,after,stress,18,1
R_3PjYxPdMelfAuAx,after,anxiety,19,3
R_3PjYxPdMelfAuAx,after,anxiety,20,2
R_3PjYxPdMelfAuAx,after,depression,21,1
R_2tJtUaHMu03QTQ1,before,stress,1,4
R_2tJtUaHMu03QTQ1,before,anxiety,2,4
R_2tJtUaHMu03QTQ1,before,depression,3,3
R_2tJtUaHMu03QTQ1,before,anxiety,4,1
R_2tJtUaHMu03QTQ1,before,depression,5,1
R_2tJtUaHMu03QTQ1,before,stress,6,2
R_2tJtUaHMu03QTQ1,before,anxiety,7,2
R_2tJtUaHMu03QTQ1,before,stress,8,3
R_2tJtUaHMu03QTQ1,before,anxiety,9,3
R_2tJtUaHMu03QTQ1,before,depression,10,1
R_2tJtUaHMu03QTQ1,before,stress,11,2
R_2tJtUaHMu03QTQ1,before,stress,12,2
R_2tJtUaHMu03QTQ1,before,depression,13,2
R_2tJtUaHMu03QTQ1,before,stress,14,4
R_2tJtUaHMu03QTQ1,before,anxiety,15,2
R_2tJtUaHMu03QTQ1,before,depression,16,1
R_2tJtUaHMu03QTQ1,before,depression,17,2
R_2tJtUaHMu03QTQ1,before,stress,18,1
R_2tJtUaHMu03QTQ1,before,anxiety,19,1
R_2tJtUaHMu03QTQ1,before,anxiety,20,1
R_2tJtUaHMu03QTQ1,before,depression,21,2
R_2tJtUaHMu03QTQ1,after,stress,1,4
R_2tJtUaHMu03QTQ1,after,anxiety,2,4
R_2tJtUaHMu03QTQ1,after,depression,3,4
R_2tJtUaHMu03QTQ1,after,anxiety,4,1
R_2tJtUaHMu03QTQ1,after,depression,5,4
R_2tJtUaHMu03QTQ1,after,stress,6,3
R_2tJtUaHMu03QTQ1,after,anxiety,7,4
R_2tJtUaHMu03QTQ1,after,stress,8,3
R_2tJtUaHMu03QTQ1,after,anxiety,9,4
R_2tJtUaHMu03QTQ1,after,depression,10,4
R_2tJtUaHMu03QTQ1,after,stress,11,4
R_2tJtUaHMu03QTQ1,after,stress,12,4
R_2tJtUaHMu03QTQ1,after,depression,13,4
R_2tJtUaHMu03QTQ1,after,stress,14,1
R_2tJtUaHMu03QTQ1,after,anxiety,15,3
R_2tJtUaHMu03QTQ1,after,depression,16,4
R_2tJtUaHMu03QTQ1,after,depression,17,4
R_2tJtUaHMu03QTQ1,after,stress,18,3
R_2tJtUaHMu03QTQ1,after,anxiety,19,3
R_2tJtUaHMu03QTQ1,after,anxiety,20,3
R_2tJtUaHMu03QTQ1,after,depression,21,3
R_20NVUurOXIj6JN6,before,stress,1,2
R_20NVUurOXIj6JN6,before,anxiety,2,4
R_20NVUurOXIj6JN6,before,depression,3,4
R_20NVUurOXIj6JN6,before,anxiety,4,1
R_20NVUurOXIj6JN6,before,depression,5,3
R_20NVUurOXIj6JN6,before,stress,6,3
R_20NVUurOXIj6JN6,before,anxiety,7,3
R_20NVUurOXIj6JN6,before,stress,8,3
R_20NVUurOXIj6JN6,before,anxiety,9,4
R_20NVUurOXIj6JN6,before,depression,10,4
R_20NVUurOXIj6JN6,before,stress,11,4
R_20NVUurOXIj6JN6,before,stress,12,4
R_20NVUurOXIj6JN6,before,depression,13,4
R_20NVUurOXIj6JN6,before,stress,14,4
R_20NVUurOXIj6JN6,before,anxiety,15,4
R_20NVUurOXIj6JN6,before,depression,16,4
R_20NVUurOXIj6JN6,before,depression,17,4
R_20NVUurOXIj6JN6,before,stress,18,4
R_20NVUurOXIj6JN6,before,anxiety,19,3
R_20NVUurOXIj6JN6,before,anxiety,20,3
R_20NVUurOXIj6JN6,before,depression,21,1
R_20NVUurOXIj6JN6,after,stress,1,1
R_20NVUurOXIj6JN6,after,anxiety,2,1
R_20NVUurOXIj6JN6,after,depression,3,4
R_20NVUurOXIj6JN6,after,anxiety,4,1
R_20NVUurOXIj6JN6,after,depression,5,4
R_20NVUurOXIj6JN6,after,stress,6,4
R_20NVUurOXIj6JN6,after,anxiety,7,4
R_20NVUurOXIj6JN6,after,stress,8,4
R_20NVUurOXIj6JN6,after,anxiety,9,4
R_20NVUurOXIj6JN6,after,depression,10,4
R_20NVUurOXIj6JN6,after,stress,11,4
R_20NVUurOXIj6JN6,after,stress,12,4
R_20NVUurOXIj6JN6,after,depression,13,4
R_20NVUurOXIj6JN6,after,stress,14,4
R_20NVUurOXIj6JN6,after,anxiety,15,4
R_20NVUurOXIj6JN6,after,depression,16,4
R_20NVUurOXIj6JN6,after,depression,17,4
R_20NVUurOXIj6JN6,after,stress,18,4
R_20NVUurOXIj6JN6,after,anxiety,19,1
R_20NVUurOXIj6JN6,after,anxiety,20,1
R_20NVUurOXIj6JN6,after,depression,21,1
R_1FKyUMNfVFCfhAP,before,stress,1,2
R_1FKyUMNfVFCfhAP,before,anxiety,2,1
R_1FKyUMNfVFCfhAP,before,depression,3,2
R_1FKyUMNfVFCfhAP,before,anxiety,4,1
R_1FKyUMNfVFCfhAP,before,depression,5,3
R_1FKyUMNfVFCfhAP,before,stress,6,1
R_1FKyUMNfVFCfhAP,before,anxiety,7,1
R_1FKyUMNfVFCfhAP,before,stress,8,1
R_1FKyUMNfVFCfhAP,before,anxiety,9,1
R_1FKyUMNfVFCfhAP,before,depression,10,2
R_1FKyUMNfVFCfhAP,before,stress,11,3
R_1FKyUMNfVFCfhAP,before,stress,12,1
R_1FKyUMNfVFCfhAP,before,depression,13,2
R_1FKyUMNfVFCfhAP,before,stress,14,3
R_1FKyUMNfVFCfhAP,before,anxiety,15,1
R_1FKyUMNfVFCfhAP,before,depression,16,1
R_1FKyUMNfVFCfhAP,before,depression,17,1
R_1FKyUMNfVFCfhAP,before,stress,18,2
R_1FKyUMNfVFCfhAP,before,anxiety,19,1
R_1FKyUMNfVFCfhAP,before,anxiety,20,1
R_1FKyUMNfVFCfhAP,before,depression,21,1
R_1FKyUMNfVFCfhAP,after,stress,1,3
