response_id,recorded_date,start_date,end_date,progress,duration,finished,consent,age,sex,highest_education_level,secondary_school_current,college_current,undergrad_current,postgrad_current,employed_full_current,employed_part_current,employed_self_current,unemployed_current,other_education_employ_current,lockdown_worked_as_normal,lockdown_worked_at_home,lockdown_made_redundant,lockdown_furloughed,lockdown_other,living_with_partner,living_with_parents_caregivers,living_with_housemates,living_alone,living_other
R_1pYYllRKHfnN46F,2020-05-26T08:29:00Z,2020-05-26T08:16:00Z,2020-05-26T08:29:00Z,100,789S,1,1,25,female,undergraduate_degree,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
R_WerDtRBiVK6hlnP,2020-05-26T10:03:00Z,2020-05-26T09:53:00Z,2020-05-26T10:03:00Z,100,594S,1,1,35,male,postgraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
R_2cdROg831T1vhEC,2020-05-26T10:18:00Z,2020-05-26T10:07:00Z,2020-05-26T10:18:00Z,100,628S,1,1,23,male,college,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
R_p5CA0SZn571DSEN,2020-05-26T10:40:00Z,2020-05-26T10:17:00Z,2020-05-26T10:40:00Z,100,1357S,1,1,33,female,school,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
R_2CvKeTojbEMdWFy,2020-05-26T10:54:00Z,2020-05-26T10:36:00Z,2020-05-26T10:54:00Z,100,1048S,1,1,38,male,college,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
R_3hywX9R1oSIynmb,2020-05-26T10:57:00Z,2020-05-26T10:19:00Z,2020-05-26T10:57:00Z,100,2234S,1,1,24,male,college,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
R_27ExcEAbe7WWZAY,2020-05-26T11:10:00Z,2020-05-26T10:55:00Z,2020-05-26T11:10:00Z,100,854S,1,1,22,male,undergraduate_degree,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
R_1H78Zq7MMV4bmUw,2020-05-26T12:20:00Z,2020-05-26T12:12:00Z,2020-05-26T12:20:00Z,100,473S,1,1,32,male,school,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
R_3HpP9AcM8KfmlN5,2020-05-26T13:38:00Z,2020-05-26T13:26:00Z,2020-05-26T13:38:00Z,100,705S,1,1,44,male,school,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
R_1MXmVmetdFpHiB4,2020-05-26T14:26:00Z,2020-05-26T14:16:00Z,2020-05-26T14:26:00Z,100,556S,1,1,33,female,college,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
R_1FxCH5IloFh2zpE,2020-05-26T15:44:00Z,2020-05-26T15:33:00Z,2020-05-26T15:44:00Z,100,627S,1,1,47,male,undergraduate_degree,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
R_4IVTY228ghNiU4V,2020-05-26T16:54:00Z,2020-05-26T16:46:00Z,2020-05-26T16:54:00Z,100,503S,1,1,38,male,postgraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
R_2aPMplerpF4rJU8,2020-05-26T19:34:00Z,2020-05-26T19:26:00Z,2020-05-26T19:34:00Z,100,471S,1,1,46,male,undergraduate_degree,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
R_3PAINhZstYwZKnG,2020-05-26T20:32:00Z,2020-05-26T19:44:00Z,2020-05-26T20:32:00Z,100,2851S,1,1,30,female,postgraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
R_RzB3YPB2gpL3ylr,2020-05-26T20:35:00Z,2020-05-26T20:21:00Z,2020-05-26T20:35:00Z,100,816S,1,1,34,male,school,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
R_BueCPimsWc9Utd7,2020-05-27T00:58:00Z,2020-05-26T14:45:00Z,2020-05-27T00:58:00Z,100,36782S,1,1,47,male,school,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
R_2Clwma6pSIEIvrW,2020-05-27T01:48:00Z,2020-05-27T01:36:00Z,2020-05-27T01:48:00Z,100,708S,1,1,30,male,undergraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
R_2CB7Tu6CfOt3tUN,2020-05-27T05:15:00Z,2020-05-27T04:50:00Z,2020-05-27T05:15:00Z,100,1495S,1,1,30,male,school,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
R_2ARphcLKbG8pCbs,2020-05-27T07:06:00Z,2020-05-27T06:56:00Z,2020-05-27T07:06:00Z,100,583S,1,1,39,female,undergraduate_degree,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
R_3DcJPhdo2DHBes3,2020-05-27T11:54:00Z,2020-05-27T11:44:00Z,2020-05-27T11:54:00Z,100,612S,1,1,26,female,postgraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
R_1GKJM6pEM2FrpLP,2020-05-27T13:21:00Z,2020-05-27T13:09:00Z,2020-05-27T13:21:00Z,100,719S,1,1,71,male,other,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_2bVGOK2omxjKHpn,2020-05-27T14:00:00Z,2020-05-27T13:52:00Z,2020-05-27T14:00:00Z,100,509S,1,1,39,male,undergraduate_degree,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
R_3ne0xvsnUk3Dg2b,2020-05-27T15:02:00Z,2020-05-27T14:50:00Z,2020-05-27T15:02:00Z,100,690S,1,1,47,male,college,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
R_33m18XGfnq4Vj9o,2020-05-27T15:38:00Z,2020-05-27T15:22:00Z,2020-05-27T15:38:00Z,100,954S,1,1,30,male,other,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
R_2YyT0OjStuntyXf,2020-05-27T18:01:00Z,2020-05-27T17:49:00Z,2020-05-27T18:01:00Z,100,737S,1,1,34,male,undergraduate_degree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
R_2QzW5HTDKSQoIdW,2020-05-27T18:56:00Z,2020-05-27T18:46:00Z,2020-05-27T18:56:00Z,100,611S,1,1,45,male,postgraduate_degree,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
R_1PYHLXLRtVtLKCC,2020-05-27T19:51:00Z,2020-05-27T19:40:00Z,2020-05-27T19:51:00Z,100,643S,1,1,50,male,undergraduate_degree,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
R_2fvruv9ZivyF7o5,2020-05-27T21:29:00Z,2020-05-27T21:14:00Z,2020-05-27T21:29:00Z,100,864S,1,1,38,male,undergraduate_degree,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_1Fl9AQQ2mrxHqGW,2020-05-27T21:29:00Z,2020-05-27T21:23:00Z,2020-05-27T21:29:00Z,100,353S,1,1,29,female,postgraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
R_2wmnaQBPNB7V2gM,2020-05-27T21:41:00Z,2020-05-27T21:30:00Z,2020-05-27T21:41:00Z,100,644S,1,1,44,female,undergraduate_degree,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
R_2w0lomFwVXQMEH5,2020-05-27T23:49:00Z,2020-05-27T23:41:00Z,2020-05-27T23:49:00Z,100,441S,1,1,31,male,postgraduate_degree,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
R_piX57LSmaReTby1,2020-05-28T00:01:00Z,2020-05-27T23:38:00Z,2020-05-28T00:01:00Z,100,1396S,1,1,30,male,college,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
R_Oju76sshryv7YAh,2020-05-28T01:25:00Z,2020-05-28T01:09:00Z,2020-05-28T01:25:00Z,100,970S,1,1,49,female,undergraduate_degree,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
R_Xjm191b0NxVNvbz,2020-05-28T01:41:00Z,2020-05-28T01:32:00Z,2020-05-28T01:41:00Z,100,494S,1,1,26,female,undergraduate_degree,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
R_30uRCB7vSqjK8Tf,2020-05-28T01:41:00Z,2020-05-28T01:28:00Z,2020-05-28T01:41:00Z,100,758S,1,1,33,female,undergraduate_degree,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
R_273DuWgjgujvJYE,2020-05-28T02:10:00Z,2020-05-28T01:52:00Z,2020-05-28T02:10:00Z,100,1072S,1,1,26,female,undergraduate_degree,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
R_2VkJBjNuuyAttyZ,2020-05-28T02:12:00Z,2020-05-28T02:04:00Z,2020-05-28T02:12:00Z,100,514S,1,1,27,male,postgraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
R_RLcbhnqjnjLiaVX,2020-05-28T02:25:00Z,2020-05-28T02:15:00Z,2020-05-28T02:25:00Z,100,582S,1,1,31,female,postgraduate_degree,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
R_2B4II5QqOBTuBsc,2020-05-28T02:25:00Z,2020-05-28T02:00:00Z,2020-05-28T02:25:00Z,100,1503S,1,1,52,female,undergraduate_degree,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
R_1M5w3AllKLTG9vr,2020-05-28T02:40:00Z,2020-05-28T02:30:00Z,2020-05-28T02:40:00Z,100,636S,1,1,35,female,postgraduate_degree,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
R_0vTXEcLGjOc6uRj,2020-05-28T03:12:00Z,2020-05-28T02:42:00Z,2020-05-28T03:12:00Z,100,1844S,1,1,30,male,undergraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
R_3VJUdRxHSSY9KRH,2020-05-28T03:33:00Z,2020-05-28T02:46:00Z,2020-05-28T03:33:00Z,100,2838S,1,1,33,male,postgraduate_degree,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_b3OqdK3QYKKuHYd,2020-05-28T03:35:00Z,2020-05-28T03:20:00Z,2020-05-28T03:35:00Z,100,885S,1,1,23,female,postgraduate_degree,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
R_8jHHv1qsC7vCAz7,2020-05-28T03:36:00Z,2020-05-28T03:11:00Z,2020-05-28T03:36:00Z,100,1516S,1,1,33,male,college,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
R_BDGcUeEGjSpIacN,2020-05-28T03:38:00Z,2020-05-28T03:28:00Z,2020-05-28T03:38:00Z,100,599S,1,1,37,male,college,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
R_3lxovCWhEaeqaCs,2020-05-28T03:43:00Z,2020-05-28T03:36:00Z,2020-05-28T03:43:00Z,100,442S,1,1,32,male,college,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
R_1N9O72YdQ4GZFDi,2020-05-28T03:51:00Z,2020-05-28T03:37:00Z,2020-05-28T03:51:00Z,100,872S,1,1,33,male,undergraduate_degree,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
R_brWqcjWNLR2SR6p,2020-05-28T03:57:00Z,2020-05-28T03:52:00Z,2020-05-28T03:57:00Z,100,322S,1,1,25,female,postgraduate_degree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
R_1HbCUjufNKWfBV4,2020-05-28T03:59:00Z,2020-05-28T03:43:00Z,2020-05-28T03:59:00Z,100,946S,1,1,31,not_given,college,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_OP7imJenh3QEzHr,2020-05-28T04:43:00Z,2020-05-28T04:29:00Z,2020-05-28T04:43:00Z,100,850S,1,1,23,not_given,college,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
R_2YJKbEV4DDO8Lc0,2020-05-28T04:47:00Z,2020-05-28T04:38:00Z,2020-05-28T04:47:00Z,100,568S,1,1,36,female,undergraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
R_6kZae0087zktvOx,2020-05-28T04:49:00Z,2020-05-28T04:36:00Z,2020-05-28T04:49:00Z,100,753S,1,1,40,female,college,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
R_24isskypHAzj6a4,2020-05-28T05:32:00Z,2020-05-28T05:12:00Z,2020-05-28T05:32:00Z,100,1218S,1,1,30,female,undergraduate_degree,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
R_b25c1SzzqBXhNlf,2020-05-28T05:33:00Z,2020-05-28T05:23:00Z,2020-05-28T05:33:00Z,100,555S,1,1,23,female,school,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
R_1nSWaU6aHeoCVz1,2020-05-28T05:37:00Z,2020-05-28T05:26:00Z,2020-05-28T05:37:00Z,100,661S,1,1,27,female,postgraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
R_2XcEmd1YzcIXw1Y,2020-05-28T05:44:00Z,2020-05-28T05:32:00Z,2020-05-28T05:44:00Z,100,737S,1,1,28,female,college,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
R_3KCvZebmGxmSVat,2020-05-28T07:31:00Z,2020-05-28T07:17:00Z,2020-05-28T07:31:00Z,100,825S,1,1,37,male,college,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
R_2TSJxMqN9gOlUOV,2020-05-28T08:56:00Z,2020-05-28T08:45:00Z,2020-05-28T08:56:00Z,100,660S,1,1,27,male,undergraduate_degree,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
R_3jV6I52yPFAZ8oy,2020-05-28T09:30:00Z,2020-05-28T09:17:00Z,2020-05-28T09:30:00Z,100,788S,1,1,47,female,undergraduate_degree,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0
R_1E5vpihv0BCn2Jo,2020-05-28T09:54:00Z,2020-05-28T09:46:00Z,2020-05-28T09:54:00Z,100,490S,1,1,43,male,college,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
R_3asqcGii6ulHk9X,2020-05-28T10:34:00Z,2020-05-28T10:20:00Z,2020-05-28T10:34:00Z,100,807S,1,1,26,male,undergraduate_degree,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
R_2947NV0sa0o6uqa,2020-05-28T11:33:00Z,2020-05-28T11:23:00Z,2020-05-28T11:33:00Z,100,584S,1,1,24,female,undergraduate_degree,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_1Nady9hvbIvDcLg,2020-05-28T12:23:00Z,2020-05-28T12:02:00Z,2020-05-28T12:23:00Z,100,1271S,1,1,47,female,postgraduate_degree,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_SIf4380kHiu7wAh,2020-05-28T13:19:00Z,2020-05-28T13:10:00Z,2020-05-28T13:19:00Z,100,513S,1,1,31,female,college,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
R_1DtGqgKOtlhl4vS,2020-05-28T14:06:00Z,2020-05-28T13:52:00Z,2020-05-28T14:06:00Z,100,803S,1,1,38,female,school,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
R_UuOGjA6wOYIRHUt,2020-05-28T15:06:00Z,2020-05-28T14:51:00Z,2020-05-28T15:06:00Z,100,921S,1,1,37,male,postgraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
R_1eqNc6OUIYqj3s8,2020-05-28T15:09:00Z,2020-05-28T14:55:00Z,2020-05-28T15:09:00Z,100,861S,1,1,43,male,other,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
R_3koLHqG1bLK3yy5,2020-05-28T15:14:00Z,2020-05-28T15:02:00Z,2020-05-28T15:14:00Z,100,741S,1,1,37,female,postgraduate_degree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
R_2qrC4O6fVkjwiry,2020-05-28T15:38:00Z,2020-05-28T15:19:00Z,2020-05-28T15:38:00Z,100,1124S,1,1,28,male,postgraduate_degree,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
R_ZxG3FMCz1l6uJd7,2020-05-28T17:28:00Z,2020-05-28T17:14:00Z,2020-05-28T17:28:00Z,100,857S,1,1,43,female,school,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
