response_id,lockdown_period,subscale,score,id,total_hours_played,total_hours_played_s,score_ord
R_9zzr3A5XBoHiHol,before,anxiety,16,71,0,-1.2470736463135181,16
R_A672rfL6ej9Rq8h,after,anxiety,22,72,40,0.13240535010242296,22
R_A672rfL6ej9Rq8h,before,anxiety,22,72,0,-1.2470736463135181,22
R_b3Iy7fxUDsppxAJ,after,anxiety,10,73,57,0.718683923579198,10
R_b3Iy7fxUDsppxAJ,before,anxiety,16,73,54,0.6152229988480024,16
R_CZwSxUPuv8a4BYl,after,anxiety,2,74,13,-0.7987429724783374,2
R_CZwSxUPuv8a4BYl,before,anxiety,4,74,13,-0.7987429724783374,4
R_efceETmT2E2TBXH,after,anxiety,14,75,34,-0.07451649935996821,14
R_efceETmT2E2TBXH,before,anxiety,10,75,19,-0.5918211230159461,10
R_egrPbOmESOQ7LH3,after,anxiety,2,76,23,-0.45387322337435204,2
R_egrPbOmESOQ7LH3,before,anxiety,0,76,19,-0.5918211230159461,0
R_ekEOouSfdEsS5vb,after,anxiety,8,77,54,0.6152229988480024,8
R_ekEOouSfdEsS5vb,before,anxiety,12,77,105,2.374058719278328,12
R_pJC3uBxyJBR1a1z,after,anxiety,6,78,20,-0.5573341481055476,6
R_pJC3uBxyJBR1a1z,before,anxiety,8,78,20,-0.5573341481055476,8
R_Q4TbigA0CMUCMAF,after,anxiety,20,79,69,1.1325276225039802,20
R_Q4TbigA0CMUCMAF,before,anxiety,8,79,31,-0.1779774240911638,8
R_rqkHtlJzlFPbYgF,after,anxiety,4,80,13,-0.7987429724783374,4
R_rqkHtlJzlFPbYgF,before,anxiety,4,80,7,-1.0056648219407285,4
R_SSMMEEODX9uDbLr,after,anxiety,32,81,55,0.6497099737584009,32
R_SSMMEEODX9uDbLr,before,anxiety,20,81,43,0.23586627483361855,20
R_TemVHsV6Me3tByp,after,anxiety,0,82,66,1.0290666977727847,0
R_TemVHsV6Me3tByp,before,anxiety,2,82,72,1.235988547235176,2
R_x5Wbvksc6tIcvE5,after,anxiety,4,83,0,-1.2470736463135181,4
R_x5Wbvksc6tIcvE5,before,anxiety,4,83,15,-0.7297690226575403,4
R_xAymUDRf13ewvE5,after,anxiety,6,84,39,0.09791837519202443,6
R_xAymUDRf13ewvE5,before,anxiety,6,84,32,-0.14349044918076528,6
