response_id,lockdown_period,subscale,score,id,total_hours_played,total_hours_played_s,score_ord
R_1Qza6Mn31sTJeYL,before,stress,40,21,14,-0.7642559975679388,40
R_21b9j1WapXLQCLl,after,stress,10,22,80,1.511884346518364,10
R_21b9j1WapXLQCLl,before,stress,18,22,0,-1.2470736463135181,18
R_21EuXEwnMl0yxTK,after,stress,28,23,69,1.1325276225039802,28
R_21EuXEwnMl0yxTK,before,stress,34,23,65,0.9945797228623862,34
R_23W8Gu6uSBy5aEM,after,stress,4,24,40,0.13240535010242296,4
R_23W8Gu6uSBy5aEM,before,stress,2,24,25,-0.38489927355355497,2
R_2CPzQnu9xzkVMwO,after,stress,30,25,55,0.6497099737584009,30
R_2CPzQnu9xzkVMwO,before,stress,20,25,72,1.235988547235176,20
R_2dEoEx60XXDHIIc,after,stress,8,26,70,1.1670145974143789,8
R_2dEoEx60XXDHIIc,before,stress,12,26,85,1.6843192210703568,12
R_2doSEH7IKdCE7CF,after,stress,16,27,121,2.925850317844704,16
R_2doSEH7IKdCE7CF,before,stress,10,27,91,1.891241070532748,10
R_2f3rm3GgNbp4CRq,after,stress,22,28,78,1.4429103966975672,22
R_2f3rm3GgNbp4CRq,before,stress,16,28,103,2.3050847694575305,16
R_2f7DrkD8sE89X7v,after,stress,22,29,38,0.0634314002816259,22
R_2f7DrkD8sE89X7v,before,stress,12,29,43,0.23586627483361855,12
R_2PCnueh0z8dxONX,after,stress,16,30,60,0.8221448483103936,16
R_2PCnueh0z8dxONX,before,stress,12,30,35,-0.040029524449569684,12
R_2qEHaRpK9wttPrJ,after,stress,10,31,9,-0.9366908721199314,10
R_2qEHaRpK9wttPrJ,before,stress,10,31,4,-1.109125746671924,10
R_2tmo57HEtiFMvam,after,stress,16,32,12,-0.8332299473887359,16
R_2tmo57HEtiFMvam,before,stress,22,32,24,-0.4193862484639535,22
R_2U30JqzB8uJ3URG,after,stress,8,33,35,-0.040029524449569684,8
R_2U30JqzB8uJ3URG,before,stress,10,33,35,-0.040029524449569684,10
R_2U4rKifkmjVyf6B,after,stress,20,34,17,-0.6607950728367432,20
R_2U4rKifkmjVyf6B,before,stress,22,34,10,-0.9022038972095329,22
R_2uNXceKKzdWqUIT,after,stress,16,35,31,-0.1779774240911638,16
R_2uNXceKKzdWqUIT,before,stress,20,35,12,-0.8332299473887359,20
R_2v8uF7yPoq01u0w,after,stress,22,36,44,0.2703532497440171,22
R_2v8uF7yPoq01u0w,before,stress,28,36,32,-0.14349044918076528,28
R_2VgXBPQ7UiiIILW,after,stress,8,37,30,-0.21246439900156233,8
R_2VgXBPQ7UiiIILW,before,stress,8,37,31,-0.1779774240911638,8
R_2WMfTALD7U10gRI,after,stress,4,38,0,-1.2470736463135181,4
R_2WMfTALD7U10gRI,before,stress,6,38,9,-0.9366908721199314,6
R_2Xiozx8q35QPmPN,after,stress,28,39,0,-1.2470736463135181,28
R_2Xiozx8q35QPmPN,before,stress,20,39,0,-1.2470736463135181,20
R_2zMWZPoTl4gnah2,after,stress,0,40,4,-1.109125746671924,0
R_2zMWZPoTl4gnah2,before,stress,2,40,5,-1.0746387717615256,2
R_2ZNtv2mSWkr9BAA,after,stress,16,41,80,1.511884346518364,16
R_2ZNtv2mSWkr9BAA,before,stress,12,41,104,2.339571744367929,12
R_2zVbcDhM4AXPsZT,after,stress,22,42,26,-0.35041229864315643,22
R_2zVbcDhM4AXPsZT,before,stress,14,42,24,-0.4193862484639535,14
R_30enO1wA4LKIhUd,after,stress,2,43,0,-1.2470736463135181,2
R_30enO1wA4LKIhUd,before,stress,8,43,53,0.5807360239376038,8
R_325eUWTIGcn1611,after,stress,12,44,60,0.8221448483103936,12
R_325eUWTIGcn1611,before,stress,12,44,50,0.47727509920640826,12
R_330XwyrcBDhgBbG,after,stress,0,45,24,-0.4193862484639535,0
R_330XwyrcBDhgBbG,before,stress,0,45,24,-0.4193862484639535,0
R_3CPHuI39ahB49V3,after,stress,12,46,2,-1.178099696492721,12
R_3CPHuI39ahB49V3,before,stress,20,46,3,-1.1436127215823226,20
R_3EbVJrxApyyyxvF,after,stress,6,47,29,-0.24695137391196087,6
R_3EbVJrxApyyyxvF,before,stress,16,47,58,0.7531708984895965,16
R_3feFL01maECWrJE,after,stress,28,48,15,-0.7297690226575403,28
R_3feFL01maECWrJE,before,stress,26,48,15,-0.7297690226575403,26
R_3ffaX6ZxMiXrdas,after,stress,36,49,118,2.8223893931135087,36
R_3ffaX6ZxMiXrdas,before,stress,4,49,100,2.2016238447263348,4
R_3fxYkqCxaavMK2C,after,stress,12,50,3,-1.1436127215823226,12
R_3fxYkqCxaavMK2C,before,stress,12,50,0,-1.2470736463135181,12
R_3gSjiAkUHvZ1gGz,after,stress,18,51,21,-0.5228471731951491,18
R_3gSjiAkUHvZ1gGz,before,stress,26,51,20,-0.5573341481055476,26
R_3gZQ1C8SCyoh4Yc,after,stress,26,52,30,-0.21246439900156233,26
R_3gZQ1C8SCyoh4Yc,before,stress,20,52,16,-0.6952820477471418,20
R_3hh98EI7vZruSPW,after,stress,0,53,0,-1.2470736463135181,0
R_3hh98EI7vZruSPW,before,stress,2,53,18,-0.6263080979263447,2
R_3isVf81cZgHhWye,after,stress,8,54,18,-0.6263080979263447,8
R_3isVf81cZgHhWye,before,stress,10,54,24,-0.4193862484639535,10
R_3iw1b49YIXMCguO,after,stress,0,55,32,-0.14349044918076528,0
R_3iw1b49YIXMCguO,before,stress,0,55,44,0.2703532497440171,0
R_3IXNsI0MDPSrAEU,after,stress,16,56,28,-0.2814383488223594,16
R_3IXNsI0MDPSrAEU,before,stress,18,56,39,0.09791837519202443,18
R_3j2oWZoAEr1njjz,after,stress,24,57,19,-0.5918211230159461,24
R_3j2oWZoAEr1njjz,before,stress,32,57,18,-0.6263080979263447,32
R_3JKlZpSiIyeDuwv,after,stress,22,58,105,2.374058719278328,22
R_3JKlZpSiIyeDuwv,before,stress,22,58,25,-0.38489927355355497,22
R_3KHiukMNRuxucCu,after,stress,6,59,43,0.23586627483361855,6
R_3KHiukMNRuxucCu,before,stress,8,59,25,-0.38489927355355497,8
R_3L0dsQEmJBoz6CB,after,stress,6,60,45,0.3048402246544156,6
R_3L0dsQEmJBoz6CB,before,stress,10,60,61,0.856631823220792,10
R_3m96s3870QvAUkz,after,stress,26,61,0,-1.2470736463135181,26
R_3m96s3870QvAUkz,before,stress,28,61,45,0.3048402246544156,28
R_3mltujcfVRDBFwo,after,stress,14,62,0,-1.2470736463135181,14
R_3mltujcfVRDBFwo,before,stress,16,62,0,-1.2470736463135181,16
R_3nIcJNaem29eD3m,after,stress,16,63,70,1.1670145974143789,16
R_3nIcJNaem29eD3m,before,stress,12,63,75,1.3394494719663714,12
R_3P6tAdx0tJOoBY2,after,stress,32,64,45,0.3048402246544156,32
R_3P6tAdx0tJOoBY2,before,stress,20,64,34,-0.07451649935996821,20
R_3PcoH72zwQSCOj0,after,stress,6,65,51,0.5117620741168067,6
R_3PcoH72zwQSCOj0,before,stress,6,65,40,0.13240535010242296,6
R_3PcqPxFcGNpruMf,after,stress,6,66,21,-0.5228471731951491,6
R_3PcqPxFcGNpruMf,before,stress,4,66,29,-0.24695137391196087,4
R_3pmQxy0TjRvKfQq,after,stress,18,67,0,-1.2470736463135181,18
R_3pmQxy0TjRvKfQq,before,stress,20,67,6,-1.0401517968511271,20
R_3rYAprW0GQ77H60,after,stress,18,68,30,-0.21246439900156233,18
R_3rYAprW0GQ77H60,before,stress,28,68,60,0.8221448483103936,28
R_3siyKpiPmQRcuE2,after,stress,18,69,16,-0.6952820477471418,18
R_3siyKpiPmQRcuE2,before,stress,18,69,17,-0.6607950728367432,18
R_55QtESMR1CmR1bb,after,stress,18,70,10,-0.9022038972095329,18
R_55QtESMR1CmR1bb,before,stress,14,70,35,-0.040029524449569684,14
R_9zzr3A5XBoHiHol,after,stress,26,71,15,-0.7297690226575403,26
R_9zzr3A5XBoHiHol,before,stress,26,71,0,-1.2470736463135181,26
R_A672rfL6ej9Rq8h,after,stress,28,72,40,0.13240535010242296,28
R_A672rfL6ej9Rq8h,before,stress,28,72,0,-1.2470736463135181,28
R_b3Iy7fxUDsppxAJ,after,stress,22,73,57,0.718683923579198,22
R_b3Iy7fxUDsppxAJ,before,stress,28,73,54,0.6152229988480024,28
R_CZwSxUPuv8a4BYl,after,stress,0,74,13,-0.7987429724783374,0
R_CZwSxUPuv8a4BYl,before,stress,4,74,13,-0.7987429724783374,4
R_efceETmT2E2TBXH,after,stress,36,75,34,-0.07451649935996821,36
R_efceETmT2E2TBXH,before,stress,30,75,19,-0.5918211230159461,30
R_egrPbOmESOQ7LH3,after,stress,8,76,23,-0.45387322337435204,8
R_egrPbOmESOQ7LH3,before,stress,8,76,19,-0.5918211230159461,8
R_ekEOouSfdEsS5vb,after,stress,20,77,54,0.6152229988480024,20
R_ekEOouSfdEsS5vb,before,stress,26,77,105,2.374058719278328,26
R_pJC3uBxyJBR1a1z,after,stress,10,78,20,-0.5573341481055476,10
R_pJC3uBxyJBR1a1z,before,stress,10,78,20,-0.5573341481055476,10
R_Q4TbigA0CMUCMAF,after,stress,38,79,69,1.1325276225039802,38
R_Q4TbigA0CMUCMAF,before,stress,20,79,31,-0.1779774240911638,20
R_rqkHtlJzlFPbYgF,after,stress,8,80,13,-0.7987429724783374,8
R_rqkHtlJzlFPbYgF,before,stress,8,80,7,-1.0056648219407285,8
R_SSMMEEODX9uDbLr,after,stress,24,81,55,0.6497099737584009,24
R_SSMMEEODX9uDbLr,before,stress,32,81,43,0.23586627483361855,32
R_TemVHsV6Me3tByp,after,stress,2,82,66,1.0290666977727847,2
R_TemVHsV6Me3tByp,before,stress,6,82,72,1.235988547235176,6
R_x5Wbvksc6tIcvE5,after,stress,4,83,0,-1.2470736463135181,4
R_x5Wbvksc6tIcvE5,before,stress,6,83,15,-0.7297690226575403,6
R_xAymUDRf13ewvE5,after,stress,8,84,39,0.09791837519202443,8
R_xAymUDRf13ewvE5,before,stress,4,84,32,-0.14349044918076528,4
