response_id,lockdown_period,subscale,score,id,total_hours_played,total_hours_played_s,score_ord
R_1GKJM6pEM2FrpLP,during,loneliness,3,23,28.999999999999996,0.35424259182693,3
R_1GPMTpTMgSvK0K5,before,loneliness,3,24,0,-1.1019350151881655,3
R_1GPMTpTMgSvK0K5,during,loneliness,3,24,0,-1.1019350151881655,3
R_1H78Zq7MMV4bmUw,before,loneliness,3,25,15,-0.3487397012148401,3
R_1H78Zq7MMV4bmUw,during,loneliness,3,25,45,1.1576509267318107,3
R_1HbCUjufNKWfBV4,before,loneliness,7,26,35,0.6555207174162604,7
R_1HbCUjufNKWfBV4,during,loneliness,6,26,15.75,-0.31107993551617386,6
R_1IFBVZISRpLTJit,before,loneliness,5,27,0,-1.1019350151881655,5
R_1IFBVZISRpLTJit,during,loneliness,9,27,0,-1.1019350151881655,9
R_1ImlmXBKKlXZVm0,before,loneliness,5,28,12,-0.4993787640095052,5
R_1ImlmXBKKlXZVm0,during,loneliness,6,28,40,0.9065858220740355,6
R_1isdeJ0akLVA05z,before,loneliness,6,29,35,0.6555207174162604,6
R_1isdeJ0akLVA05z,during,loneliness,6,29,35,0.6555207174162604,6
R_1jf9Sx7JAoAu6dB,before,loneliness,4,30,20,-0.09767459655706501,4
R_1jf9Sx7JAoAu6dB,during,loneliness,6,30,40,0.9065858220740355,6
R_1jkddLsj0iUCBlG,before,loneliness,5,31,6,-0.8006568895988354,5
R_1jkddLsj0iUCBlG,during,loneliness,7,31,18,-0.19810063842017506,7
R_1jptKS7BPpIT1cD,before,loneliness,6,32,30,0.40445561275848524,6
R_1jptKS7BPpIT1cD,during,loneliness,7,32,30,0.40445561275848524,7
R_1K1Fc63G8b1FSAP,before,loneliness,3,33,10,-0.5998048058726152,3
R_1K1Fc63G8b1FSAP,during,loneliness,4,33,10,-0.5998048058726152,4
R_1Ka3YhFFxRPhu6A,before,loneliness,4,34,30,0.40445561275848524,4
R_1Ka3YhFFxRPhu6A,during,loneliness,6,34,70,2.412976450020686,6
R_1KlistIPWgoY83s,before,loneliness,3,35,0,-1.1019350151881655,3
R_1KlistIPWgoY83s,during,loneliness,3,35,21,-0.047461575625509976,3
R_1LCosfUrLhSMxRQ,before,loneliness,3,36,15,-0.3487397012148401,3
R_1LCosfUrLhSMxRQ,during,loneliness,4,36,9,-0.6500178268041703,4
R_1llE7wmaJfKwhMv,before,loneliness,6,37,0,-1.1019350151881655,6
R_1llE7wmaJfKwhMv,during,loneliness,7,37,32,0.5048816546215953,7
R_1ls2eVKvEiK6S4N,before,loneliness,4,38,25,0.15339050810071012,4
R_1ls2eVKvEiK6S4N,during,loneliness,5,38,45,1.1576509267318107,5
R_1M3DvETU5JOu5b0,before,loneliness,3,39,0,-1.1019350151881655,3
R_1M3DvETU5JOu5b0,during,loneliness,3,39,0,-1.1019350151881655,3
R_1M5w3AllKLTG9vr,before,loneliness,3,40,43.2,1.0672674890550118,3
R_1M5w3AllKLTG9vr,during,loneliness,5,40,56.24,1.7220452820024892,5
R_1mEDv9S4U18sxZe,before,loneliness,8,41,4,-0.9010829314619454,8
R_1mEDv9S4U18sxZe,during,loneliness,8,41,7.000000000000001,-0.7504438686672803,8
R_1mIvz4scUnVKLx7,before,loneliness,7,42,5,-0.8508699105303904,7
R_1mIvz4scUnVKLx7,during,loneliness,8,42,8,-0.7002308477357253,8
R_1mmJ4ZOT1aKUnz7,before,loneliness,5,43,0,-1.1019350151881655,5
R_1mmJ4ZOT1aKUnz7,during,loneliness,5,43,90,3.417236868651787,5
R_1MXmVmetdFpHiB4,before,loneliness,6,44,6,-0.8006568895988354,6
R_1MXmVmetdFpHiB4,during,loneliness,9,44,25,0.15339050810071012,9
R_1N9O72YdQ4GZFDi,before,loneliness,4,45,48,1.3082899895264757,4
R_1N9O72YdQ4GZFDi,during,loneliness,7,45,40,0.9065858220740355,7
R_1N9QWsuqE4dwJj0,before,loneliness,3,46,50,1.4087160313895857,3
R_1N9QWsuqE4dwJj0,during,loneliness,4,46,0,-1.1019350151881655,4
R_1Nady9hvbIvDcLg,before,loneliness,8,47,21,-0.047461575625509976,8
R_1Nady9hvbIvDcLg,during,loneliness,9,47,30,0.40445561275848524,9
R_1NfE7qpbaFYk306,before,loneliness,4,48,40,0.9065858220740355,4
R_1NfE7qpbaFYk306,during,loneliness,4,48,35,0.6555207174162604,4
R_1NmQkOcQT42agWF,before,loneliness,6,49,15,-0.3487397012148401,6
R_1NmQkOcQT42agWF,during,loneliness,6,49,20,-0.09767459655706501,6
R_1nSWaU6aHeoCVz1,before,loneliness,5,50,2,-1.0015089733250555,5
R_1nSWaU6aHeoCVz1,during,loneliness,5,50,15,-0.3487397012148401,5
R_1oCk4T1oiygv2K1,before,loneliness,3,51,0,-1.1019350151881655,3
R_1oCk4T1oiygv2K1,during,loneliness,3,51,0,-1.1019350151881655,3
R_1OIk0siawnKDTiy,before,loneliness,3,52,20,-0.09767459655706501,3
R_1OIk0siawnKDTiy,during,loneliness,5,52,50,1.4087160313895857,5
R_1OVLo23ZSViJv0e,before,loneliness,3,53,8,-0.7002308477357253,3
R_1OVLo23ZSViJv0e,during,loneliness,6,53,14,-0.39895272214639516,6
R_1Ow1FDuzbwtWStS,before,loneliness,3,54,0,-1.1019350151881655,3
R_1Ow1FDuzbwtWStS,during,loneliness,3,54,0,-1.1019350151881655,3
R_1PYHLXLRtVtLKCC,before,loneliness,3,55,20,-0.09767459655706501,3
R_1PYHLXLRtVtLKCC,during,loneliness,3,55,22,0.0027514453060450473,3
R_1pYYllRKHfnN46F,before,loneliness,9,56,6,-0.8006568895988354,9
R_1pYYllRKHfnN46F,during,loneliness,9,56,14.000000000000002,-0.39895272214639504,9
R_1q9BHkV242D62cG,before,loneliness,8,57,30,0.40445561275848524,8
R_1q9BHkV242D62cG,during,loneliness,9,57,45,1.1576509267318107,9
R_1QfJ0V1q7quecwG,before,loneliness,7,58,15,-0.3487397012148401,7
R_1QfJ0V1q7quecwG,during,loneliness,7,58,0,-1.1019350151881655,7
R_1riU7KvjYAwtXJE,before,loneliness,9,59,0,-1.1019350151881655,9
R_1riU7KvjYAwtXJE,during,loneliness,9,59,0,-1.1019350151881655,9
R_20NVUurOXIj6JN6,before,loneliness,9,60,45,1.1576509267318107,9
R_20NVUurOXIj6JN6,during,loneliness,9,60,30,0.40445561275848524,9
R_217aRM2HjOL4rwC,before,loneliness,7,61,15,-0.3487397012148401,7
R_217aRM2HjOL4rwC,during,loneliness,6,61,0,-1.1019350151881655,6
R_21mMIqW3mCkwgHy,before,loneliness,5,62,0,-1.1019350151881655,5
R_21mMIqW3mCkwgHy,during,loneliness,8,62,10,-0.5998048058726152,8
R_21vy4qSSLUBhkI5,before,loneliness,6,63,14.000000000000002,-0.39895272214639504,6
R_21vy4qSSLUBhkI5,during,loneliness,5,63,30,0.40445561275848524,5
R_23Ulx9Mu6ClxGOJ,before,loneliness,6,64,5,-0.8508699105303904,6
R_23Ulx9Mu6ClxGOJ,during,loneliness,6,64,15,-0.3487397012148401,6
R_246tBSBZyx6fChw,before,loneliness,3,65,0,-1.1019350151881655,3
R_246tBSBZyx6fChw,during,loneliness,9,65,0,-1.1019350151881655,9
R_24isskypHAzj6a4,before,loneliness,6,66,8,-0.7002308477357253,6
R_24isskypHAzj6a4,during,loneliness,6,66,40,0.9065858220740355,6
R_25z3VIIwpNMoGjS,before,loneliness,4,67,25,0.15339050810071012,4
R_25z3VIIwpNMoGjS,during,loneliness,6,67,34,0.6053076964847054,6
R_27D28zcmps8GRka,before,loneliness,6,68,20,-0.09767459655706501,6
R_27D28zcmps8GRka,during,loneliness,6,68,23,0.05296446623760007,6
R_27ExcEAbe7WWZAY,before,loneliness,5,69,15,-0.3487397012148401,5
R_27ExcEAbe7WWZAY,during,loneliness,8,69,20,-0.09767459655706501,8
R_28NVjdZPvV2fLBs,before,loneliness,9,70,15,-0.3487397012148401,9
R_28NVjdZPvV2fLBs,during,loneliness,9,70,45,1.1576509267318107,9
R_2947NV0sa0o6uqa,before,loneliness,4,71,30,0.40445561275848524,4
R_2947NV0sa0o6uqa,during,loneliness,3,71,75,2.6640415546784615,3
R_29gj9i4nykxouwi,before,loneliness,6,72,6,-0.8006568895988354,6
R_29gj9i4nykxouwi,during,loneliness,6,72,20,-0.09767459655706501,6
R_29sTVuZYJRxiKzv,before,loneliness,3,73,8,-0.7002308477357253,3
R_29sTVuZYJRxiKzv,during,loneliness,5,73,21,-0.047461575625509976,5
R_2aM58IL6PRjl31M,before,loneliness,6,74,27.000000000000004,0.25381654996382036,6
R_2aM58IL6PRjl31M,during,loneliness,9,74,55,1.6597811360473609,9
R_2ARphcLKbG8pCbs,before,loneliness,3,75,2,-1.0015089733250555,3
R_2ARphcLKbG8pCbs,during,loneliness,4,75,8,-0.7002308477357253,4
R_2B4II5QqOBTuBsc,before,loneliness,8,76,15,-0.3487397012148401,8
R_2B4II5QqOBTuBsc,during,loneliness,9,76,30,0.40445561275848524,9
R_2bVGOK2omxjKHpn,before,loneliness,6,77,10,-0.5998048058726152,6
R_2bVGOK2omxjKHpn,during,loneliness,6,77,10,-0.5998048058726152,6
R_2CB7Tu6CfOt3tUN,before,loneliness,6,78,25,0.15339050810071012,6
R_2CB7Tu6CfOt3tUN,during,loneliness,5,78,60.99999999999999,1.9610592616366906,5
R_2cd59QR5hZHKBZT,before,loneliness,9,79,16,-0.2985266802832851,9
R_2cd59QR5hZHKBZT,during,loneliness,6,79,55,1.6597811360473609,6
R_2cdROg831T1vhEC,before,loneliness,5,80,60,1.910846240705136,5
R_2cdROg831T1vhEC,during,loneliness,5,80,60,1.910846240705136,5
R_2Clwma6pSIEIvrW,before,loneliness,3,81,7.000000000000001,-0.7504438686672803,3
R_2Clwma6pSIEIvrW,during,loneliness,3,81,20,-0.09767459655706501,3
R_2CTWdkSw6ViCuJq,before,loneliness,4,82,14.000000000000002,-0.39895272214639504,4
R_2CTWdkSw6ViCuJq,during,loneliness,3,82,32,0.5048816546215953,3
R_2cvas4XCHYE6Kkz,before,loneliness,3,83,28.000000000000004,0.30402957089537536,3
R_2cvas4XCHYE6Kkz,during,loneliness,4,83,0,-1.1019350151881655,4
R_2CvKeTojbEMdWFy,before,loneliness,3,84,12,-0.4993787640095052,3
R_2CvKeTojbEMdWFy,during,loneliness,3,84,30,0.40445561275848524,3
R_2dQRwob8W5KZXgY,before,loneliness,4,85,0,-1.1019350151881655,4
R_2dQRwob8W5KZXgY,during,loneliness,6,85,0,-1.1019350151881655,6
R_2DUjHNE8XFxwngK,before,loneliness,4,86,0,-1.1019350151881655,4
R_2DUjHNE8XFxwngK,during,loneliness,6,86,0,-1.1019350151881655,6
R_2DZSUz54Rl39uyo,before,loneliness,3,87,12,-0.4993787640095052,3
R_2DZSUz54Rl39uyo,during,loneliness,6,87,5,-0.8508699105303904,6
R_2e2R7LJzpLYQiWW,before,loneliness,3,88,10,-0.5998048058726152,3
R_2e2R7LJzpLYQiWW,during,loneliness,7,88,20,-0.09767459655706501,7
R_2E4NIJT672CNqhY,before,loneliness,3,89,14.000000000000002,-0.39895272214639504,3
R_2E4NIJT672CNqhY,during,loneliness,3,89,6,-0.8006568895988354,3
R_2e9aZobX5Mrf2mF,before,loneliness,6,90,60,1.910846240705136,6
R_2e9aZobX5Mrf2mF,during,loneliness,8,90,89,3.367023847720232,8
R_2f82SUumXJ91Tm8,before,loneliness,3,91,60,1.910846240705136,3
R_2f82SUumXJ91Tm8,during,loneliness,4,91,90,3.417236868651787,4
R_2fIesR987yHKjDw,before,loneliness,4,92,8,-0.7002308477357253,4
R_2fIesR987yHKjDw,during,loneliness,7,92,12,-0.4993787640095052,7
R_2fvruv9ZivyF7o5,before,loneliness,6,93,30,0.40445561275848524,6
R_2fvruv9ZivyF7o5,during,loneliness,6,93,40,0.9065858220740355,6
R_2fvUAwVkhV1ypOM,before,loneliness,9,94,0,-1.1019350151881655,9
R_2fvUAwVkhV1ypOM,during,loneliness,9,94,0,-1.1019350151881655,9
R_2OPDHtEfJyTCxsv,before,loneliness,6,95,35,0.6555207174162604,6
R_2OPDHtEfJyTCxsv,during,loneliness,9,95,45,1.1576509267318107,9
R_2OYGHuXGBqkz2JB,before,loneliness,3,96,35,0.6555207174162604,3
R_2OYGHuXGBqkz2JB,during,loneliness,3,96,77,2.7644675965415715,3
R_2QJLcvGH3VwNmlZ,before,loneliness,5,97,0,-1.1019350151881655,5
R_2QJLcvGH3VwNmlZ,during,loneliness,3,97,20,-0.09767459655706501,3
R_2QlDr5bgON19Dbf,before,loneliness,6,98,0,-1.1019350151881655,6
R_2QlDr5bgON19Dbf,during,loneliness,7,98,0,-1.1019350151881655,7
R_2qrC4O6fVkjwiry,before,loneliness,4,99,20,-0.09767459655706501,4
R_2qrC4O6fVkjwiry,during,loneliness,4,99,5,-0.8508699105303904,4
R_2QzW5HTDKSQoIdW,before,loneliness,3,100,10,-0.5998048058726152,3
R_2QzW5HTDKSQoIdW,during,loneliness,3,100,10,-0.5998048058726152,3
R_2R97eLv3ogd7F2s,before,loneliness,3,101,40,0.9065858220740355,3
R_2R97eLv3ogd7F2s,during,loneliness,3,101,40,0.9065858220740355,3
R_2rhWa2106Du6K5T,before,loneliness,6,102,43.199999999999996,1.0672674890550113,6
R_2rhWa2106Du6K5T,during,loneliness,6,102,0,-1.1019350151881655,6
R_2rPjSQLcIC8CDty,before,loneliness,3,103,15,-0.3487397012148401,3
R_2rPjSQLcIC8CDty,during,loneliness,5,103,30,0.40445561275848524,5
R_2rZRXqFfn0ikBOS,before,loneliness,3,104,15,-0.3487397012148401,3
R_2rZRXqFfn0ikBOS,during,loneliness,3,104,0,-1.1019350151881655,3
R_2SeikFcu2AS9w7X,before,loneliness,4,105,20,-0.09767459655706501,4
R_2SeikFcu2AS9w7X,during,loneliness,3,105,22,0.0027514453060450473,3
R_2SH3IlYMix1JYmN,before,loneliness,3,106,2,-1.0015089733250555,3
R_2SH3IlYMix1JYmN,during,loneliness,3,106,10,-0.5998048058726152,3
R_2Sq2mphrvRDkWOh,before,loneliness,4,107,4,-0.9010829314619454,4
R_2Sq2mphrvRDkWOh,during,loneliness,5,107,16,-0.2985266802832851,5
R_2SvQK62v9Z0NpaC,before,loneliness,4,108,0,-1.1019350151881655,4
R_2SvQK62v9Z0NpaC,during,loneliness,8,108,30,0.40445561275848524,8
R_2SwMBZLcD2f52ij,before,loneliness,6,109,0,-1.1019350151881655,6
R_2SwMBZLcD2f52ij,during,loneliness,6,109,0,-1.1019350151881655,6
R_2TBpq77Wwtwqrfh,before,loneliness,3,110,0,-1.1019350151881655,3
R_2TBpq77Wwtwqrfh,during,loneliness,7,110,10,-0.5998048058726152,7
R_2TG0VS1cyTZTOII,before,loneliness,3,111,10,-0.5998048058726152,3
R_2TG0VS1cyTZTOII,during,loneliness,3,111,15,-0.3487397012148401,3
R_2tJtUaHMu03QTQ1,before,loneliness,8,112,10,-0.5998048058726152,8
R_2tJtUaHMu03QTQ1,during,loneliness,9,112,20,-0.09767459655706501,9
R_2tqUYhzsg6ITwD1,before,loneliness,7,113,35,0.6555207174162604,7
R_2tqUYhzsg6ITwD1,during,loneliness,5,113,50,1.4087160313895857,5
R_2trlnajiLWtBHVS,before,loneliness,8,114,5,-0.8508699105303904,8
R_2trlnajiLWtBHVS,during,loneliness,8,114,16,-0.2985266802832851,8
R_2TSJxMqN9gOlUOV,before,loneliness,5,115,36,0.7057337383478154,5
R_2TSJxMqN9gOlUOV,during,loneliness,4,115,50,1.4087160313895857,4
R_2UVJlgmzYG5Xn9P,before,loneliness,6,116,0,-1.1019350151881655,6
R_2UVJlgmzYG5Xn9P,during,loneliness,6,116,0,-1.1019350151881655,6
R_2VkJBjNuuyAttyZ,before,loneliness,4,117,22,0.0027514453060450473,4
R_2VkJBjNuuyAttyZ,during,loneliness,9,117,25,0.15339050810071012,9
R_2vZKXOkrXwQOPM0,before,loneliness,4,118,35,0.6555207174162604,4
R_2vZKXOkrXwQOPM0,during,loneliness,8,118,40,0.9065858220740355,8
R_2wmnaQBPNB7V2gM,before,loneliness,6,119,15,-0.3487397012148401,6
R_2wmnaQBPNB7V2gM,during,loneliness,6,119,15,-0.3487397012148401,6
R_2XcEmd1YzcIXw1Y,before,loneliness,5,120,0,-1.1019350151881655,5
R_2XcEmd1YzcIXw1Y,during,loneliness,4,120,30,0.40445561275848524,4
R_2xY2K6LH7A68nB1,before,loneliness,5,121,0,-1.1019350151881655,5
R_2xY2K6LH7A68nB1,during,loneliness,7,121,7.000000000000001,-0.7504438686672803,7
R_2YJKbEV4DDO8Lc0,before,loneliness,6,122,20,-0.09767459655706501,6
R_2YJKbEV4DDO8Lc0,during,loneliness,8,122,15,-0.3487397012148401,8
R_2yk1CSC8mwjjLGP,before,loneliness,7,123,0,-1.1019350151881655,7
R_2yk1CSC8mwjjLGP,during,loneliness,4,123,0,-1.1019350151881655,4
R_2yrXHzzzgNeI0Ry,before,loneliness,3,124,60,1.910846240705136,3
R_2yrXHzzzgNeI0Ry,during,loneliness,3,124,70,2.412976450020686,3
R_2YyK6503UwmpO2W,before,loneliness,4,125,8,-0.7002308477357253,4
R_2YyK6503UwmpO2W,during,loneliness,4,125,10,-0.5998048058726152,4
R_2YyT0OjStuntyXf,before,loneliness,9,126,40,0.9065858220740355,9
R_2YyT0OjStuntyXf,during,loneliness,9,126,20,-0.09767459655706501,9
R_2zBXAI5qUYmV4DB,before,loneliness,6,127,25,0.15339050810071012,6
R_2zBXAI5qUYmV4DB,during,loneliness,5,127,45,1.1576509267318107,5
R_2zUqq1urUzBGq6C,before,loneliness,5,128,24,0.10317748716915509,5
R_2zUqq1urUzBGq6C,during,loneliness,5,128,24,0.10317748716915509,5
R_30uRCB7vSqjK8Tf,before,loneliness,7,129,15,-0.3487397012148401,7
R_30uRCB7vSqjK8Tf,during,loneliness,6,129,21,-0.047461575625509976,6
R_31LSyq6W3sTmpY5,before,loneliness,9,130,40,0.9065858220740355,9
R_31LSyq6W3sTmpY5,during,loneliness,7,130,50,1.4087160313895857,7
R_31uPOPILKqOF5Z3,before,loneliness,6,131,0,-1.1019350151881655,6
R_31uPOPILKqOF5Z3,during,loneliness,9,131,10,-0.5998048058726152,9
R_3259jqnrUhcJUgT,before,loneliness,3,132,0,-1.1019350151881655,3
R_3259jqnrUhcJUgT,during,loneliness,5,132,25,0.15339050810071012,5
R_333VdNEK4f8Xyui,before,loneliness,4,133,0,-1.1019350151881655,4
R_333VdNEK4f8Xyui,during,loneliness,6,133,30,0.40445561275848524,6
R_33ElcIgec3OQYlt,before,loneliness,7,134,30,0.40445561275848524,7
R_33ElcIgec3OQYlt,during,loneliness,9,134,0,-1.1019350151881655,9
R_33m18XGfnq4Vj9o,before,loneliness,4,135,60,1.910846240705136,4
R_33m18XGfnq4Vj9o,during,loneliness,4,135,60,1.910846240705136,4
R_3asqcGii6ulHk9X,before,loneliness,3,136,13,-0.44916574307795015,3
R_3asqcGii6ulHk9X,during,loneliness,5,136,30,0.40445561275848524,5
R_3CJmLr5kxXIjcgY,before,loneliness,5,137,0,-1.1019350151881655,5
R_3CJmLr5kxXIjcgY,during,loneliness,6,137,0,-1.1019350151881655,6
R_3D7xVjOEj7lRX1u,before,loneliness,4,138,0,-1.1019350151881655,4
R_3D7xVjOEj7lRX1u,during,loneliness,7,138,8,-0.7002308477357253,7
R_3DcJPhdo2DHBes3,before,loneliness,7,139,10,-0.5998048058726152,7
R_3DcJPhdo2DHBes3,during,loneliness,7,139,15,-0.3487397012148401,7
R_3dEN30zDtOpYP25,before,loneliness,3,140,0,-1.1019350151881655,3
R_3dEN30zDtOpYP25,during,loneliness,3,140,0,-1.1019350151881655,3
R_3e1VGffpt89tw8h,before,loneliness,7,141,25,0.15339050810071012,7
R_3e1VGffpt89tw8h,during,loneliness,9,141,45,1.1576509267318107,9
R_3efCQahFkiEWLUo,before,loneliness,4,142,10,-0.5998048058726152,4
R_3efCQahFkiEWLUo,during,loneliness,5,142,22,0.0027514453060450473,5
R_3EjaJDRhLy9xsUT,before,loneliness,5,143,70,2.412976450020686,5
R_3EjaJDRhLy9xsUT,during,loneliness,7,143,90,3.417236868651787,7
R_3EtZJ865VyxA1dS,before,loneliness,3,144,0,-1.1019350151881655,3
R_3EtZJ865VyxA1dS,during,loneliness,7,144,0,-1.1019350151881655,7
R_3fTa3QYnPZpSeen,before,loneliness,7,145,0,-1.1019350151881655,7
R_3fTa3QYnPZpSeen,during,loneliness,5,145,0,-1.1019350151881655,5
R_3G0VtsBQfB5T8jI,before,loneliness,3,146,13,-0.44916574307795015,3
R_3G0VtsBQfB5T8jI,during,loneliness,3,146,14.000000000000002,-0.39895272214639504,3
R_3Gg2Ve4XnzJBPL1,before,loneliness,7,147,60,1.910846240705136,7
R_3Gg2Ve4XnzJBPL1,during,loneliness,7,147,90,3.417236868651787,7
R_3gLfJnM7hmP4b0g,before,loneliness,3,148,45,1.1576509267318107,3
R_3gLfJnM7hmP4b0g,during,loneliness,3,148,0,-1.1019350151881655,3
R_3gYE1Oyb2ecCXAO,before,loneliness,3,149,20,-0.09767459655706501,3
R_3gYE1Oyb2ecCXAO,during,loneliness,4,149,40,0.9065858220740355,4
R_3h0zYlV2nMlsjkp,before,loneliness,7,150,11.999999999999998,-0.4993787640095053,7
R_3h0zYlV2nMlsjkp,during,loneliness,6,150,0,-1.1019350151881655,6
R_3hEAA1sGTLuhlZP,before,loneliness,3,151,21,-0.047461575625509976,3
R_3hEAA1sGTLuhlZP,during,loneliness,9,151,40,0.9065858220740355,9
R_3HpP9AcM8KfmlN5,before,loneliness,6,152,12,-0.4993787640095052,6
R_3HpP9AcM8KfmlN5,during,loneliness,7,152,28.000000000000004,0.30402957089537536,7
R_3HS9n2GsIIHkDkT,before,loneliness,3,153,15,-0.3487397012148401,3
R_3HS9n2GsIIHkDkT,during,loneliness,3,153,15,-0.3487397012148401,3
R_3hywX9R1oSIynmb,before,loneliness,5,154,15,-0.3487397012148401,5
R_3hywX9R1oSIynmb,during,loneliness,8,154,40,0.9065858220740355,8
R_3iWtUWUbIxPab5K,before,loneliness,6,155,0,-1.1019350151881655,6
R_3iWtUWUbIxPab5K,during,loneliness,7,155,0,-1.1019350151881655,7
R_3JecnAA27cFGR9J,before,loneliness,3,156,16,-0.2985266802832851,3
R_3JecnAA27cFGR9J,during,loneliness,4,156,30,0.40445561275848524,4
R_3jV6I52yPFAZ8oy,before,loneliness,6,157,27,0.2538165499638202,6
R_3jV6I52yPFAZ8oy,during,loneliness,6,157,31,0.4546686336900403,6
R_3KCvZebmGxmSVat,before,loneliness,5,158,42,1.0070118639371455,5
R_3KCvZebmGxmSVat,during,loneliness,5,158,28,0.3040295708953752,5
R_3koLHqG1bLK3yy5,before,loneliness,6,159,8,-0.7002308477357253,6
R_3koLHqG1bLK3yy5,during,loneliness,6,159,30,0.40445561275848524,6
R_3lxovCWhEaeqaCs,before,loneliness,7,160,30,0.40445561275848524,7
R_3lxovCWhEaeqaCs,during,loneliness,8,160,16,-0.2985266802832851,8
R_3LXrDOSOEDocie5,before,loneliness,4,161,0,-1.1019350151881655,4
R_3LXrDOSOEDocie5,during,loneliness,5,161,35,0.6555207174162604,5
R_3m4gEtF4OFDZWgM,before,loneliness,3,162,8,-0.7002308477357253,3
R_3m4gEtF4OFDZWgM,during,loneliness,3,162,10,-0.5998048058726152,3
R_3M4IeaDW99mC9dK,before,loneliness,7,163,30,0.40445561275848524,7
R_3M4IeaDW99mC9dK,during,loneliness,6,163,43,1.0572248848687005,6
R_3MRUJRa1S8L3skj,before,loneliness,9,164,15,-0.3487397012148401,9
R_3MRUJRa1S8L3skj,during,loneliness,9,164,0,-1.1019350151881655,9
R_3n2iadGDdM5zQ7k,before,loneliness,3,165,30,0.40445561275848524,3
R_3n2iadGDdM5zQ7k,during,loneliness,4,165,38,0.8061597802109255,4
