response_id,lockdown_period,subscale,score
R_1jiU18Tkb0T0XV3,during,depression,10
R_1jiU18Tkb0T0XV3,during,stress,12
R_1KcXIYg2VO1BoxX,before,anxiety,2
R_1KcXIYg2VO1BoxX,before,depression,6
R_1KcXIYg2VO1BoxX,before,stress,20
R_1KcXIYg2VO1BoxX,during,anxiety,4
R_1KcXIYg2VO1BoxX,during,depression,12
R_1KcXIYg2VO1BoxX,during,stress,28
R_1LOoKq6ur4rIe2k,before,anxiety,6
R_1LOoKq6ur4rIe2k,before,depression,6
R_1LOoKq6ur4rIe2k,before,stress,8
R_1LOoKq6ur4rIe2k,during,anxiety,0
R_1LOoKq6ur4rIe2k,during,depression,2
R_1LOoKq6ur4rIe2k,during,stress,2
R_1meXA4TrxC5Vg18,before,anxiety,14
R_1meXA4TrxC5Vg18,before,depression,26
R_1meXA4TrxC5Vg18,before,stress,24
R_1meXA4TrxC5Vg18,during,anxiety,26
R_1meXA4TrxC5Vg18,during,depression,34
R_1meXA4TrxC5Vg18,during,stress,26
R_1OZgGesjhXXAzby,before,anxiety,4
R_1OZgGesjhXXAzby,before,depression,10
R_1OZgGesjhXXAzby,before,stress,18
R_1OZgGesjhXXAzby,during,anxiety,0
R_1OZgGesjhXXAzby,during,depression,16
R_1OZgGesjhXXAzby,during,stress,16
R_1q261O0L8N3K286,before,anxiety,4
R_1q261O0L8N3K286,before,depression,6
R_1q261O0L8N3K286,before,stress,12
R_1q261O0L8N3K286,during,anxiety,2
R_1q261O0L8N3K286,during,depression,0
R_1q261O0L8N3K286,during,stress,12
R_1QDQVGgr43kczoS,before,anxiety,14
R_1QDQVGgr43kczoS,before,depression,14
R_1QDQVGgr43kczoS,before,stress,6
R_1QDQVGgr43kczoS,during,anxiety,8
R_1QDQVGgr43kczoS,during,depression,8
R_1QDQVGgr43kczoS,during,stress,10
R_1Qza6Mn31sTJeYL,before,anxiety,14
R_1Qza6Mn31sTJeYL,before,depression,30
R_1Qza6Mn31sTJeYL,before,stress,40
R_1Qza6Mn31sTJeYL,during,anxiety,18
R_1Qza6Mn31sTJeYL,during,depression,40
R_1Qza6Mn31sTJeYL,during,stress,40
R_21b9j1WapXLQCLl,before,anxiety,8
R_21b9j1WapXLQCLl,before,depression,28
R_21b9j1WapXLQCLl,before,stress,18
R_21b9j1WapXLQCLl,during,anxiety,10
R_21b9j1WapXLQCLl,during,depression,32
R_21b9j1WapXLQCLl,during,stress,10
R_21EuXEwnMl0yxTK,before,anxiety,28
R_21EuXEwnMl0yxTK,before,depression,32
R_21EuXEwnMl0yxTK,before,stress,34
R_21EuXEwnMl0yxTK,during,anxiety,26
R_21EuXEwnMl0yxTK,during,depression,30
R_21EuXEwnMl0yxTK,during,stress,28
R_23W8Gu6uSBy5aEM,before,anxiety,2
R_23W8Gu6uSBy5aEM,before,depression,8
R_23W8Gu6uSBy5aEM,before,stress,2
R_23W8Gu6uSBy5aEM,during,anxiety,2
R_23W8Gu6uSBy5aEM,during,depression,12
R_23W8Gu6uSBy5aEM,during,stress,4
R_2CPzQnu9xzkVMwO,before,anxiety,10
R_2CPzQnu9xzkVMwO,before,depression,24
R_2CPzQnu9xzkVMwO,before,stress,20
R_2CPzQnu9xzkVMwO,during,anxiety,14
R_2CPzQnu9xzkVMwO,during,depression,18
R_2CPzQnu9xzkVMwO,during,stress,30
R_2dEoEx60XXDHIIc,before,anxiety,6
R_2dEoEx60XXDHIIc,before,depression,24
R_2dEoEx60XXDHIIc,before,stress,12
R_2dEoEx60XXDHIIc,during,anxiety,8
R_2dEoEx60XXDHIIc,during,depression,16
R_2dEoEx60XXDHIIc,during,stress,8
R_2f7DrkD8sE89X7v,before,anxiety,6
R_2f7DrkD8sE89X7v,before,depression,12
R_2f7DrkD8sE89X7v,before,stress,12
R_2f7DrkD8sE89X7v,during,anxiety,18
R_2f7DrkD8sE89X7v,during,depression,24
R_2f7DrkD8sE89X7v,during,stress,22
R_2PCnueh0z8dxONX,before,anxiety,4
R_2PCnueh0z8dxONX,before,depression,14
R_2PCnueh0z8dxONX,before,stress,12
R_2PCnueh0z8dxONX,during,anxiety,8
R_2PCnueh0z8dxONX,during,depression,14
R_2PCnueh0z8dxONX,during,stress,16
R_2qEHaRpK9wttPrJ,before,anxiety,2
R_2qEHaRpK9wttPrJ,before,depression,10
R_2qEHaRpK9wttPrJ,before,stress,10
R_2qEHaRpK9wttPrJ,during,anxiety,0
R_2qEHaRpK9wttPrJ,during,depression,14
R_2qEHaRpK9wttPrJ,during,stress,10
R_2tmo57HEtiFMvam,before,anxiety,4
R_2tmo57HEtiFMvam,before,depression,12
R_2tmo57HEtiFMvam,before,stress,22
R_2tmo57HEtiFMvam,during,anxiety,4
R_2tmo57HEtiFMvam,during,depression,14
R_2tmo57HEtiFMvam,during,stress,16
R_2U30JqzB8uJ3URG,before,anxiety,4
R_2U30JqzB8uJ3URG,before,depression,6
R_2U30JqzB8uJ3URG,before,stress,10
R_2U30JqzB8uJ3URG,during,anxiety,2
R_2U30JqzB8uJ3URG,during,depression,8
R_2U30JqzB8uJ3URG,during,stress,8
R_2U4rKifkmjVyf6B,before,anxiety,20
R_2U4rKifkmjVyf6B,before,depression,24
R_2U4rKifkmjVyf6B,before,stress,22
R_2U4rKifkmjVyf6B,during,anxiety,22
R_2U4rKifkmjVyf6B,during,depression,26
R_2U4rKifkmjVyf6B,during,stress,20
R_2uNXceKKzdWqUIT,before,anxiety,0
R_2uNXceKKzdWqUIT,before,depression,2
R_2uNXceKKzdWqUIT,before,stress,20
R_2uNXceKKzdWqUIT,during,anxiety,2
R_2uNXceKKzdWqUIT,during,depression,2
R_2uNXceKKzdWqUIT,during,stress,16
R_2v8uF7yPoq01u0w,before,anxiety,2
R_2v8uF7yPoq01u0w,before,depression,10
R_2v8uF7yPoq01u0w,before,stress,28
R_2v8uF7yPoq01u0w,during,anxiety,0
R_2v8uF7yPoq01u0w,during,depression,8
R_2v8uF7yPoq01u0w,during,stress,22
R_2VgXBPQ7UiiIILW,before,anxiety,0
R_2VgXBPQ7UiiIILW,before,depression,4
R_2VgXBPQ7UiiIILW,before,stress,8
R_2VgXBPQ7UiiIILW,during,anxiety,0
R_2VgXBPQ7UiiIILW,during,depression,4
R_2VgXBPQ7UiiIILW,during,stress,8
R_2WMfTALD7U10gRI,before,anxiety,0
R_2WMfTALD7U10gRI,before,depression,2
R_2WMfTALD7U10gRI,before,stress,6
R_2WMfTALD7U10gRI,during,anxiety,0
R_2WMfTALD7U10gRI,during,depression,0
R_2WMfTALD7U10gRI,during,stress,4
R_2Xiozx8q35QPmPN,before,anxiety,2
R_2Xiozx8q35QPmPN,before,depression,32
R_2Xiozx8q35QPmPN,before,stress,20
R_2Xiozx8q35QPmPN,during,anxiety,10
R_2Xiozx8q35QPmPN,during,depression,38
R_2Xiozx8q35QPmPN,during,stress,28
R_2zMWZPoTl4gnah2,before,anxiety,0
R_2zMWZPoTl4gnah2,before,depression,2
R_2zMWZPoTl4gnah2,before,stress,2
R_2zMWZPoTl4gnah2,during,anxiety,0
R_2zMWZPoTl4gnah2,during,depression,2
R_2zMWZPoTl4gnah2,during,stress,0
R_2zVbcDhM4AXPsZT,before,anxiety,14
R_2zVbcDhM4AXPsZT,before,depression,12
R_2zVbcDhM4AXPsZT,before,stress,14
R_2zVbcDhM4AXPsZT,during,anxiety,26
R_2zVbcDhM4AXPsZT,during,depression,16
R_2zVbcDhM4AXPsZT,during,stress,22
R_30enO1wA4LKIhUd,before,anxiety,10
R_30enO1wA4LKIhUd,before,depression,10
R_30enO1wA4LKIhUd,before,stress,8
R_30enO1wA4LKIhUd,during,anxiety,6
R_30enO1wA4LKIhUd,during,depression,14
R_30enO1wA4LKIhUd,during,stress,2
R_325eUWTIGcn1611,before,anxiety,8
R_325eUWTIGcn1611,before,depression,6
R_325eUWTIGcn1611,before,stress,12
R_325eUWTIGcn1611,during,anxiety,6
R_325eUWTIGcn1611,during,depression,2
R_325eUWTIGcn1611,during,stress,12
R_330XwyrcBDhgBbG,before,anxiety,0
R_330XwyrcBDhgBbG,before,depression,6
R_330XwyrcBDhgBbG,before,stress,0
R_330XwyrcBDhgBbG,during,anxiety,0
R_330XwyrcBDhgBbG,during,depression,8
R_330XwyrcBDhgBbG,during,stress,0
R_3CPHuI39ahB49V3,before,anxiety,10
R_3CPHuI39ahB49V3,before,depression,16
R_3CPHuI39ahB49V3,before,stress,20
R_3CPHuI39ahB49V3,during,anxiety,8
R_3CPHuI39ahB49V3,during,depression,10
R_3CPHuI39ahB49V3,during,stress,12
R_3EbVJrxApyyyxvF,before,anxiety,4
R_3EbVJrxApyyyxvF,before,depression,12
R_3EbVJrxApyyyxvF,before,stress,16
R_3EbVJrxApyyyxvF,during,anxiety,6
R_3EbVJrxApyyyxvF,during,depression,4
R_3EbVJrxApyyyxvF,during,stress,6
R_3feFL01maECWrJE,before,anxiety,22
R_3feFL01maECWrJE,before,depression,26
R_3feFL01maECWrJE,before,stress,26
R_3feFL01maECWrJE,during,anxiety,26
R_3feFL01maECWrJE,during,depression,26
R_3feFL01maECWrJE,during,stress,28
R_3fxYkqCxaavMK2C,before,anxiety,6
R_3fxYkqCxaavMK2C,before,depression,12
R_3fxYkqCxaavMK2C,before,stress,12
R_3fxYkqCxaavMK2C,during,anxiety,6
R_3fxYkqCxaavMK2C,during,depression,14
R_3fxYkqCxaavMK2C,during,stress,12
R_3gSjiAkUHvZ1gGz,before,anxiety,6
R_3gSjiAkUHvZ1gGz,before,depression,6
R_3gSjiAkUHvZ1gGz,before,stress,26
R_3gSjiAkUHvZ1gGz,during,anxiety,0
R_3gSjiAkUHvZ1gGz,during,depression,4
R_3gSjiAkUHvZ1gGz,during,stress,18
R_3gZQ1C8SCyoh4Yc,before,anxiety,12
R_3gZQ1C8SCyoh4Yc,before,depression,12
R_3gZQ1C8SCyoh4Yc,before,stress,20
R_3gZQ1C8SCyoh4Yc,during,anxiety,16
R_3gZQ1C8SCyoh4Yc,during,depression,24
R_3gZQ1C8SCyoh4Yc,during,stress,26
R_3hh98EI7vZruSPW,before,anxiety,2
R_3hh98EI7vZruSPW,before,depression,2
R_3hh98EI7vZruSPW,before,stress,2
R_3hh98EI7vZruSPW,during,anxiety,2
R_3hh98EI7vZruSPW,during,depression,0
R_3hh98EI7vZruSPW,during,stress,0
R_3isVf81cZgHhWye,before,anxiety,2
R_3isVf81cZgHhWye,before,depression,8
R_3isVf81cZgHhWye,before,stress,10
R_3isVf81cZgHhWye,during,anxiety,2
R_3isVf81cZgHhWye,during,depression,10
R_3isVf81cZgHhWye,during,stress,8
R_3iw1b49YIXMCguO,before,anxiety,0
R_3iw1b49YIXMCguO,before,depression,0
R_3iw1b49YIXMCguO,before,stress,0
R_3iw1b49YIXMCguO,during,anxiety,0
R_3iw1b49YIXMCguO,during,depression,4
R_3iw1b49YIXMCguO,during,stress,0
R_3IXNsI0MDPSrAEU,before,anxiety,10
R_3IXNsI0MDPSrAEU,before,depression,14
R_3IXNsI0MDPSrAEU,before,stress,18
R_3IXNsI0MDPSrAEU,during,anxiety,12
R_3IXNsI0MDPSrAEU,during,depression,14
R_3IXNsI0MDPSrAEU,during,stress,16
R_3j2oWZoAEr1njjz,before,anxiety,22
R_3j2oWZoAEr1njjz,before,depression,24
R_3j2oWZoAEr1njjz,before,stress,32
R_3j2oWZoAEr1njjz,during,anxiety,20
R_3j2oWZoAEr1njjz,during,depression,16
R_3j2oWZoAEr1njjz,during,stress,24
R_3KHiukMNRuxucCu,before,anxiety,4
R_3KHiukMNRuxucCu,before,depression,6
R_3KHiukMNRuxucCu,before,stress,8
R_3KHiukMNRuxucCu,during,anxiety,2
R_3KHiukMNRuxucCu,during,depression,2
R_3KHiukMNRuxucCu,during,stress,6
R_3L0dsQEmJBoz6CB,before,anxiety,4
R_3L0dsQEmJBoz6CB,before,depression,8
R_3L0dsQEmJBoz6CB,before,stress,10
R_3L0dsQEmJBoz6CB,during,anxiety,0
R_3L0dsQEmJBoz6CB,during,depression,8
R_3L0dsQEmJBoz6CB,during,stress,6
R_3m96s3870QvAUkz,before,anxiety,8
R_3m96s3870QvAUkz,before,depression,24
R_3m96s3870QvAUkz,before,stress,28
R_3m96s3870QvAUkz,during,anxiety,6
R_3m96s3870QvAUkz,during,depression,26
R_3m96s3870QvAUkz,during,stress,26
R_3mltujcfVRDBFwo,before,anxiety,6
R_3mltujcfVRDBFwo,before,depression,2
R_3mltujcfVRDBFwo,before,stress,16
R_3mltujcfVRDBFwo,during,anxiety,4
R_3mltujcfVRDBFwo,during,depression,4
R_3mltujcfVRDBFwo,during,stress,14
R_3nIcJNaem29eD3m,before,anxiety,4
R_3nIcJNaem29eD3m,before,depression,10
R_3nIcJNaem29eD3m,before,stress,12
R_3nIcJNaem29eD3m,during,anxiety,6
R_3nIcJNaem29eD3m,during,depression,16
R_3nIcJNaem29eD3m,during,stress,16
R_3P6tAdx0tJOoBY2,before,anxiety,2
R_3P6tAdx0tJOoBY2,before,depression,24
R_3P6tAdx0tJOoBY2,before,stress,20
R_3P6tAdx0tJOoBY2,during,anxiety,6
R_3P6tAdx0tJOoBY2,during,depression,34
R_3P6tAdx0tJOoBY2,during,stress,32
R_3PcoH72zwQSCOj0,before,anxiety,2
R_3PcoH72zwQSCOj0,before,depression,8
R_3PcoH72zwQSCOj0,before,stress,6
R_3PcoH72zwQSCOj0,during,anxiety,2
R_3PcoH72zwQSCOj0,during,depression,10
R_3PcoH72zwQSCOj0,during,stress,6
R_3PcqPxFcGNpruMf,before,anxiety,0
R_3PcqPxFcGNpruMf,before,depression,4
R_3PcqPxFcGNpruMf,before,stress,4
R_3PcqPxFcGNpruMf,during,anxiety,0
R_3PcqPxFcGNpruMf,during,depression,4
R_3PcqPxFcGNpruMf,during,stress,6
R_3pmQxy0TjRvKfQq,before,anxiety,10
R_3pmQxy0TjRvKfQq,before,depression,30
R_3pmQxy0TjRvKfQq,before,stress,20
R_3pmQxy0TjRvKfQq,during,anxiety,14
R_3pmQxy0TjRvKfQq,during,depression,40
R_3pmQxy0TjRvKfQq,during,stress,18
R_3rYAprW0GQ77H60,before,anxiety,14
R_3rYAprW0GQ77H60,before,depression,22
R_3rYAprW0GQ77H60,before,stress,28
R_3rYAprW0GQ77H60,during,anxiety,6
R_3rYAprW0GQ77H60,during,depression,6
R_3rYAprW0GQ77H60,during,stress,18
R_3siyKpiPmQRcuE2,before,anxiety,10
R_3siyKpiPmQRcuE2,before,depression,4
R_3siyKpiPmQRcuE2,before,stress,18
R_3siyKpiPmQRcuE2,during,anxiety,8
R_3siyKpiPmQRcuE2,during,depression,4
R_3siyKpiPmQRcuE2,during,stress,18
R_55QtESMR1CmR1bb,before,anxiety,4
R_55QtESMR1CmR1bb,before,depression,12
R_55QtESMR1CmR1bb,before,stress,14
R_55QtESMR1CmR1bb,during,anxiety,4
R_55QtESMR1CmR1bb,during,depression,20
R_55QtESMR1CmR1bb,during,stress,18
R_9zzr3A5XBoHiHol,before,anxiety,16
R_9zzr3A5XBoHiHol,before,depression,26
R_9zzr3A5XBoHiHol,before,stress,26
R_9zzr3A5XBoHiHol,during,anxiety,16
R_9zzr3A5XBoHiHol,during,depression,28
R_9zzr3A5XBoHiHol,during,stress,26
R_A672rfL6ej9Rq8h,before,anxiety,22
R_A672rfL6ej9Rq8h,before,depression,28
R_A672rfL6ej9Rq8h,before,stress,28
R_A672rfL6ej9Rq8h,during,anxiety,22
R_A672rfL6ej9Rq8h,during,depression,28
R_A672rfL6ej9Rq8h,during,stress,28
R_b3Iy7fxUDsppxAJ,before,anxiety,16
R_b3Iy7fxUDsppxAJ,before,depression,18
R_b3Iy7fxUDsppxAJ,before,stress,28
R_b3Iy7fxUDsppxAJ,during,anxiety,10
R_b3Iy7fxUDsppxAJ,during,depression,12
R_b3Iy7fxUDsppxAJ,during,stress,22
R_CZwSxUPuv8a4BYl,before,anxiety,4
R_CZwSxUPuv8a4BYl,before,depression,4
R_CZwSxUPuv8a4BYl,before,stress,4
R_CZwSxUPuv8a4BYl,during,anxiety,2
R_CZwSxUPuv8a4BYl,during,depression,4
R_CZwSxUPuv8a4BYl,during,stress,0
R_efceETmT2E2TBXH,before,anxiety,10
R_efceETmT2E2TBXH,before,depression,28
R_efceETmT2E2TBXH,before,stress,30
R_efceETmT2E2TBXH,during,anxiety,14
R_efceETmT2E2TBXH,during,depression,28
R_efceETmT2E2TBXH,during,stress,36
R_egrPbOmESOQ7LH3,before,anxiety,0
R_egrPbOmESOQ7LH3,before,depression,12
R_egrPbOmESOQ7LH3,before,stress,8
R_egrPbOmESOQ7LH3,during,anxiety,2
R_egrPbOmESOQ7LH3,during,depression,6
R_egrPbOmESOQ7LH3,during,stress,8
R_pJC3uBxyJBR1a1z,before,anxiety,8
R_pJC3uBxyJBR1a1z,before,depression,12
R_pJC3uBxyJBR1a1z,before,stress,10
R_pJC3uBxyJBR1a1z,during,anxiety,6
R_pJC3uBxyJBR1a1z,during,depression,10
R_pJC3uBxyJBR1a1z,during,stress,10
R_Q4TbigA0CMUCMAF,before,anxiety,8
R_Q4TbigA0CMUCMAF,before,depression,18
R_Q4TbigA0CMUCMAF,before,stress,20
R_Q4TbigA0CMUCMAF,during,anxiety,20
R_Q4TbigA0CMUCMAF,during,depression,32
R_Q4TbigA0CMUCMAF,during,stress,38
R_rqkHtlJzlFPbYgF,before,anxiety,4
R_rqkHtlJzlFPbYgF,before,depression,8
R_rqkHtlJzlFPbYgF,before,stress,8
R_rqkHtlJzlFPbYgF,during,anxiety,4
R_rqkHtlJzlFPbYgF,during,depression,6
R_rqkHtlJzlFPbYgF,during,stress,8
R_SSMMEEODX9uDbLr,before,anxiety,20
R_SSMMEEODX9uDbLr,before,depression,30
R_SSMMEEODX9uDbLr,before,stress,32
R_SSMMEEODX9uDbLr,during,anxiety,32
R_SSMMEEODX9uDbLr,during,depression,36
R_SSMMEEODX9uDbLr,during,stress,24
R_TemVHsV6Me3tByp,before,anxiety,2
R_TemVHsV6Me3tByp,before,depression,10
R_TemVHsV6Me3tByp,before,stress,6
R_TemVHsV6Me3tByp,during,anxiety,0
R_TemVHsV6Me3tByp,during,depression,4
R_TemVHsV6Me3tByp,during,stress,2
R_x5Wbvksc6tIcvE5,before,anxiety,4
R_x5Wbvksc6tIcvE5,before,depression,6
R_x5Wbvksc6tIcvE5,before,stress,6
R_x5Wbvksc6tIcvE5,during,anxiety,4
R_x5Wbvksc6tIcvE5,during,depression,8
R_x5Wbvksc6tIcvE5,during,stress,4
R_xAymUDRf13ewvE5,before,anxiety,6
R_xAymUDRf13ewvE5,before,depression,0
R_xAymUDRf13ewvE5,before,stress,4
R_xAymUDRf13ewvE5,during,anxiety,6
R_xAymUDRf13ewvE5,during,depression,0
R_xAymUDRf13ewvE5,during,stress,8
