response_id,recorded_date,start_date,end_date,progress,duration,finished,consent,age,sex,highest_education_level,secondary_school_current,college_current,undergrad_current,postgrad_current,employed_full_current,employed_part_current,employed_self_current,unemployed_current,other_education_employ_current,lockdown_worked_as_normal,lockdown_worked_at_home,lockdown_made_redundant,lockdown_furloughed,lockdown_other,living_with_partner,living_with_parents_caregivers,living_with_housemates,living_alone,living_other
R_0HrndcL3lki2lZ7,2020-11-16T11:57:27Z,2020-11-16T11:40:21Z,2020-11-16T11:57:27Z,100,1025S,1,1,21,female,college,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
R_3rYAprW0GQ77H60,2020-11-16T12:13:20Z,2020-11-16T11:57:29Z,2020-11-16T12:13:20Z,100,951S,1,1,24,male,undergraduate_degree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
R_2PCnueh0z8dxONX,2020-11-16T12:38:05Z,2020-11-16T12:27:53Z,2020-11-16T12:38:04Z,100,611S,1,1,24,female,postgraduate_degree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
R_30enO1wA4LKIhUd,2020-11-16T12:38:59Z,2020-11-16T12:23:03Z,2020-11-16T12:38:59Z,100,956S,1,1,42,female,undergraduate_degree,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
R_3feFL01maECWrJE,2020-11-16T14:10:33Z,2020-11-16T13:45:51Z,2020-11-16T14:10:33Z,100,1481S,1,1,40,female,college,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
R_12JyJmQfO8sTgUl,2020-11-16T14:40:32Z,2020-11-16T14:33:08Z,2020-11-16T14:40:32Z,100,443S,1,1,23,female,college,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
R_2Xiozx8q35QPmPN,2020-11-16T15:47:36Z,2020-11-16T15:39:45Z,2020-11-16T15:47:35Z,100,470S,1,1,23,female,college,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_x5Wbvksc6tIcvE5,2020-11-16T16:24:39Z,2020-11-16T16:14:25Z,2020-11-16T16:24:38Z,100,612S,1,1,24,female,college,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
R_2U30JqzB8uJ3URG,2020-11-16T16:34:33Z,2020-11-16T16:19:44Z,2020-11-16T16:34:33Z,100,888S,1,1,25,female,college,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
R_3CPHuI39ahB49V3,2020-11-16T19:25:49Z,2020-11-16T19:14:21Z,2020-11-16T19:25:49Z,100,687S,1,1,22,female,college,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
R_pJC3uBxyJBR1a1z,2020-11-17T00:48:30Z,2020-11-17T00:37:33Z,2020-11-17T00:48:29Z,100,656S,1,1,28,male,college,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
R_1QDQVGgr43kczoS,2020-11-17T01:16:18Z,2020-11-17T01:00:21Z,2020-11-17T01:16:18Z,100,956S,1,1,25,male,undergraduate_degree,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
R_9zzr3A5XBoHiHol,2020-11-17T01:18:37Z,2020-11-17T01:11:33Z,2020-11-17T01:18:36Z,100,422S,1,1,26,female,undergraduate_degree,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
R_3gSjiAkUHvZ1gGz,2020-11-17T03:21:46Z,2020-11-17T03:02:07Z,2020-11-17T03:21:45Z,100,1178S,1,1,25,female,undergraduate_degree,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
R_b3Iy7fxUDsppxAJ,2020-11-17T03:59:23Z,2020-11-17T02:27:09Z,2020-11-17T03:59:22Z,100,5532S,1,1,25,female,undergraduate_degree,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
R_2qEHaRpK9wttPrJ,2020-11-17T04:16:27Z,2020-11-17T04:02:16Z,2020-11-17T04:16:26Z,100,850S,1,1,34,male,other,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
R_2zVbcDhM4AXPsZT,2020-11-17T04:30:48Z,2020-11-17T04:19:21Z,2020-11-17T04:30:48Z,100,686S,1,1,39,female,college,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
R_3PcoH72zwQSCOj0,2020-11-17T05:40:59Z,2020-11-17T05:19:25Z,2020-11-17T05:40:58Z,100,1293S,1,1,26,male,undergraduate_degree,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
R_ekEOouSfdEsS5vb,2020-11-17T10:52:08Z,2020-11-17T10:44:14Z,2020-11-17T10:52:08Z,100,473S,1,1,23,female,college,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
R_1IWvRT0mkoPQqkR,2020-11-17T11:09:37Z,2020-11-17T10:53:37Z,2020-11-17T11:09:37Z,100,960S,1,1,34,male,undergraduate_degree,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
R_0PSG9nkpvJ2cBah,2020-11-17T12:39:28Z,2020-11-17T12:24:05Z,2020-11-17T12:39:28Z,100,922S,1,1,38,male,undergraduate_degree,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
R_3EbVJrxApyyyxvF,2020-11-17T15:00:30Z,2020-11-17T14:47:11Z,2020-11-17T15:00:29Z,100,798S,1,1,21,female,postgraduate_degree,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
R_3P6tAdx0tJOoBY2,2020-11-18T09:38:36Z,2020-11-18T09:19:39Z,2020-11-18T09:38:36Z,100,1136S,1,1,32,male,undergraduate_degree,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
R_1KcXIYg2VO1BoxX,2020-11-18T09:43:10Z,2020-11-18T09:16:26Z,2020-11-18T09:43:09Z,100,1603S,1,1,33,male,college,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
R_1LOoKq6ur4rIe2k,2020-11-18T10:17:59Z,2020-11-18T10:05:43Z,2020-11-18T10:17:58Z,100,735S,1,1,37,female,postgraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
R_Q4TbigA0CMUCMAF,2020-11-18T11:03:14Z,2020-11-18T10:51:45Z,2020-11-18T11:03:13Z,100,688S,1,1,25,male,undergraduate_degree,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
R_2tmo57HEtiFMvam,2020-11-18T12:40:45Z,2020-11-18T12:20:50Z,2020-11-18T12:40:44Z,100,1193S,1,1,31,male,postgraduate_degree,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
R_efceETmT2E2TBXH,2020-11-18T14:32:07Z,2020-11-18T14:19:18Z,2020-11-18T14:32:07Z,100,768S,1,1,31,male,postgraduate_degree,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
R_2f7DrkD8sE89X7v,2020-11-18T14:50:13Z,2020-11-18T14:34:47Z,2020-11-18T14:50:12Z,100,925S,1,1,24,male,undergraduate_degree,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
R_3isVf81cZgHhWye,2020-11-18T14:53:10Z,2020-11-18T14:43:29Z,2020-11-18T14:53:10Z,100,581S,1,1,36,male,undergraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
R_3fxYkqCxaavMK2C,2020-11-18T14:57:43Z,2020-11-18T14:44:22Z,2020-11-18T14:57:43Z,100,800S,1,1,33,male,postgraduate_degree,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
R_2WMfTALD7U10gRI,2020-11-18T16:54:21Z,2020-11-18T16:47:42Z,2020-11-18T16:54:20Z,100,398S,1,1,35,female,postgraduate_degree,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
R_1FFzNzuAi8fWUl4,2020-11-19T01:51:25Z,2020-11-19T01:32:33Z,2020-11-19T01:51:25Z,100,1131S,1,1,50,male,postgraduate_degree,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
R_3iw1b49YIXMCguO,2020-11-19T05:24:42Z,2020-11-19T05:15:08Z,2020-11-19T05:24:42Z,100,574S,1,1,28,female,undergraduate_degree,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
R_1hVTVxhlItv93am,2020-11-19T13:07:26Z,2020-11-19T12:54:14Z,2020-11-19T13:07:26Z,100,791S,1,1,46,female,postgraduate_degree,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
R_1PRfsA5T7H2CKfS,2020-11-20T09:44:25Z,2020-11-20T09:29:19Z,2020-11-20T09:44:24Z,100,905S,1,1,21,female,undergraduate_degree,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
R_21EuXEwnMl0yxTK,2020-11-23T09:45:54Z,2020-11-23T09:31:39Z,2020-11-23T09:45:54Z,100,854S,1,1,33,male,undergraduate_degree,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
R_2dEoEx60XXDHIIc,2020-11-23T09:57:04Z,2020-11-23T09:41:11Z,2020-11-23T09:57:04Z,100,952S,1,1,25,male,undergraduate_degree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
R_3m96s3870QvAUkz,2020-11-23T09:57:28Z,2020-11-16T09:50:44Z,2020-11-16T09:57:24Z,97,400S,0,1,23,female,other,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
R_1OZgGesjhXXAzby,2020-11-23T10:02:25Z,2020-11-23T09:45:31Z,2020-11-23T10:02:25Z,100,1013S,1,1,28,female,college,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
R_1q261O0L8N3K286,2020-11-23T10:03:04Z,2020-11-23T09:52:59Z,2020-11-23T10:03:04Z,100,604S,1,1,45,male,postgraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
R_1GwdHSgm3odLvzg,2020-11-23T10:09:22Z,2020-11-23T09:39:14Z,2020-11-23T10:09:21Z,100,1807S,1,1,37,male,postgraduate_degree,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
R_3PcqPxFcGNpruMf,2020-11-23T10:16:18Z,2020-11-23T10:06:59Z,2020-11-23T10:16:18Z,100,558S,1,1,29,female,postgraduate_degree,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
R_3pmQxy0TjRvKfQq,2020-11-23T10:19:17Z,2020-11-23T10:10:28Z,2020-11-23T10:19:16Z,100,528S,1,1,37,female,postgraduate_degree,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
R_3ffaX6ZxMiXrdas,2020-11-23T11:18:53Z,2020-11-16T11:05:48Z,2020-11-16T11:18:38Z,97,770S,0,1,19,female,college,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
R_3hh98EI7vZruSPW,2020-11-23T11:20:10Z,2020-11-23T11:12:18Z,2020-11-23T11:20:10Z,100,471S,1,1,22,male,undergraduate_degree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
R_2CPzQnu9xzkVMwO,2020-11-23T11:55:12Z,2020-11-23T10:29:57Z,2020-11-23T11:55:12Z,100,5114S,1,1,25,male,postgraduate_degree,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
R_1Qza6Mn31sTJeYL,2020-11-23T12:11:08Z,2020-11-23T12:04:46Z,2020-11-23T12:11:08Z,100,381S,1,1,28,female,undergraduate_degree,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
R_1ffI8lqVrhKTZ7E,2020-11-23T12:24:15Z,2020-11-23T12:15:58Z,2020-11-23T12:24:14Z,100,496S,1,1,38,male,undergraduate_degree,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
R_1jiU18Tkb0T0XV3,2020-11-24T02:01:38Z,2020-11-24T01:49:54Z,2020-11-24T02:01:38Z,100,704S,1,1,27,female,postgraduate_degree,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
R_3siyKpiPmQRcuE2,2020-11-24T07:42:42Z,2020-11-24T07:29:09Z,2020-11-24T07:42:41Z,100,812S,1,1,32,female,postgraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
R_1meXA4TrxC5Vg18,2020-11-24T08:04:54Z,2020-11-24T07:52:19Z,2020-11-24T08:04:53Z,100,754S,1,1,25,female,college,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
R_2doSEH7IKdCE7CF,2020-11-24T08:12:12Z,2020-11-24T07:51:57Z,2020-11-24T08:12:12Z,100,1215S,1,1,28,female,school,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_3KHiukMNRuxucCu,2020-11-24T08:23:27Z,2020-11-24T08:11:04Z,2020-11-24T08:23:27Z,100,743S,1,1,19,male,college,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
R_1i5qKh6GOnE0oJ3,2020-11-24T10:02:03Z,2020-11-24T09:40:02Z,2020-11-24T10:02:02Z,100,1320S,1,1,24,male,postgraduate_degree,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R_330XwyrcBDhgBbG,2020-11-24T10:29:16Z,2020-11-24T10:20:43Z,2020-11-24T10:29:16Z,100,512S,1,1,21,female,undergraduate_degree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
R_3gZQ1C8SCyoh4Yc,2020-11-24T18:22:14Z,2020-11-24T18:09:01Z,2020-11-24T18:22:14Z,100,793S,1,1,27,male,postgraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
R_2uNXceKKzdWqUIT,2020-11-25T08:59:20Z,2020-11-25T08:44:20Z,2020-11-25T08:59:19Z,100,899S,1,1,35,female,postgraduate_degree,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
R_SSMMEEODX9uDbLr,2020-11-26T07:43:15Z,2020-11-26T07:33:08Z,2020-11-26T07:43:14Z,100,605S,1,1,27,male,undergraduate_degree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
R_2VgXBPQ7UiiIILW,2020-11-30T10:16:42Z,2020-11-30T10:00:34Z,2020-11-30T10:16:42Z,100,967S,1,1,41,male,college,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
R_2U4rKifkmjVyf6B,2020-11-30T11:23:12Z,2020-11-30T11:11:48Z,2020-11-30T11:23:11Z,100,683S,1,1,29,NA,postgraduate_degree,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
R_2v8uF7yPoq01u0w,2020-11-30T12:48:43Z,2020-11-30T12:35:19Z,2020-11-30T12:48:43Z,100,803S,1,1,29,male,undergraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
R_1H0rge5nxLFRo3v,2020-11-30T13:15:17Z,2020-11-30T13:02:50Z,2020-11-30T13:15:17Z,100,746S,1,1,33,female,undergraduate_degree,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
R_2ZNtv2mSWkr9BAA,2020-11-30T14:29:23Z,2020-11-30T12:38:36Z,2020-11-30T14:29:22Z,100,6646S,1,1,29,male,undergraduate_degree,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
R_rqkHtlJzlFPbYgF,2020-11-30T14:59:11Z,2020-11-30T14:40:31Z,2020-11-30T14:59:11Z,100,1119S,1,1,35,male,college,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
R_xAymUDRf13ewvE5,2020-12-01T05:14:37Z,2020-12-01T05:06:33Z,2020-12-01T05:14:37Z,100,483S,1,1,35,female,undergraduate_degree,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
R_23W8Gu6uSBy5aEM,2020-12-01T05:18:00Z,2020-12-01T05:03:57Z,2020-12-01T05:18:00Z,100,842S,1,1,38,male,college,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
R_1PduFoVTfVrZ2rb,2020-12-01T06:05:31Z,2020-12-01T05:45:36Z,2020-12-01T06:05:30Z,100,1194S,1,1,45,male,college,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0
R_2zMWZPoTl4gnah2,2020-12-01T06:16:08Z,2020-12-01T05:35:25Z,2020-12-01T06:16:07Z,100,2441S,1,1,42,male,postgraduate_degree,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
R_325eUWTIGcn1611,2020-12-01T09:09:08Z,2020-12-01T08:49:10Z,2020-12-01T09:09:07Z,100,1197S,1,1,30,male,undergraduate_degree,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
R_2f3rm3GgNbp4CRq,2020-12-01T09:59:08Z,2020-12-01T09:39:09Z,2020-12-01T09:59:08Z,100,1199S,1,1,24,male,college,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
R_3j2oWZoAEr1njjz,2020-12-01T10:14:55Z,2020-12-01T10:02:26Z,2020-12-01T10:14:55Z,100,748S,1,1,28,male,college,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
R_TemVHsV6Me3tByp,2020-12-01T13:24:35Z,2020-12-01T12:03:22Z,2020-12-01T13:24:35Z,100,4872S,1,1,19,male,college,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
R_3JKlZpSiIyeDuwv,2020-12-02T07:15:34Z,2020-12-02T06:53:03Z,2020-12-02T07:15:34Z,100,1351S,1,1,25,male,undergraduate_degree,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
