response_id,time,subscale,item,score
R_upLgg7PndxOE2Vr,after,depression,21,0
R_1NmQkOcQT42agWF,before,stress,1,1
R_1NmQkOcQT42agWF,before,anxiety,2,0
R_1NmQkOcQT42agWF,before,depression,3,2
R_1NmQkOcQT42agWF,before,anxiety,4,0
R_1NmQkOcQT42agWF,before,depression,5,1
R_1NmQkOcQT42agWF,before,stress,6,3
R_1NmQkOcQT42agWF,before,anxiety,7,0
R_1NmQkOcQT42agWF,before,stress,8,2
R_1NmQkOcQT42agWF,before,anxiety,9,3
R_1NmQkOcQT42agWF,before,depression,10,2
R_1NmQkOcQT42agWF,before,stress,11,2
R_1NmQkOcQT42agWF,before,stress,12,2
R_1NmQkOcQT42agWF,before,depression,13,2
R_1NmQkOcQT42agWF,before,stress,14,2
R_1NmQkOcQT42agWF,before,anxiety,15,2
R_1NmQkOcQT42agWF,before,depression,16,2
R_1NmQkOcQT42agWF,before,depression,17,3
R_1NmQkOcQT42agWF,before,stress,18,2
R_1NmQkOcQT42agWF,before,anxiety,19,0
R_1NmQkOcQT42agWF,before,anxiety,20,1
R_1NmQkOcQT42agWF,before,depression,21,2
R_1NmQkOcQT42agWF,after,stress,1,2
R_1NmQkOcQT42agWF,after,anxiety,2,0
R_1NmQkOcQT42agWF,after,depression,3,2
R_1NmQkOcQT42agWF,after,anxiety,4,1
R_1NmQkOcQT42agWF,after,depression,5,1
R_1NmQkOcQT42agWF,after,stress,6,2
R_1NmQkOcQT42agWF,after,anxiety,7,0
R_1NmQkOcQT42agWF,after,stress,8,3
R_1NmQkOcQT42agWF,after,anxiety,9,2
R_1NmQkOcQT42agWF,after,depression,10,3
R_1NmQkOcQT42agWF,after,stress,11,3
R_1NmQkOcQT42agWF,after,stress,12,3
R_1NmQkOcQT42agWF,after,depression,13,3
R_1NmQkOcQT42agWF,after,stress,14,2
R_1NmQkOcQT42agWF,after,anxiety,15,2
R_1NmQkOcQT42agWF,after,depression,16,3
R_1NmQkOcQT42agWF,after,depression,17,3
R_1NmQkOcQT42agWF,after,stress,18,3
R_1NmQkOcQT42agWF,after,anxiety,19,2
R_1NmQkOcQT42agWF,after,anxiety,20,3
R_1NmQkOcQT42agWF,after,depression,21,3
R_2SwMBZLcD2f52ij,before,stress,1,0
R_2SwMBZLcD2f52ij,before,anxiety,2,0
R_2SwMBZLcD2f52ij,before,depression,3,0
R_2SwMBZLcD2f52ij,before,anxiety,4,0
R_2SwMBZLcD2f52ij,before,depression,5,0
R_2SwMBZLcD2f52ij,before,stress,6,0
R_2SwMBZLcD2f52ij,before,anxiety,7,0
R_2SwMBZLcD2f52ij,before,stress,8,0
R_2SwMBZLcD2f52ij,before,anxiety,9,0
R_2SwMBZLcD2f52ij,before,depression,10,0
R_2SwMBZLcD2f52ij,before,stress,11,0
R_2SwMBZLcD2f52ij,before,stress,12,0
R_2SwMBZLcD2f52ij,before,depression,13,0
R_2SwMBZLcD2f52ij,before,stress,14,0
R_2SwMBZLcD2f52ij,before,anxiety,15,0
R_2SwMBZLcD2f52ij,before,depression,16,0
R_2SwMBZLcD2f52ij,before,depression,17,0
R_2SwMBZLcD2f52ij,before,stress,18,0
R_2SwMBZLcD2f52ij,before,anxiety,19,0
R_2SwMBZLcD2f52ij,before,anxiety,20,0
R_2SwMBZLcD2f52ij,before,depression,21,0
R_2SwMBZLcD2f52ij,after,stress,1,0
R_2SwMBZLcD2f52ij,after,anxiety,2,0
R_2SwMBZLcD2f52ij,after,depression,3,0
R_2SwMBZLcD2f52ij,after,anxiety,4,0
R_2SwMBZLcD2f52ij,after,depression,5,0
R_2SwMBZLcD2f52ij,after,stress,6,0
R_2SwMBZLcD2f52ij,after,anxiety,7,0
R_2SwMBZLcD2f52ij,after,stress,8,0
R_2SwMBZLcD2f52ij,after,anxiety,9,0
R_2SwMBZLcD2f52ij,after,depression,10,0
R_2SwMBZLcD2f52ij,after,stress,11,0
R_2SwMBZLcD2f52ij,after,stress,12,0
R_2SwMBZLcD2f52ij,after,depression,13,0
R_2SwMBZLcD2f52ij,after,stress,14,0
R_2SwMBZLcD2f52ij,after,anxiety,15,0
R_2SwMBZLcD2f52ij,after,depression,16,0
R_2SwMBZLcD2f52ij,after,depression,17,0
R_2SwMBZLcD2f52ij,after,stress,18,0
R_2SwMBZLcD2f52ij,after,anxiety,19,0
R_2SwMBZLcD2f52ij,after,anxiety,20,0
R_2SwMBZLcD2f52ij,after,depression,21,0
R_2QJLcvGH3VwNmlZ,before,stress,1,0
R_2QJLcvGH3VwNmlZ,before,anxiety,2,0
R_2QJLcvGH3VwNmlZ,before,depression,3,1
R_2QJLcvGH3VwNmlZ,before,anxiety,4,0
R_2QJLcvGH3VwNmlZ,before,depression,5,1
R_2QJLcvGH3VwNmlZ,before,stress,6,3
R_2QJLcvGH3VwNmlZ,before,anxiety,7,0
R_2QJLcvGH3VwNmlZ,before,stress,8,3
R_2QJLcvGH3VwNmlZ,before,anxiety,9,2
R_2QJLcvGH3VwNmlZ,before,depression,10,2
R_2QJLcvGH3VwNmlZ,before,stress,11,1
R_2QJLcvGH3VwNmlZ,before,stress,12,1
R_2QJLcvGH3VwNmlZ,before,depression,13,2
R_2QJLcvGH3VwNmlZ,before,stress,14,1
R_2QJLcvGH3VwNmlZ,before,anxiety,15,1
R_2QJLcvGH3VwNmlZ,before,depression,16,2
R_2QJLcvGH3VwNmlZ,before,depression,17,1
R_2QJLcvGH3VwNmlZ,before,stress,18,1
R_2QJLcvGH3VwNmlZ,before,anxiety,19,2
R_2QJLcvGH3VwNmlZ,before,anxiety,20,2
R_2QJLcvGH3VwNmlZ,before,depression,21,2
R_2QJLcvGH3VwNmlZ,after,stress,1,3
R_2QJLcvGH3VwNmlZ,after,anxiety,2,0
R_2QJLcvGH3VwNmlZ,after,depression,3,3
R_2QJLcvGH3VwNmlZ,after,anxiety,4,0
R_2QJLcvGH3VwNmlZ,after,depression,5,3
R_2QJLcvGH3VwNmlZ,after,stress,6,3
R_2QJLcvGH3VwNmlZ,after,anxiety,7,0
R_2QJLcvGH3VwNmlZ,after,stress,8,3
R_2QJLcvGH3VwNmlZ,after,anxiety,9,3
R_2QJLcvGH3VwNmlZ,after,depression,10,3
R_2QJLcvGH3VwNmlZ,after,stress,11,3
R_2QJLcvGH3VwNmlZ,after,stress,12,3
R_2QJLcvGH3VwNmlZ,after,depression,13,3
R_2QJLcvGH3VwNmlZ,after,stress,14,3
R_2QJLcvGH3VwNmlZ,after,anxiety,15,3
R_2QJLcvGH3VwNmlZ,after,depression,16,2
R_2QJLcvGH3VwNmlZ,after,depression,17,3
R_2QJLcvGH3VwNmlZ,after,stress,18,2
R_2QJLcvGH3VwNmlZ,after,anxiety,19,2
R_2QJLcvGH3VwNmlZ,after,anxiety,20,2
R_2QJLcvGH3VwNmlZ,after,depression,21,3
R_000jgq6zfKH3jcB,before,stress,1,1
R_000jgq6zfKH3jcB,before,anxiety,2,1
R_000jgq6zfKH3jcB,before,depression,3,1
R_000jgq6zfKH3jcB,before,anxiety,4,1
R_000jgq6zfKH3jcB,before,depression,5,1
R_000jgq6zfKH3jcB,before,stress,6,1
R_000jgq6zfKH3jcB,before,anxiety,7,1
R_000jgq6zfKH3jcB,before,stress,8,1
R_000jgq6zfKH3jcB,before,anxiety,9,2
R_000jgq6zfKH3jcB,before,depression,10,1
R_000jgq6zfKH3jcB,before,stress,11,1
R_000jgq6zfKH3jcB,before,stress,12,1
R_000jgq6zfKH3jcB,before,depression,13,1
R_000jgq6zfKH3jcB,before,stress,14,2
R_000jgq6zfKH3jcB,before,anxiety,15,1
R_000jgq6zfKH3jcB,before,depression,16,1
R_000jgq6zfKH3jcB,before,depression,17,2
R_000jgq6zfKH3jcB,before,stress,18,2
R_000jgq6zfKH3jcB,before,anxiety,19,2
R_000jgq6zfKH3jcB,before,anxiety,20,1
R_000jgq6zfKH3jcB,before,depression,21,0
R_000jgq6zfKH3jcB,after,stress,1,3
R_000jgq6zfKH3jcB,after,anxiety,2,2
R_000jgq6zfKH3jcB,after,depression,3,2
R_000jgq6zfKH3jcB,after,anxiety,4,2
R_000jgq6zfKH3jcB,after,depression,5,3
R_000jgq6zfKH3jcB,after,stress,6,2
R_000jgq6zfKH3jcB,after,anxiety,7,2
R_000jgq6zfKH3jcB,after,stress,8,2
R_000jgq6zfKH3jcB,after,anxiety,9,1
R_000jgq6zfKH3jcB,after,depression,10,2
R_000jgq6zfKH3jcB,after,stress,11,2
R_000jgq6zfKH3jcB,after,stress,12,3
R_000jgq6zfKH3jcB,after,depression,13,2
R_000jgq6zfKH3jcB,after,stress,14,2
R_000jgq6zfKH3jcB,after,anxiety,15,2
R_000jgq6zfKH3jcB,after,depression,16,2
R_000jgq6zfKH3jcB,after,depression,17,1
R_000jgq6zfKH3jcB,after,stress,18,3
R_000jgq6zfKH3jcB,after,anxiety,19,3
R_000jgq6zfKH3jcB,after,anxiety,20,2
R_000jgq6zfKH3jcB,after,depression,21,1
R_2cd59QR5hZHKBZT,before,stress,1,3
R_2cd59QR5hZHKBZT,before,anxiety,2,1
R_2cd59QR5hZHKBZT,before,depression,3,1
R_2cd59QR5hZHKBZT,before,anxiety,4,0
R_2cd59QR5hZHKBZT,before,depression,5,3
R_2cd59QR5hZHKBZT,before,stress,6,3
R_2cd59QR5hZHKBZT,before,anxiety,7,0
R_2cd59QR5hZHKBZT,before,stress,8,1
R_2cd59QR5hZHKBZT,before,anxiety,9,1
R_2cd59QR5hZHKBZT,before,depression,10,2
R_2cd59QR5hZHKBZT,before,stress,11,2
R_2cd59QR5hZHKBZT,before,stress,12,3
R_2cd59QR5hZHKBZT,before,depression,13,2
R_2cd59QR5hZHKBZT,before,stress,14,1
R_2cd59QR5hZHKBZT,before,anxiety,15,1
R_2cd59QR5hZHKBZT,before,depression,16,2
R_2cd59QR5hZHKBZT,before,depression,17,3
R_2cd59QR5hZHKBZT,before,stress,18,2
R_2cd59QR5hZHKBZT,before,anxiety,19,1
R_2cd59QR5hZHKBZT,before,anxiety,20,2
R_2cd59QR5hZHKBZT,before,depression,21,3
R_2cd59QR5hZHKBZT,after,stress,1,3
R_2cd59QR5hZHKBZT,after,anxiety,2,1
R_2cd59QR5hZHKBZT,after,depression,3,2
R_2cd59QR5hZHKBZT,after,anxiety,4,0
R_2cd59QR5hZHKBZT,after,depression,5,1
R_2cd59QR5hZHKBZT,after,stress,6,2
R_2cd59QR5hZHKBZT,after,anxiety,7,0
R_2cd59QR5hZHKBZT,after,stress,8,1
R_2cd59QR5hZHKBZT,after,anxiety,9,2
R_2cd59QR5hZHKBZT,after,depression,10,2
R_2cd59QR5hZHKBZT,after,stress,11,3
R_2cd59QR5hZHKBZT,after,stress,12,3
R_2cd59QR5hZHKBZT,after,depression,13,2
R_2cd59QR5hZHKBZT,after,stress,14,3
R_2cd59QR5hZHKBZT,after,anxiety,15,2
R_2cd59QR5hZHKBZT,after,depression,16,2
R_2cd59QR5hZHKBZT,after,depression,17,3
R_2cd59QR5hZHKBZT,after,stress,18,3
R_2cd59QR5hZHKBZT,after,anxiety,19,0
R_2cd59QR5hZHKBZT,after,anxiety,20,2
R_2cd59QR5hZHKBZT,after,depression,21,3
R_3Kwm6MO1bfGie9a,before,stress,1,1
R_3Kwm6MO1bfGie9a,before,anxiety,2,0
R_3Kwm6MO1bfGie9a,before,depression,3,2
R_3Kwm6MO1bfGie9a,before,anxiety,4,1
R_3Kwm6MO1bfGie9a,before,depression,5,3
R_3Kwm6MO1bfGie9a,before,stress,6,1
R_3Kwm6MO1bfGie9a,before,anxiety,7,0
R_3Kwm6MO1bfGie9a,before,stress,8,0
R_3Kwm6MO1bfGie9a,before,anxiety,9,2
R_3Kwm6MO1bfGie9a,before,depression,10,3
R_3Kwm6MO1bfGie9a,before,stress,11,2
R_3Kwm6MO1bfGie9a,before,stress,12,2
R_3Kwm6MO1bfGie9a,before,depression,13,1
R_3Kwm6MO1bfGie9a,before,stress,14,3
R_3Kwm6MO1bfGie9a,before,anxiety,15,0
R_3Kwm6MO1bfGie9a,before,depression,16,1
R_3Kwm6MO1bfGie9a,before,depression,17,1
R_3Kwm6MO1bfGie9a,before,stress,18,1
R_3Kwm6MO1bfGie9a,before,anxiety,19,1
R_3Kwm6MO1bfGie9a,before,anxiety,20,1
R_3Kwm6MO1bfGie9a,before,depression,21,0
R_3Kwm6MO1bfGie9a,after,stress,1,0
R_3Kwm6MO1bfGie9a,after,anxiety,2,0
R_3Kwm6MO1bfGie9a,after,depression,3,1
R_3Kwm6MO1bfGie9a,after,anxiety,4,1
R_3Kwm6MO1bfGie9a,after,depression,5,1
R_3Kwm6MO1bfGie9a,after,stress,6,1
R_3Kwm6MO1bfGie9a,after,anxiety,7,1
R_3Kwm6MO1bfGie9a,after,stress,8,1
R_3Kwm6MO1bfGie9a,after,anxiety,9,0
R_3Kwm6MO1bfGie9a,after,depression,10,2
R_3Kwm6MO1bfGie9a,after,stress,11,2
R_3Kwm6MO1bfGie9a,after,stress,12,2
R_3Kwm6MO1bfGie9a,after,depression,13,2
R_3Kwm6MO1bfGie9a,after,stress,14,2
R_3Kwm6MO1bfGie9a,after,anxiety,15,0
R_3Kwm6MO1bfGie9a,after,depression,16,2
R_3Kwm6MO1bfGie9a,after,depression,17,0
R_3Kwm6MO1bfGie9a,after,stress,18,2
R_3Kwm6MO1bfGie9a,after,anxiety,19,1
R_3Kwm6MO1bfGie9a,after,anxiety,20,1
R_3Kwm6MO1bfGie9a,after,depression,21,0
R_2dQRwob8W5KZXgY,before,stress,1,2
R_2dQRwob8W5KZXgY,before,anxiety,2,1
R_2dQRwob8W5KZXgY,before,depression,3,2
R_2dQRwob8W5KZXgY,before,anxiety,4,0
R_2dQRwob8W5KZXgY,before,depression,5,1
R_2dQRwob8W5KZXgY,before,stress,6,1
R_2dQRwob8W5KZXgY,before,anxiety,7,2
R_2dQRwob8W5KZXgY,before,stress,8,1
R_2dQRwob8W5KZXgY,before,anxiety,9,1
R_2dQRwob8W5KZXgY,before,depression,10,1
R_2dQRwob8W5KZXgY,before,stress,11,1
R_2dQRwob8W5KZXgY,before,stress,12,1
R_2dQRwob8W5KZXgY,before,depression,13,1
R_2dQRwob8W5KZXgY,before,stress,14,1
R_2dQRwob8W5KZXgY,before,anxiety,15,1
R_2dQRwob8W5KZXgY,before,depression,16,2
R_2dQRwob8W5KZXgY,before,depression,17,0
R_2dQRwob8W5KZXgY,before,stress,18,1
R_2dQRwob8W5KZXgY,before,anxiety,19,1
R_2dQRwob8W5KZXgY,before,anxiety,20,1
R_2dQRwob8W5KZXgY,before,depression,21,0
R_2dQRwob8W5KZXgY,after,stress,1,0
R_2dQRwob8W5KZXgY,after,anxiety,2,0
R_2dQRwob8W5KZXgY,after,depression,3,0
R_2dQRwob8W5KZXgY,after,anxiety,4,0
R_2dQRwob8W5KZXgY,after,depression,5,0
R_2dQRwob8W5KZXgY,after,stress,6,0
R_2dQRwob8W5KZXgY,after,anxiety,7,0
R_2dQRwob8W5KZXgY,after,stress,8,0
R_2dQRwob8W5KZXgY,after,anxiety,9,0
R_2dQRwob8W5KZXgY,after,depression,10,0
R_2dQRwob8W5KZXgY,after,stress,11,0
R_2dQRwob8W5KZXgY,after,stress,12,0
R_2dQRwob8W5KZXgY,after,depression,13,0
R_2dQRwob8W5KZXgY,after,stress,14,0
R_2dQRwob8W5KZXgY,after,anxiety,15,0
R_2dQRwob8W5KZXgY,after,depression,16,0
R_2dQRwob8W5KZXgY,after,depression,17,0
R_2dQRwob8W5KZXgY,after,stress,18,0
R_2dQRwob8W5KZXgY,after,anxiety,19,0
R_2dQRwob8W5KZXgY,after,anxiety,20,0
R_2dQRwob8W5KZXgY,after,depression,21,0
R_2tqUYhzsg6ITwD1,before,stress,1,2
R_2tqUYhzsg6ITwD1,before,anxiety,2,2
R_2tqUYhzsg6ITwD1,before,depression,3,1
R_2tqUYhzsg6ITwD1,before,anxiety,4,2
R_2tqUYhzsg6ITwD1,before,depression,5,3
R_2tqUYhzsg6ITwD1,before,stress,6,1
R_2tqUYhzsg6ITwD1,before,anxiety,7,1
R_2tqUYhzsg6ITwD1,before,stress,8,2
R_2tqUYhzsg6ITwD1,before,anxiety,9,2
R_2tqUYhzsg6ITwD1,before,depression,10,2
R_2tqUYhzsg6ITwD1,before,stress,11,2
R_2tqUYhzsg6ITwD1,before,stress,12,3
R_2tqUYhzsg6ITwD1,before,depression,13,2
R_2tqUYhzsg6ITwD1,before,stress,14,1
R_2tqUYhzsg6ITwD1,before,anxiety,15,2
R_2tqUYhzsg6ITwD1,before,depression,16,2
R_2tqUYhzsg6ITwD1,before,depression,17,2
R_2tqUYhzsg6ITwD1,before,stress,18,1
R_2tqUYhzsg6ITwD1,before,anxiety,19,2
R_2tqUYhzsg6ITwD1,before,anxiety,20,2
R_2tqUYhzsg6ITwD1,before,depression,21,1
R_2tqUYhzsg6ITwD1,after,stress,1,1
R_2tqUYhzsg6ITwD1,after,anxiety,2,1
R_2tqUYhzsg6ITwD1,after,depression,3,2
R_2tqUYhzsg6ITwD1,after,anxiety,4,3
R_2tqUYhzsg6ITwD1,after,depression,5,3
R_2tqUYhzsg6ITwD1,after,stress,6,1
R_2tqUYhzsg6ITwD1,after,anxiety,7,1
R_2tqUYhzsg6ITwD1,after,stress,8,2
R_2tqUYhzsg6ITwD1,after,anxiety,9,0
R_2tqUYhzsg6ITwD1,after,depression,10,2
R_2tqUYhzsg6ITwD1,after,stress,11,2
R_2tqUYhzsg6ITwD1,after,stress,12,3
R_2tqUYhzsg6ITwD1,after,depression,13,2
R_2tqUYhzsg6ITwD1,after,stress,14,2
R_2tqUYhzsg6ITwD1,after,anxiety,15,2
R_2tqUYhzsg6ITwD1,after,depression,16,2
R_2tqUYhzsg6ITwD1,after,depression,17,2
R_2tqUYhzsg6ITwD1,after,stress,18,0
R_2tqUYhzsg6ITwD1,after,anxiety,19,2
R_2tqUYhzsg6ITwD1,after,anxiety,20,1
R_2tqUYhzsg6ITwD1,after,depression,21,2
R_2SvQK62v9Z0NpaC,before,stress,1,1
R_2SvQK62v9Z0NpaC,before,anxiety,2,1
R_2SvQK62v9Z0NpaC,before,depression,3,0
R_2SvQK62v9Z0NpaC,before,anxiety,4,0
R_2SvQK62v9Z0NpaC,before,depression,5,0
R_2SvQK62v9Z0NpaC,before,stress,6,1
R_2SvQK62v9Z0NpaC,before,anxiety,7,0
R_2SvQK62v9Z0NpaC,before,stress,8,1
R_2SvQK62v9Z0NpaC,before,anxiety,9,0
R_2SvQK62v9Z0NpaC,before,depression,10,0
R_2SvQK62v9Z0NpaC,before,stress,11,1
R_2SvQK62v9Z0NpaC,before,stress,12,1
R_2SvQK62v9Z0NpaC,before,depression,13,0
R_2SvQK62v9Z0NpaC,before,stress,14,0
