response_id,time,subscale,score
R_0vTXEcLGjOc6uRj,before,external_regulation,18
R_0vTXEcLGjOc6uRj,before,identified_regulation,28
R_0vTXEcLGjOc6uRj,before,instrinsic_motivation,30
R_0vTXEcLGjOc6uRj,before,introjected_regulation,10
R_0vTXEcLGjOc6uRj,before,itegrated_regulation,36
R_10TobIjLKGhA3cQ,after,amotivation,6
R_10TobIjLKGhA3cQ,after,external_regulation,18
R_10TobIjLKGhA3cQ,after,identified_regulation,6
R_10TobIjLKGhA3cQ,after,instrinsic_motivation,20
R_10TobIjLKGhA3cQ,after,introjected_regulation,6
R_10TobIjLKGhA3cQ,after,itegrated_regulation,6
R_10TobIjLKGhA3cQ,before,amotivation,6
R_10TobIjLKGhA3cQ,before,external_regulation,14
R_10TobIjLKGhA3cQ,before,identified_regulation,6
R_10TobIjLKGhA3cQ,before,instrinsic_motivation,30
R_10TobIjLKGhA3cQ,before,introjected_regulation,6
R_10TobIjLKGhA3cQ,before,itegrated_regulation,6
R_111rjgTikYEbPtb,after,amotivation,12
R_111rjgTikYEbPtb,after,external_regulation,16
R_111rjgTikYEbPtb,after,identified_regulation,26
R_111rjgTikYEbPtb,after,instrinsic_motivation,28
R_111rjgTikYEbPtb,after,introjected_regulation,16
R_111rjgTikYEbPtb,after,itegrated_regulation,32
R_111rjgTikYEbPtb,before,amotivation,10
R_111rjgTikYEbPtb,before,external_regulation,10
R_111rjgTikYEbPtb,before,identified_regulation,30
R_111rjgTikYEbPtb,before,instrinsic_motivation,30
R_111rjgTikYEbPtb,before,introjected_regulation,18
R_111rjgTikYEbPtb,before,itegrated_regulation,34
R_12LI8ats6sqsq4j,after,amotivation,18
R_12LI8ats6sqsq4j,after,external_regulation,18
R_12LI8ats6sqsq4j,after,identified_regulation,20
R_12LI8ats6sqsq4j,after,instrinsic_motivation,28
R_12LI8ats6sqsq4j,after,introjected_regulation,14
R_12LI8ats6sqsq4j,after,itegrated_regulation,20
R_12LI8ats6sqsq4j,before,amotivation,16
R_12LI8ats6sqsq4j,before,external_regulation,22
R_12LI8ats6sqsq4j,before,identified_regulation,22
R_12LI8ats6sqsq4j,before,instrinsic_motivation,30
R_12LI8ats6sqsq4j,before,introjected_regulation,10
R_12LI8ats6sqsq4j,before,itegrated_regulation,20
R_1CkeSqHcTu6ioRR,after,amotivation,6
R_1CkeSqHcTu6ioRR,after,external_regulation,6
R_1CkeSqHcTu6ioRR,after,identified_regulation,6
R_1CkeSqHcTu6ioRR,after,instrinsic_motivation,16
R_1CkeSqHcTu6ioRR,after,introjected_regulation,6
R_1CkeSqHcTu6ioRR,after,itegrated_regulation,6
R_1CkeSqHcTu6ioRR,before,amotivation,6
R_1CkeSqHcTu6ioRR,before,external_regulation,6
R_1CkeSqHcTu6ioRR,before,identified_regulation,6
R_1CkeSqHcTu6ioRR,before,instrinsic_motivation,14
R_1CkeSqHcTu6ioRR,before,introjected_regulation,6
R_1CkeSqHcTu6ioRR,before,itegrated_regulation,6
R_1cSrZsKJbMLVpfn,after,amotivation,10
R_1cSrZsKJbMLVpfn,after,external_regulation,18
R_1cSrZsKJbMLVpfn,after,identified_regulation,10
R_1cSrZsKJbMLVpfn,after,instrinsic_motivation,16
R_1cSrZsKJbMLVpfn,after,introjected_regulation,6
R_1cSrZsKJbMLVpfn,after,itegrated_regulation,6
R_1cSrZsKJbMLVpfn,before,amotivation,10
R_1cSrZsKJbMLVpfn,before,external_regulation,12
R_1cSrZsKJbMLVpfn,before,identified_regulation,12
R_1cSrZsKJbMLVpfn,before,instrinsic_motivation,18
R_1cSrZsKJbMLVpfn,before,introjected_regulation,6
R_1cSrZsKJbMLVpfn,before,itegrated_regulation,6
R_1DtGqgKOtlhl4vS,after,amotivation,6
R_1DtGqgKOtlhl4vS,after,external_regulation,26
R_1DtGqgKOtlhl4vS,after,identified_regulation,32
R_1DtGqgKOtlhl4vS,after,instrinsic_motivation,36
R_1DtGqgKOtlhl4vS,after,introjected_regulation,22
R_1DtGqgKOtlhl4vS,after,itegrated_regulation,32
R_1DtGqgKOtlhl4vS,before,amotivation,24
R_1DtGqgKOtlhl4vS,before,external_regulation,22
R_1DtGqgKOtlhl4vS,before,identified_regulation,20
R_1DtGqgKOtlhl4vS,before,instrinsic_motivation,22
R_1DtGqgKOtlhl4vS,before,introjected_regulation,20
R_1DtGqgKOtlhl4vS,before,itegrated_regulation,18
R_1E5vpihv0BCn2Jo,after,amotivation,12
R_1E5vpihv0BCn2Jo,after,external_regulation,8
R_1E5vpihv0BCn2Jo,after,identified_regulation,12
R_1E5vpihv0BCn2Jo,after,instrinsic_motivation,22
R_1E5vpihv0BCn2Jo,after,introjected_regulation,8
R_1E5vpihv0BCn2Jo,after,itegrated_regulation,12
R_1E5vpihv0BCn2Jo,before,amotivation,8
R_1E5vpihv0BCn2Jo,before,external_regulation,12
R_1E5vpihv0BCn2Jo,before,identified_regulation,20
R_1E5vpihv0BCn2Jo,before,instrinsic_motivation,24
R_1E5vpihv0BCn2Jo,before,introjected_regulation,6
R_1E5vpihv0BCn2Jo,before,itegrated_regulation,16
R_1eqNc6OUIYqj3s8,after,amotivation,6
R_1eqNc6OUIYqj3s8,after,external_regulation,12
R_1eqNc6OUIYqj3s8,after,identified_regulation,10
R_1eqNc6OUIYqj3s8,after,instrinsic_motivation,22
R_1eqNc6OUIYqj3s8,after,introjected_regulation,6
R_1eqNc6OUIYqj3s8,after,itegrated_regulation,6
R_1eqNc6OUIYqj3s8,before,amotivation,6
R_1eqNc6OUIYqj3s8,before,external_regulation,12
R_1eqNc6OUIYqj3s8,before,identified_regulation,14
R_1eqNc6OUIYqj3s8,before,instrinsic_motivation,24
R_1eqNc6OUIYqj3s8,before,introjected_regulation,6
R_1eqNc6OUIYqj3s8,before,itegrated_regulation,10
R_1FKyUMNfVFCfhAP,after,amotivation,6
R_1FKyUMNfVFCfhAP,after,external_regulation,28
R_1FKyUMNfVFCfhAP,after,identified_regulation,14
R_1FKyUMNfVFCfhAP,after,instrinsic_motivation,34
R_1FKyUMNfVFCfhAP,after,introjected_regulation,16
R_1FKyUMNfVFCfhAP,after,itegrated_regulation,8
R_1FKyUMNfVFCfhAP,before,amotivation,8
R_1FKyUMNfVFCfhAP,before,external_regulation,28
R_1FKyUMNfVFCfhAP,before,identified_regulation,14
R_1FKyUMNfVFCfhAP,before,instrinsic_motivation,26
R_1FKyUMNfVFCfhAP,before,introjected_regulation,10
R_1FKyUMNfVFCfhAP,before,itegrated_regulation,18
R_1Fl9AQQ2mrxHqGW,after,amotivation,8
R_1Fl9AQQ2mrxHqGW,after,external_regulation,24
R_1Fl9AQQ2mrxHqGW,after,identified_regulation,10
R_1Fl9AQQ2mrxHqGW,after,instrinsic_motivation,28
R_1Fl9AQQ2mrxHqGW,after,introjected_regulation,16
R_1Fl9AQQ2mrxHqGW,after,itegrated_regulation,10
R_1Fl9AQQ2mrxHqGW,before,amotivation,10
R_1Fl9AQQ2mrxHqGW,before,external_regulation,20
R_1Fl9AQQ2mrxHqGW,before,identified_regulation,8
R_1Fl9AQQ2mrxHqGW,before,instrinsic_motivation,18
R_1Fl9AQQ2mrxHqGW,before,introjected_regulation,12
R_1Fl9AQQ2mrxHqGW,before,itegrated_regulation,6
R_1FxCH5IloFh2zpE,after,amotivation,14
R_1FxCH5IloFh2zpE,after,external_regulation,12
R_1FxCH5IloFh2zpE,after,identified_regulation,12
R_1FxCH5IloFh2zpE,after,instrinsic_motivation,16
R_1FxCH5IloFh2zpE,after,introjected_regulation,12
R_1FxCH5IloFh2zpE,after,itegrated_regulation,12
R_1FxCH5IloFh2zpE,before,amotivation,14
R_1FxCH5IloFh2zpE,before,external_regulation,12
R_1FxCH5IloFh2zpE,before,identified_regulation,18
R_1FxCH5IloFh2zpE,before,instrinsic_motivation,16
R_1FxCH5IloFh2zpE,before,introjected_regulation,14
R_1FxCH5IloFh2zpE,before,itegrated_regulation,12
R_1GKJM6pEM2FrpLP,after,amotivation,6
R_1GKJM6pEM2FrpLP,after,external_regulation,6
R_1GKJM6pEM2FrpLP,after,identified_regulation,6
R_1GKJM6pEM2FrpLP,after,instrinsic_motivation,18
R_1GKJM6pEM2FrpLP,after,introjected_regulation,6
R_1GKJM6pEM2FrpLP,after,itegrated_regulation,8
R_1GKJM6pEM2FrpLP,before,amotivation,6
R_1GKJM6pEM2FrpLP,before,external_regulation,6
R_1GKJM6pEM2FrpLP,before,identified_regulation,6
R_1GKJM6pEM2FrpLP,before,instrinsic_motivation,24
R_1GKJM6pEM2FrpLP,before,introjected_regulation,6
R_1GKJM6pEM2FrpLP,before,itegrated_regulation,8
R_1H78Zq7MMV4bmUw,after,amotivation,6
R_1H78Zq7MMV4bmUw,after,external_regulation,6
R_1H78Zq7MMV4bmUw,after,identified_regulation,20
R_1H78Zq7MMV4bmUw,after,instrinsic_motivation,26
R_1H78Zq7MMV4bmUw,after,introjected_regulation,10
R_1H78Zq7MMV4bmUw,after,itegrated_regulation,18
R_1H78Zq7MMV4bmUw,before,amotivation,6
R_1H78Zq7MMV4bmUw,before,external_regulation,12
R_1H78Zq7MMV4bmUw,before,identified_regulation,36
R_1H78Zq7MMV4bmUw,before,instrinsic_motivation,36
R_1H78Zq7MMV4bmUw,before,introjected_regulation,16
R_1H78Zq7MMV4bmUw,before,itegrated_regulation,36
R_1HbCUjufNKWfBV4,after,amotivation,24
R_1HbCUjufNKWfBV4,after,external_regulation,6
R_1HbCUjufNKWfBV4,after,identified_regulation,6
R_1HbCUjufNKWfBV4,after,instrinsic_motivation,12
R_1HbCUjufNKWfBV4,after,introjected_regulation,12
R_1HbCUjufNKWfBV4,after,itegrated_regulation,12
R_1HbCUjufNKWfBV4,before,amotivation,30
R_1HbCUjufNKWfBV4,before,external_regulation,22
R_1HbCUjufNKWfBV4,before,identified_regulation,14
R_1HbCUjufNKWfBV4,before,instrinsic_motivation,28
R_1HbCUjufNKWfBV4,before,introjected_regulation,18
R_1HbCUjufNKWfBV4,before,itegrated_regulation,18
R_1ImlmXBKKlXZVm0,after,amotivation,6
R_1ImlmXBKKlXZVm0,after,external_regulation,32
R_1ImlmXBKKlXZVm0,after,identified_regulation,16
R_1ImlmXBKKlXZVm0,after,instrinsic_motivation,30
R_1ImlmXBKKlXZVm0,after,introjected_regulation,8
R_1ImlmXBKKlXZVm0,after,itegrated_regulation,12
R_1ImlmXBKKlXZVm0,before,amotivation,10
R_1ImlmXBKKlXZVm0,before,external_regulation,24
R_1ImlmXBKKlXZVm0,before,identified_regulation,14
R_1ImlmXBKKlXZVm0,before,instrinsic_motivation,30
R_1ImlmXBKKlXZVm0,before,introjected_regulation,12
R_1ImlmXBKKlXZVm0,before,itegrated_regulation,18
R_1isdeJ0akLVA05z,after,amotivation,12
R_1isdeJ0akLVA05z,after,external_regulation,30
R_1isdeJ0akLVA05z,after,identified_regulation,20
R_1isdeJ0akLVA05z,after,instrinsic_motivation,20
R_1isdeJ0akLVA05z,after,introjected_regulation,26
R_1isdeJ0akLVA05z,after,itegrated_regulation,26
R_1isdeJ0akLVA05z,before,amotivation,12
R_1isdeJ0akLVA05z,before,external_regulation,36
R_1isdeJ0akLVA05z,before,identified_regulation,18
R_1isdeJ0akLVA05z,before,instrinsic_motivation,22
R_1isdeJ0akLVA05z,before,introjected_regulation,30
R_1isdeJ0akLVA05z,before,itegrated_regulation,30
R_1jf9Sx7JAoAu6dB,after,amotivation,36
R_1jf9Sx7JAoAu6dB,after,external_regulation,34
R_1jf9Sx7JAoAu6dB,after,identified_regulation,10
R_1jf9Sx7JAoAu6dB,after,instrinsic_motivation,28
R_1jf9Sx7JAoAu6dB,after,introjected_regulation,18
R_1jf9Sx7JAoAu6dB,after,itegrated_regulation,10
R_1jf9Sx7JAoAu6dB,before,amotivation,30
R_1jf9Sx7JAoAu6dB,before,external_regulation,22
R_1jf9Sx7JAoAu6dB,before,identified_regulation,10
R_1jf9Sx7JAoAu6dB,before,instrinsic_motivation,28
R_1jf9Sx7JAoAu6dB,before,introjected_regulation,8
R_1jf9Sx7JAoAu6dB,before,itegrated_regulation,22
R_1jkddLsj0iUCBlG,after,amotivation,6
R_1jkddLsj0iUCBlG,after,external_regulation,18
R_1jkddLsj0iUCBlG,after,identified_regulation,20
R_1jkddLsj0iUCBlG,after,instrinsic_motivation,26
R_1jkddLsj0iUCBlG,after,introjected_regulation,6
R_1jkddLsj0iUCBlG,after,itegrated_regulation,12
R_1jkddLsj0iUCBlG,before,amotivation,6
R_1jkddLsj0iUCBlG,before,external_regulation,16
R_1jkddLsj0iUCBlG,before,identified_regulation,22
R_1jkddLsj0iUCBlG,before,instrinsic_motivation,22
R_1jkddLsj0iUCBlG,before,introjected_regulation,6
R_1jkddLsj0iUCBlG,before,itegrated_regulation,20
R_1jptKS7BPpIT1cD,after,amotivation,6
R_1jptKS7BPpIT1cD,after,external_regulation,22
R_1jptKS7BPpIT1cD,after,identified_regulation,8
R_1jptKS7BPpIT1cD,after,instrinsic_motivation,22
R_1jptKS7BPpIT1cD,after,introjected_regulation,6
R_1jptKS7BPpIT1cD,after,itegrated_regulation,12
R_1jptKS7BPpIT1cD,before,amotivation,6
R_1jptKS7BPpIT1cD,before,external_regulation,8
R_1jptKS7BPpIT1cD,before,identified_regulation,12
R_1jptKS7BPpIT1cD,before,instrinsic_motivation,26
R_1jptKS7BPpIT1cD,before,introjected_regulation,6
R_1jptKS7BPpIT1cD,before,itegrated_regulation,14
R_1K1Fc63G8b1FSAP,after,amotivation,6
R_1K1Fc63G8b1FSAP,after,external_regulation,6
R_1K1Fc63G8b1FSAP,after,identified_regulation,6
R_1K1Fc63G8b1FSAP,after,instrinsic_motivation,12
R_1K1Fc63G8b1FSAP,after,introjected_regulation,8
R_1K1Fc63G8b1FSAP,after,itegrated_regulation,6
R_1K1Fc63G8b1FSAP,before,amotivation,6
R_1K1Fc63G8b1FSAP,before,external_regulation,6
R_1K1Fc63G8b1FSAP,before,identified_regulation,8
R_1K1Fc63G8b1FSAP,before,instrinsic_motivation,20
R_1K1Fc63G8b1FSAP,before,introjected_regulation,10
R_1K1Fc63G8b1FSAP,before,itegrated_regulation,14
R_1Ka3YhFFxRPhu6A,after,amotivation,24
R_1Ka3YhFFxRPhu6A,after,external_regulation,14
R_1Ka3YhFFxRPhu6A,after,identified_regulation,22
R_1Ka3YhFFxRPhu6A,after,instrinsic_motivation,30
R_1Ka3YhFFxRPhu6A,after,introjected_regulation,22
R_1Ka3YhFFxRPhu6A,after,itegrated_regulation,18
R_1Ka3YhFFxRPhu6A,before,amotivation,24
R_1Ka3YhFFxRPhu6A,before,external_regulation,14
R_1Ka3YhFFxRPhu6A,before,identified_regulation,22
R_1Ka3YhFFxRPhu6A,before,instrinsic_motivation,36
R_1Ka3YhFFxRPhu6A,before,introjected_regulation,16
R_1Ka3YhFFxRPhu6A,before,itegrated_regulation,22
R_1LCosfUrLhSMxRQ,after,amotivation,6
R_1LCosfUrLhSMxRQ,after,external_regulation,20
R_1LCosfUrLhSMxRQ,after,identified_regulation,14
R_1LCosfUrLhSMxRQ,after,instrinsic_motivation,26
R_1LCosfUrLhSMxRQ,after,introjected_regulation,18
R_1LCosfUrLhSMxRQ,after,itegrated_regulation,20
R_1LCosfUrLhSMxRQ,before,amotivation,10
R_1LCosfUrLhSMxRQ,before,external_regulation,22
R_1LCosfUrLhSMxRQ,before,identified_regulation,18
R_1LCosfUrLhSMxRQ,before,instrinsic_motivation,26
R_1LCosfUrLhSMxRQ,before,introjected_regulation,16
R_1LCosfUrLhSMxRQ,before,itegrated_regulation,14
R_1ls2eVKvEiK6S4N,after,amotivation,8
R_1ls2eVKvEiK6S4N,after,external_regulation,22
R_1ls2eVKvEiK6S4N,after,identified_regulation,26
R_1ls2eVKvEiK6S4N,after,instrinsic_motivation,22
R_1ls2eVKvEiK6S4N,after,introjected_regulation,10
R_1ls2eVKvEiK6S4N,after,itegrated_regulation,26
R_1ls2eVKvEiK6S4N,before,amotivation,6
R_1ls2eVKvEiK6S4N,before,external_regulation,20
R_1ls2eVKvEiK6S4N,before,identified_regulation,26
R_1ls2eVKvEiK6S4N,before,instrinsic_motivation,24
R_1ls2eVKvEiK6S4N,before,introjected_regulation,16
R_1ls2eVKvEiK6S4N,before,itegrated_regulation,24
R_1M5w3AllKLTG9vr,after,amotivation,14
R_1M5w3AllKLTG9vr,after,external_regulation,36
R_1M5w3AllKLTG9vr,after,identified_regulation,26
R_1M5w3AllKLTG9vr,after,instrinsic_motivation,36
R_1M5w3AllKLTG9vr,after,introjected_regulation,24
R_1M5w3AllKLTG9vr,after,itegrated_regulation,36
R_1M5w3AllKLTG9vr,before,amotivation,12
R_1M5w3AllKLTG9vr,before,external_regulation,36
R_1M5w3AllKLTG9vr,before,identified_regulation,28
R_1M5w3AllKLTG9vr,before,instrinsic_motivation,32
R_1M5w3AllKLTG9vr,before,introjected_regulation,18
R_1M5w3AllKLTG9vr,before,itegrated_regulation,32
R_1mEDv9S4U18sxZe,after,amotivation,6
R_1mEDv9S4U18sxZe,after,external_regulation,24
R_1mEDv9S4U18sxZe,after,identified_regulation,24
R_1mEDv9S4U18sxZe,after,instrinsic_motivation,26
R_1mEDv9S4U18sxZe,after,introjected_regulation,12
R_1mEDv9S4U18sxZe,after,itegrated_regulation,18
R_1mEDv9S4U18sxZe,before,amotivation,8
R_1mEDv9S4U18sxZe,before,external_regulation,12
R_1mEDv9S4U18sxZe,before,identified_regulation,26
R_1mEDv9S4U18sxZe,before,instrinsic_motivation,26
R_1mEDv9S4U18sxZe,before,introjected_regulation,8
R_1mEDv9S4U18sxZe,before,itegrated_regulation,14
R_1mIvz4scUnVKLx7,after,amotivation,6
R_1mIvz4scUnVKLx7,after,external_regulation,14
R_1mIvz4scUnVKLx7,after,identified_regulation,12
R_1mIvz4scUnVKLx7,after,instrinsic_motivation,20
R_1mIvz4scUnVKLx7,after,introjected_regulation,6
R_1mIvz4scUnVKLx7,after,itegrated_regulation,14
R_1mIvz4scUnVKLx7,before,amotivation,6
R_1mIvz4scUnVKLx7,before,external_regulation,14
R_1mIvz4scUnVKLx7,before,identified_regulation,22
R_1mIvz4scUnVKLx7,before,instrinsic_motivation,20
R_1mIvz4scUnVKLx7,before,introjected_regulation,8
R_1mIvz4scUnVKLx7,before,itegrated_regulation,22
R_1MXmVmetdFpHiB4,after,amotivation,12
R_1MXmVmetdFpHiB4,after,external_regulation,10
R_1MXmVmetdFpHiB4,after,identified_regulation,6
R_1MXmVmetdFpHiB4,after,instrinsic_motivation,30
R_1MXmVmetdFpHiB4,after,introjected_regulation,14
R_1MXmVmetdFpHiB4,after,itegrated_regulation,6
R_1MXmVmetdFpHiB4,before,amotivation,6
R_1MXmVmetdFpHiB4,before,external_regulation,6
R_1MXmVmetdFpHiB4,before,identified_regulation,6
R_1MXmVmetdFpHiB4,before,instrinsic_motivation,10
R_1MXmVmetdFpHiB4,before,introjected_regulation,6
R_1MXmVmetdFpHiB4,before,itegrated_regulation,6
R_1N9O72YdQ4GZFDi,after,amotivation,6
R_1N9O72YdQ4GZFDi,after,external_regulation,18
R_1N9O72YdQ4GZFDi,after,identified_regulation,24
R_1N9O72YdQ4GZFDi,after,instrinsic_motivation,28
R_1N9O72YdQ4GZFDi,after,introjected_regulation,14
R_1N9O72YdQ4GZFDi,after,itegrated_regulation,24
R_1N9O72YdQ4GZFDi,before,amotivation,6
R_1N9O72YdQ4GZFDi,before,external_regulation,20
R_1N9O72YdQ4GZFDi,before,identified_regulation,26
R_1N9O72YdQ4GZFDi,before,instrinsic_motivation,26
R_1N9O72YdQ4GZFDi,before,introjected_regulation,14
R_1N9O72YdQ4GZFDi,before,itegrated_regulation,24
R_1Nady9hvbIvDcLg,after,amotivation,18
R_1Nady9hvbIvDcLg,after,external_regulation,36
R_1Nady9hvbIvDcLg,after,identified_regulation,14
R_1Nady9hvbIvDcLg,after,instrinsic_motivation,30
R_1Nady9hvbIvDcLg,after,introjected_regulation,30
R_1Nady9hvbIvDcLg,after,itegrated_regulation,24
R_1Nady9hvbIvDcLg,before,amotivation,16
R_1Nady9hvbIvDcLg,before,external_regulation,30
R_1Nady9hvbIvDcLg,before,identified_regulation,10
R_1Nady9hvbIvDcLg,before,instrinsic_motivation,18
R_1Nady9hvbIvDcLg,before,introjected_regulation,26
R_1Nady9hvbIvDcLg,before,itegrated_regulation,18
R_1NfE7qpbaFYk306,after,amotivation,6
R_1NfE7qpbaFYk306,after,external_regulation,18
R_1NfE7qpbaFYk306,after,identified_regulation,18
R_1NfE7qpbaFYk306,after,instrinsic_motivation,20
R_1NfE7qpbaFYk306,after,introjected_regulation,14
R_1NfE7qpbaFYk306,after,itegrated_regulation,16
R_1NfE7qpbaFYk306,before,amotivation,8
R_1NfE7qpbaFYk306,before,external_regulation,26
R_1NfE7qpbaFYk306,before,identified_regulation,14
R_1NfE7qpbaFYk306,before,instrinsic_motivation,26
R_1NfE7qpbaFYk306,before,introjected_regulation,14
R_1NfE7qpbaFYk306,before,itegrated_regulation,18
R_1NmQkOcQT42agWF,after,amotivation,18
R_1NmQkOcQT42agWF,after,external_regulation,26
R_1NmQkOcQT42agWF,after,identified_regulation,24
R_1NmQkOcQT42agWF,after,instrinsic_motivation,20
R_1NmQkOcQT42agWF,after,introjected_regulation,12
R_1NmQkOcQT42agWF,after,itegrated_regulation,16
R_1NmQkOcQT42agWF,before,amotivation,16
R_1NmQkOcQT42agWF,before,external_regulation,30
R_1NmQkOcQT42agWF,before,identified_regulation,26
R_1NmQkOcQT42agWF,before,instrinsic_motivation,26
R_1NmQkOcQT42agWF,before,introjected_regulation,8
R_1NmQkOcQT42agWF,before,itegrated_regulation,22
R_1nSWaU6aHeoCVz1,after,amotivation,6
R_1nSWaU6aHeoCVz1,after,external_regulation,24
R_1nSWaU6aHeoCVz1,after,identified_regulation,6
R_1nSWaU6aHeoCVz1,after,instrinsic_motivation,24
R_1nSWaU6aHeoCVz1,after,introjected_regulation,6
R_1nSWaU6aHeoCVz1,after,itegrated_regulation,6
R_1nSWaU6aHeoCVz1,before,amotivation,6
R_1nSWaU6aHeoCVz1,before,external_regulation,22
R_1nSWaU6aHeoCVz1,before,identified_regulation,8
R_1nSWaU6aHeoCVz1,before,instrinsic_motivation,26
R_1nSWaU6aHeoCVz1,before,introjected_regulation,6
R_1nSWaU6aHeoCVz1,before,itegrated_regulation,12
R_1OIk0siawnKDTiy,after,amotivation,6
R_1OIk0siawnKDTiy,after,external_regulation,20
R_1OIk0siawnKDTiy,after,identified_regulation,14
R_1OIk0siawnKDTiy,after,instrinsic_motivation,22
R_1OIk0siawnKDTiy,after,introjected_regulation,14
R_1OIk0siawnKDTiy,after,itegrated_regulation,10
R_1OIk0siawnKDTiy,before,amotivation,6
R_1OIk0siawnKDTiy,before,external_regulation,12
R_1OIk0siawnKDTiy,before,identified_regulation,14
R_1OIk0siawnKDTiy,before,instrinsic_motivation,24
R_1OIk0siawnKDTiy,before,introjected_regulation,6
R_1OIk0siawnKDTiy,before,itegrated_regulation,12
R_1OVLo23ZSViJv0e,after,amotivation,10
R_1OVLo23ZSViJv0e,after,external_regulation,16
R_1OVLo23ZSViJv0e,after,identified_regulation,6
R_1OVLo23ZSViJv0e,after,instrinsic_motivation,16
R_1OVLo23ZSViJv0e,after,introjected_regulation,8
R_1OVLo23ZSViJv0e,after,itegrated_regulation,6
R_1OVLo23ZSViJv0e,before,amotivation,18
R_1OVLo23ZSViJv0e,before,external_regulation,12
R_1OVLo23ZSViJv0e,before,identified_regulation,6
R_1OVLo23ZSViJv0e,before,instrinsic_motivation,18
R_1OVLo23ZSViJv0e,before,introjected_regulation,6
R_1OVLo23ZSViJv0e,before,itegrated_regulation,6
R_1PYHLXLRtVtLKCC,after,amotivation,6
R_1PYHLXLRtVtLKCC,after,external_regulation,28
R_1PYHLXLRtVtLKCC,after,identified_regulation,14
R_1PYHLXLRtVtLKCC,after,instrinsic_motivation,24
R_1PYHLXLRtVtLKCC,after,introjected_regulation,10
R_1PYHLXLRtVtLKCC,after,itegrated_regulation,20
R_1PYHLXLRtVtLKCC,before,amotivation,10
R_1PYHLXLRtVtLKCC,before,external_regulation,24
R_1PYHLXLRtVtLKCC,before,identified_regulation,20
R_1PYHLXLRtVtLKCC,before,instrinsic_motivation,20
R_1PYHLXLRtVtLKCC,before,introjected_regulation,10
R_1PYHLXLRtVtLKCC,before,itegrated_regulation,26
R_1pYYllRKHfnN46F,after,amotivation,6
R_1pYYllRKHfnN46F,after,external_regulation,10
R_1pYYllRKHfnN46F,after,identified_regulation,18
R_1pYYllRKHfnN46F,after,instrinsic_motivation,34
R_1pYYllRKHfnN46F,after,introjected_regulation,10
R_1pYYllRKHfnN46F,after,itegrated_regulation,6
R_1pYYllRKHfnN46F,before,amotivation,8
R_1pYYllRKHfnN46F,before,external_regulation,10
R_1pYYllRKHfnN46F,before,identified_regulation,18
R_1pYYllRKHfnN46F,before,instrinsic_motivation,34
R_1pYYllRKHfnN46F,before,introjected_regulation,6
R_1pYYllRKHfnN46F,before,itegrated_regulation,10
R_1q9BHkV242D62cG,after,amotivation,6
R_1q9BHkV242D62cG,after,external_regulation,32
R_1q9BHkV242D62cG,after,identified_regulation,6
R_1q9BHkV242D62cG,after,instrinsic_motivation,34
R_1q9BHkV242D62cG,after,introjected_regulation,8
