response_id,time,subscale,score
R_1Fl9AQQ2mrxHqGW,before,depression,7
R_1Fl9AQQ2mrxHqGW,before,stress,8
R_1FxCH5IloFh2zpE,after,anxiety,7
R_1FxCH5IloFh2zpE,after,depression,11
R_1FxCH5IloFh2zpE,after,stress,12
R_1FxCH5IloFh2zpE,before,anxiety,8
R_1FxCH5IloFh2zpE,before,depression,10
R_1FxCH5IloFh2zpE,before,stress,13
R_1GKJM6pEM2FrpLP,after,anxiety,9
R_1GKJM6pEM2FrpLP,after,depression,8
R_1GKJM6pEM2FrpLP,after,stress,7
R_1GKJM6pEM2FrpLP,before,anxiety,9
R_1GKJM6pEM2FrpLP,before,depression,11
R_1GKJM6pEM2FrpLP,before,stress,11
R_1H78Zq7MMV4bmUw,after,anxiety,7
R_1H78Zq7MMV4bmUw,after,depression,7
R_1H78Zq7MMV4bmUw,after,stress,7
R_1H78Zq7MMV4bmUw,before,anxiety,7
R_1H78Zq7MMV4bmUw,before,depression,7
R_1H78Zq7MMV4bmUw,before,stress,7
R_1HbCUjufNKWfBV4,after,anxiety,17
R_1HbCUjufNKWfBV4,after,depression,21
R_1HbCUjufNKWfBV4,after,stress,24
R_1HbCUjufNKWfBV4,before,anxiety,17
R_1HbCUjufNKWfBV4,before,depression,22
R_1HbCUjufNKWfBV4,before,stress,17
R_1IFBVZISRpLTJit,after,anxiety,16
R_1IFBVZISRpLTJit,after,depression,16
R_1IFBVZISRpLTJit,after,stress,19
R_1IFBVZISRpLTJit,before,anxiety,12
R_1IFBVZISRpLTJit,before,depression,16
R_1IFBVZISRpLTJit,before,stress,13
R_1IinNUQ1rqrHi12,after,anxiety,9
R_1IinNUQ1rqrHi12,after,depression,20
R_1IinNUQ1rqrHi12,after,stress,15
R_1IinNUQ1rqrHi12,before,anxiety,8
R_1IinNUQ1rqrHi12,before,depression,19
R_1IinNUQ1rqrHi12,before,stress,10
R_1ImlmXBKKlXZVm0,after,anxiety,16
R_1ImlmXBKKlXZVm0,after,depression,18
R_1ImlmXBKKlXZVm0,after,stress,20
R_1ImlmXBKKlXZVm0,before,anxiety,11
R_1ImlmXBKKlXZVm0,before,depression,13
R_1ImlmXBKKlXZVm0,before,stress,14
R_1isdeJ0akLVA05z,after,anxiety,7
R_1isdeJ0akLVA05z,after,depression,22
R_1isdeJ0akLVA05z,after,stress,15
R_1isdeJ0akLVA05z,before,anxiety,8
R_1isdeJ0akLVA05z,before,depression,22
R_1isdeJ0akLVA05z,before,stress,12
R_1jf9Sx7JAoAu6dB,after,anxiety,10
R_1jf9Sx7JAoAu6dB,after,depression,17
R_1jf9Sx7JAoAu6dB,after,stress,16
R_1jf9Sx7JAoAu6dB,before,anxiety,11
R_1jf9Sx7JAoAu6dB,before,depression,11
R_1jf9Sx7JAoAu6dB,before,stress,14
R_1jkddLsj0iUCBlG,after,anxiety,8
R_1jkddLsj0iUCBlG,after,depression,10
R_1jkddLsj0iUCBlG,after,stress,15.079365079365079
R_1jkddLsj0iUCBlG,before,anxiety,7
R_1jkddLsj0iUCBlG,before,depression,8
R_1jkddLsj0iUCBlG,before,stress,10
R_1jptKS7BPpIT1cD,after,anxiety,7
R_1jptKS7BPpIT1cD,after,depression,12
R_1jptKS7BPpIT1cD,after,stress,10
R_1jptKS7BPpIT1cD,before,anxiety,7
R_1jptKS7BPpIT1cD,before,depression,12
R_1jptKS7BPpIT1cD,before,stress,13
R_1K1Fc63G8b1FSAP,after,anxiety,10
R_1K1Fc63G8b1FSAP,after,depression,13
R_1K1Fc63G8b1FSAP,after,stress,13
R_1K1Fc63G8b1FSAP,before,anxiety,12
R_1K1Fc63G8b1FSAP,before,depression,21
R_1K1Fc63G8b1FSAP,before,stress,18
R_1Ka3YhFFxRPhu6A,after,anxiety,15
R_1Ka3YhFFxRPhu6A,after,depression,23
R_1Ka3YhFFxRPhu6A,after,stress,22
R_1Ka3YhFFxRPhu6A,before,anxiety,13
R_1Ka3YhFFxRPhu6A,before,depression,12
R_1Ka3YhFFxRPhu6A,before,stress,12
R_1LCosfUrLhSMxRQ,after,anxiety,11
R_1LCosfUrLhSMxRQ,after,depression,21
R_1LCosfUrLhSMxRQ,after,stress,18
R_1LCosfUrLhSMxRQ,before,anxiety,9
R_1LCosfUrLhSMxRQ,before,depression,8
R_1LCosfUrLhSMxRQ,before,stress,13
R_1ls2eVKvEiK6S4N,after,anxiety,9
R_1ls2eVKvEiK6S4N,after,depression,10
R_1ls2eVKvEiK6S4N,after,stress,11
R_1ls2eVKvEiK6S4N,before,anxiety,9
R_1ls2eVKvEiK6S4N,before,depression,11
R_1ls2eVKvEiK6S4N,before,stress,11
R_1M5w3AllKLTG9vr,after,anxiety,11
R_1M5w3AllKLTG9vr,after,depression,10
R_1M5w3AllKLTG9vr,after,stress,14
R_1M5w3AllKLTG9vr,before,anxiety,8
R_1M5w3AllKLTG9vr,before,depression,7
R_1M5w3AllKLTG9vr,before,stress,8
R_1mEDv9S4U18sxZe,after,anxiety,15
R_1mEDv9S4U18sxZe,after,depression,14
R_1mEDv9S4U18sxZe,after,stress,21
R_1mEDv9S4U18sxZe,before,anxiety,15
R_1mEDv9S4U18sxZe,before,depression,18
R_1mEDv9S4U18sxZe,before,stress,22
R_1mIvz4scUnVKLx7,after,anxiety,12
R_1mIvz4scUnVKLx7,after,depression,23
R_1mIvz4scUnVKLx7,after,stress,17
R_1mIvz4scUnVKLx7,before,anxiety,9
R_1mIvz4scUnVKLx7,before,depression,17
R_1mIvz4scUnVKLx7,before,stress,16
R_1MXmVmetdFpHiB4,after,anxiety,9
R_1MXmVmetdFpHiB4,after,depression,28
R_1MXmVmetdFpHiB4,after,stress,11
R_1MXmVmetdFpHiB4,before,anxiety,11
R_1MXmVmetdFpHiB4,before,depression,22
R_1MXmVmetdFpHiB4,before,stress,13
R_1N9O72YdQ4GZFDi,after,anxiety,8
R_1N9O72YdQ4GZFDi,after,depression,18
R_1N9O72YdQ4GZFDi,after,stress,16
R_1N9O72YdQ4GZFDi,before,anxiety,9
R_1N9O72YdQ4GZFDi,before,depression,15
R_1N9O72YdQ4GZFDi,before,stress,14
R_1Nady9hvbIvDcLg,after,anxiety,19
R_1Nady9hvbIvDcLg,after,depression,21
R_1Nady9hvbIvDcLg,after,stress,16
R_1Nady9hvbIvDcLg,before,anxiety,15
R_1Nady9hvbIvDcLg,before,depression,16
R_1Nady9hvbIvDcLg,before,stress,14
R_1NfE7qpbaFYk306,after,anxiety,9
R_1NfE7qpbaFYk306,after,depression,11
R_1NfE7qpbaFYk306,after,stress,12
R_1NfE7qpbaFYk306,before,anxiety,14
R_1NfE7qpbaFYk306,before,depression,12
R_1NfE7qpbaFYk306,before,stress,13
R_1NmQkOcQT42agWF,after,anxiety,17
R_1NmQkOcQT42agWF,after,depression,25
R_1NmQkOcQT42agWF,after,stress,25
R_1NmQkOcQT42agWF,before,anxiety,13
R_1NmQkOcQT42agWF,before,depression,21
R_1NmQkOcQT42agWF,before,stress,21
R_1nSWaU6aHeoCVz1,after,anxiety,15
R_1nSWaU6aHeoCVz1,after,depression,23
R_1nSWaU6aHeoCVz1,after,stress,21
R_1nSWaU6aHeoCVz1,before,anxiety,11
R_1nSWaU6aHeoCVz1,before,depression,18
R_1nSWaU6aHeoCVz1,before,stress,15.921052631578947
R_1oCk4T1oiygv2K1,after,anxiety,7
R_1oCk4T1oiygv2K1,after,depression,8
R_1oCk4T1oiygv2K1,after,stress,12
R_1oCk4T1oiygv2K1,before,anxiety,7
R_1oCk4T1oiygv2K1,before,depression,10
R_1oCk4T1oiygv2K1,before,stress,11
R_1OIk0siawnKDTiy,after,anxiety,8
R_1OIk0siawnKDTiy,after,depression,11
R_1OIk0siawnKDTiy,after,stress,11
R_1OIk0siawnKDTiy,before,anxiety,10
R_1OIk0siawnKDTiy,before,depression,11
R_1OIk0siawnKDTiy,before,stress,13
R_1OVLo23ZSViJv0e,after,anxiety,7
R_1OVLo23ZSViJv0e,after,depression,9
R_1OVLo23ZSViJv0e,after,stress,13
R_1OVLo23ZSViJv0e,before,anxiety,10
R_1OVLo23ZSViJv0e,before,depression,8
R_1OVLo23ZSViJv0e,before,stress,12
R_1Ow1FDuzbwtWStS,after,anxiety,7
R_1Ow1FDuzbwtWStS,after,depression,9
R_1Ow1FDuzbwtWStS,after,stress,10
R_1Ow1FDuzbwtWStS,before,anxiety,7
R_1Ow1FDuzbwtWStS,before,depression,7
R_1Ow1FDuzbwtWStS,before,stress,9
R_1PYHLXLRtVtLKCC,after,anxiety,7
R_1PYHLXLRtVtLKCC,after,depression,8
R_1PYHLXLRtVtLKCC,after,stress,7
R_1PYHLXLRtVtLKCC,before,anxiety,8
R_1PYHLXLRtVtLKCC,before,depression,7
R_1PYHLXLRtVtLKCC,before,stress,11.173684210526316
R_1pYYllRKHfnN46F,after,anxiety,9
R_1pYYllRKHfnN46F,after,depression,17
R_1pYYllRKHfnN46F,after,stress,19
R_1pYYllRKHfnN46F,before,anxiety,11
R_1pYYllRKHfnN46F,before,depression,15
R_1pYYllRKHfnN46F,before,stress,17
R_1q9BHkV242D62cG,after,anxiety,16
R_1q9BHkV242D62cG,after,depression,19
R_1q9BHkV242D62cG,after,stress,17
R_1q9BHkV242D62cG,before,anxiety,17
R_1q9BHkV242D62cG,before,depression,15
R_1q9BHkV242D62cG,before,stress,15
R_20NVUurOXIj6JN6,after,anxiety,16
R_20NVUurOXIj6JN6,after,depression,25
R_20NVUurOXIj6JN6,after,stress,25
R_20NVUurOXIj6JN6,before,anxiety,22
R_20NVUurOXIj6JN6,before,depression,24
R_20NVUurOXIj6JN6,before,stress,24
R_21vy4qSSLUBhkI5,after,anxiety,10
R_21vy4qSSLUBhkI5,after,depression,11
R_21vy4qSSLUBhkI5,after,stress,15
R_21vy4qSSLUBhkI5,before,anxiety,12
R_21vy4qSSLUBhkI5,before,depression,12
R_21vy4qSSLUBhkI5,before,stress,11
R_23Ulx9Mu6ClxGOJ,after,anxiety,11
R_23Ulx9Mu6ClxGOJ,after,depression,9
R_23Ulx9Mu6ClxGOJ,after,stress,12
R_23Ulx9Mu6ClxGOJ,before,anxiety,11
R_23Ulx9Mu6ClxGOJ,before,depression,13
R_23Ulx9Mu6ClxGOJ,before,stress,18
R_24isskypHAzj6a4,after,anxiety,11
R_24isskypHAzj6a4,after,depression,19
R_24isskypHAzj6a4,after,stress,23
R_24isskypHAzj6a4,before,anxiety,10
R_24isskypHAzj6a4,before,depression,17
R_24isskypHAzj6a4,before,stress,18
R_25z3VIIwpNMoGjS,after,anxiety,9
R_25z3VIIwpNMoGjS,after,depression,10
R_25z3VIIwpNMoGjS,after,stress,14
R_25z3VIIwpNMoGjS,before,anxiety,9
R_25z3VIIwpNMoGjS,before,depression,11
R_25z3VIIwpNMoGjS,before,stress,13
R_273DuWgjgujvJYE,after,anxiety,8
R_273DuWgjgujvJYE,after,depression,12
R_273DuWgjgujvJYE,after,stress,8
R_273DuWgjgujvJYE,before,anxiety,8
R_273DuWgjgujvJYE,before,depression,8
R_273DuWgjgujvJYE,before,stress,11
R_27D28zcmps8GRka,after,anxiety,16
R_27D28zcmps8GRka,after,depression,22
R_27D28zcmps8GRka,after,stress,16
R_27D28zcmps8GRka,before,anxiety,16
R_27D28zcmps8GRka,before,depression,16
R_27D28zcmps8GRka,before,stress,19
R_27ExcEAbe7WWZAY,after,anxiety,12
R_27ExcEAbe7WWZAY,after,depression,24
R_27ExcEAbe7WWZAY,after,stress,16
R_27ExcEAbe7WWZAY,before,anxiety,10
R_27ExcEAbe7WWZAY,before,depression,20
R_27ExcEAbe7WWZAY,before,stress,16
R_28MWgRnn8laQex4,after,anxiety,24
R_28MWgRnn8laQex4,after,depression,20.095238095238095
R_28MWgRnn8laQex4,after,stress,28
R_28MWgRnn8laQex4,before,anxiety,23
R_28MWgRnn8laQex4,before,depression,20
R_28MWgRnn8laQex4,before,stress,27
R_28NVjdZPvV2fLBs,after,anxiety,28
R_28NVjdZPvV2fLBs,after,depression,28
R_28NVjdZPvV2fLBs,after,stress,28
R_28NVjdZPvV2fLBs,before,anxiety,22
R_28NVjdZPvV2fLBs,before,depression,28
R_28NVjdZPvV2fLBs,before,stress,24
R_2947NV0sa0o6uqa,after,anxiety,21
R_2947NV0sa0o6uqa,after,depression,28
R_2947NV0sa0o6uqa,after,stress,19
R_2947NV0sa0o6uqa,before,anxiety,21
R_2947NV0sa0o6uqa,before,depression,27
R_2947NV0sa0o6uqa,before,stress,19
R_29gj9i4nykxouwi,after,anxiety,10
R_29gj9i4nykxouwi,after,depression,16
R_29gj9i4nykxouwi,after,stress,12
R_29gj9i4nykxouwi,before,anxiety,10
R_29gj9i4nykxouwi,before,depression,15
R_29gj9i4nykxouwi,before,stress,12
R_29sTVuZYJRxiKzv,after,anxiety,9
R_29sTVuZYJRxiKzv,after,depression,8
R_29sTVuZYJRxiKzv,after,stress,12
R_29sTVuZYJRxiKzv,before,anxiety,7
R_29sTVuZYJRxiKzv,before,depression,7
R_29sTVuZYJRxiKzv,before,stress,12
R_2aM58IL6PRjl31M,after,anxiety,14
R_2aM58IL6PRjl31M,after,depression,19
R_2aM58IL6PRjl31M,after,stress,17
R_2aM58IL6PRjl31M,before,anxiety,13
R_2aM58IL6PRjl31M,before,depression,13
R_2aM58IL6PRjl31M,before,stress,10
R_2aPMplerpF4rJU8,after,anxiety,25
R_2aPMplerpF4rJU8,after,depression,21.857142857142858
R_2aPMplerpF4rJU8,after,stress,25
R_2aPMplerpF4rJU8,before,anxiety,20
R_2aPMplerpF4rJU8,before,depression,27
R_2aPMplerpF4rJU8,before,stress,18
R_2ARphcLKbG8pCbs,after,anxiety,8
R_2ARphcLKbG8pCbs,after,depression,7
R_2ARphcLKbG8pCbs,after,stress,8
R_2ARphcLKbG8pCbs,before,anxiety,8
R_2ARphcLKbG8pCbs,before,depression,7
R_2ARphcLKbG8pCbs,before,stress,8
R_2B4II5QqOBTuBsc,after,anxiety,11
R_2B4II5QqOBTuBsc,after,depression,14
R_2B4II5QqOBTuBsc,after,stress,23
R_2B4II5QqOBTuBsc,before,anxiety,9
R_2B4II5QqOBTuBsc,before,depression,16
R_2B4II5QqOBTuBsc,before,stress,17
R_2bVGOK2omxjKHpn,after,anxiety,7
R_2bVGOK2omxjKHpn,after,depression,7
R_2bVGOK2omxjKHpn,after,stress,8
R_2bVGOK2omxjKHpn,before,anxiety,7
R_2bVGOK2omxjKHpn,before,depression,7
R_2bVGOK2omxjKHpn,before,stress,8
R_2CB7Tu6CfOt3tUN,after,anxiety,12
R_2CB7Tu6CfOt3tUN,after,depression,18
R_2CB7Tu6CfOt3tUN,after,stress,12
R_2CB7Tu6CfOt3tUN,before,anxiety,12
R_2CB7Tu6CfOt3tUN,before,depression,15
R_2CB7Tu6CfOt3tUN,before,stress,15
R_2cd59QR5hZHKBZT,after,anxiety,14
R_2cd59QR5hZHKBZT,after,depression,22
R_2cd59QR5hZHKBZT,after,stress,25
R_2cd59QR5hZHKBZT,before,anxiety,13
R_2cd59QR5hZHKBZT,before,depression,23
R_2cd59QR5hZHKBZT,before,stress,22
R_2cdROg831T1vhEC,after,anxiety,9
R_2cdROg831T1vhEC,after,depression,9
R_2cdROg831T1vhEC,after,stress,10
R_2cdROg831T1vhEC,before,anxiety,10
R_2cdROg831T1vhEC,before,depression,12
R_2cdROg831T1vhEC,before,stress,11
R_2Clwma6pSIEIvrW,after,anxiety,14
R_2Clwma6pSIEIvrW,after,depression,12
R_2Clwma6pSIEIvrW,after,stress,16
R_2Clwma6pSIEIvrW,before,anxiety,11
R_2Clwma6pSIEIvrW,before,depression,7
R_2Clwma6pSIEIvrW,before,stress,12
R_2CvKeTojbEMdWFy,after,anxiety,7
R_2CvKeTojbEMdWFy,after,depression,17
R_2CvKeTojbEMdWFy,after,stress,11
R_2CvKeTojbEMdWFy,before,anxiety,7
R_2CvKeTojbEMdWFy,before,depression,17
R_2CvKeTojbEMdWFy,before,stress,15
R_2dQRwob8W5KZXgY,after,anxiety,7
R_2dQRwob8W5KZXgY,after,depression,7
R_2dQRwob8W5KZXgY,after,stress,7
R_2dQRwob8W5KZXgY,before,anxiety,14
R_2dQRwob8W5KZXgY,before,depression,14
R_2dQRwob8W5KZXgY,before,stress,15
R_2DZSUz54Rl39uyo,after,anxiety,8
R_2DZSUz54Rl39uyo,after,depression,20
R_2DZSUz54Rl39uyo,after,stress,10
R_2DZSUz54Rl39uyo,before,anxiety,7
R_2DZSUz54Rl39uyo,before,depression,10.764705882352942
R_2DZSUz54Rl39uyo,before,stress,7
R_2e2R7LJzpLYQiWW,after,anxiety,7
R_2e2R7LJzpLYQiWW,after,depression,13
R_2e2R7LJzpLYQiWW,after,stress,11
R_2e2R7LJzpLYQiWW,before,anxiety,8
R_2e2R7LJzpLYQiWW,before,depression,8
R_2e2R7LJzpLYQiWW,before,stress,11
R_2E4NIJT672CNqhY,after,anxiety,14
R_2E4NIJT672CNqhY,after,depression,12
R_2E4NIJT672CNqhY,after,stress,16
R_2E4NIJT672CNqhY,before,anxiety,16
R_2E4NIJT672CNqhY,before,depression,12
R_2E4NIJT672CNqhY,before,stress,17
R_2e9aZobX5Mrf2mF,after,anxiety,18
R_2e9aZobX5Mrf2mF,after,depression,28
R_2e9aZobX5Mrf2mF,after,stress,20
R_2e9aZobX5Mrf2mF,before,anxiety,18
R_2e9aZobX5Mrf2mF,before,depression,26
R_2e9aZobX5Mrf2mF,before,stress,20
R_2f82SUumXJ91Tm8,after,anxiety,15
R_2f82SUumXJ91Tm8,after,depression,16
R_2f82SUumXJ91Tm8,after,stress,21
R_2f82SUumXJ91Tm8,before,anxiety,11
R_2f82SUumXJ91Tm8,before,depression,12
R_2f82SUumXJ91Tm8,before,stress,15
R_2fIesR987yHKjDw,after,anxiety,23
R_2fIesR987yHKjDw,after,depression,25
R_2fIesR987yHKjDw,after,stress,25
R_2fIesR987yHKjDw,before,anxiety,16
R_2fIesR987yHKjDw,before,depression,15
R_2fIesR987yHKjDw,before,stress,21
R_2fvruv9ZivyF7o5,after,anxiety,13
R_2fvruv9ZivyF7o5,after,depression,15
R_2fvruv9ZivyF7o5,after,stress,18
R_2fvruv9ZivyF7o5,before,anxiety,9
R_2fvruv9ZivyF7o5,before,depression,11
R_2fvruv9ZivyF7o5,before,stress,14
R_2fvUAwVkhV1ypOM,after,anxiety,20
R_2fvUAwVkhV1ypOM,after,depression,28
R_2fvUAwVkhV1ypOM,after,stress,24
R_2fvUAwVkhV1ypOM,before,anxiety,13
R_2fvUAwVkhV1ypOM,before,depression,21
R_2fvUAwVkhV1ypOM,before,stress,18
R_2OPDHtEfJyTCxsv,after,anxiety,11
R_2OPDHtEfJyTCxsv,after,depression,15
R_2OPDHtEfJyTCxsv,after,stress,16
R_2OPDHtEfJyTCxsv,before,anxiety,13
R_2OPDHtEfJyTCxsv,before,depression,10
R_2OPDHtEfJyTCxsv,before,stress,15
R_2OYGHuXGBqkz2JB,after,anxiety,12
R_2OYGHuXGBqkz2JB,after,depression,10
R_2OYGHuXGBqkz2JB,after,stress,16
R_2OYGHuXGBqkz2JB,before,anxiety,9
R_2OYGHuXGBqkz2JB,before,depression,11
R_2OYGHuXGBqkz2JB,before,stress,16
R_2qaBXyfNpVCNqWK,after,anxiety,10
R_2qaBXyfNpVCNqWK,after,depression,8
R_2qaBXyfNpVCNqWK,after,stress,12
R_2qaBXyfNpVCNqWK,before,anxiety,12
R_2qaBXyfNpVCNqWK,before,depression,17
R_2qaBXyfNpVCNqWK,before,stress,14
R_2QAK9Z7h7xDhFpT,after,anxiety,22
R_2QAK9Z7h7xDhFpT,after,depression,19
R_2QAK9Z7h7xDhFpT,after,stress,21
R_2QAK9Z7h7xDhFpT,before,anxiety,18
R_2QAK9Z7h7xDhFpT,before,depression,15
R_2QAK9Z7h7xDhFpT,before,stress,17
R_2qrC4O6fVkjwiry,after,anxiety,9
R_2qrC4O6fVkjwiry,after,depression,18
R_2qrC4O6fVkjwiry,after,stress,17
R_2qrC4O6fVkjwiry,before,anxiety,9
R_2qrC4O6fVkjwiry,before,depression,16
R_2qrC4O6fVkjwiry,before,stress,14
R_2QzW5HTDKSQoIdW,after,anxiety,8
R_2QzW5HTDKSQoIdW,after,depression,9.095238095238095
R_2QzW5HTDKSQoIdW,after,stress,9
R_2QzW5HTDKSQoIdW,before,anxiety,7
R_2QzW5HTDKSQoIdW,before,depression,8
R_2QzW5HTDKSQoIdW,before,stress,9
R_2R97eLv3ogd7F2s,after,anxiety,13
R_2R97eLv3ogd7F2s,after,depression,9
R_2R97eLv3ogd7F2s,after,stress,17
R_2R97eLv3ogd7F2s,before,anxiety,14
R_2R97eLv3ogd7F2s,before,depression,14
R_2R97eLv3ogd7F2s,before,stress,16
R_2rPjSQLcIC8CDty,after,anxiety,15
R_2rPjSQLcIC8CDty,after,depression,15
R_2rPjSQLcIC8CDty,after,stress,17
R_2rPjSQLcIC8CDty,before,anxiety,12
R_2rPjSQLcIC8CDty,before,depression,11
R_2rPjSQLcIC8CDty,before,stress,15
R_2SeikFcu2AS9w7X,after,anxiety,9
R_2SeikFcu2AS9w7X,after,depression,12
R_2SeikFcu2AS9w7X,after,stress,10
R_2SeikFcu2AS9w7X,before,anxiety,11
R_2SeikFcu2AS9w7X,before,depression,11
R_2SeikFcu2AS9w7X,before,stress,9
R_2SH3IlYMix1JYmN,after,anxiety,8
R_2SH3IlYMix1JYmN,after,depression,12
R_2SH3IlYMix1JYmN,after,stress,11
R_2SH3IlYMix1JYmN,before,anxiety,10
R_2SH3IlYMix1JYmN,before,depression,11
R_2SH3IlYMix1JYmN,before,stress,12
R_2Sq2mphrvRDkWOh,after,anxiety,8
R_2Sq2mphrvRDkWOh,after,depression,8
R_2Sq2mphrvRDkWOh,after,stress,9
R_2Sq2mphrvRDkWOh,before,anxiety,8
R_2Sq2mphrvRDkWOh,before,depression,12
R_2Sq2mphrvRDkWOh,before,stress,13
R_2SwMBZLcD2f52ij,after,anxiety,7
R_2SwMBZLcD2f52ij,after,depression,7
R_2SwMBZLcD2f52ij,after,stress,7
R_2SwMBZLcD2f52ij,before,anxiety,7
R_2SwMBZLcD2f52ij,before,depression,7
R_2SwMBZLcD2f52ij,before,stress,7
R_2TG0VS1cyTZTOII,after,anxiety,8
R_2TG0VS1cyTZTOII,after,depression,7
R_2TG0VS1cyTZTOII,after,stress,12
R_2TG0VS1cyTZTOII,before,anxiety,7
R_2TG0VS1cyTZTOII,before,depression,7
R_2TG0VS1cyTZTOII,before,stress,10
R_2tJtUaHMu03QTQ1,after,anxiety,22
R_2tJtUaHMu03QTQ1,after,depression,27
R_2tJtUaHMu03QTQ1,after,stress,22
