response_id,lockdown_period,subscale,score,id,total_hours_played,total_hours_played_s,score_ord
R_V213xJcCci8mpHj,after,depression,20,47,74,1.8888742440917523,20
R_V213xJcCci8mpHj,before,depression,14,47,52,0.9452170040624294,14
R_vlag3f3fIWmaxeV,after,depression,4,48,21,-0.38448183416070775,4
R_vlag3f3fIWmaxeV,before,depression,14,48,4,-1.1136715196379119,14
R_w7AV8G1eEuySSVr,after,depression,20,49,35,0.21602731858522517,20
R_w7AV8G1eEuySSVr,before,depression,14,49,35,0.21602731858522517,14
R_WkD2Xf1StVlY1k5,after,depression,34,50,23,-0.29869481233986017,34
R_WkD2Xf1StVlY1k5,before,depression,24,50,19,-0.4702688559815553,24
R_Wrr9h9YwjeBoNpf,after,depression,24,51,8,-0.9420974759962168,24
R_Wrr9h9YwjeBoNpf,before,depression,28,51,8,-0.9420974759962168,28
R_XYYWZaTga3BEXdL,after,depression,8,52,17,-0.5560558778024028,8
R_XYYWZaTga3BEXdL,before,depression,8,52,21,-0.38448183416070775,8
R_yl0OHDoTCu63b7b,after,depression,28,53,30,0.0015597640331062722,28
R_yl0OHDoTCu63b7b,before,depression,26,53,30,0.0015597640331062722,26
R_ZIyPy9Dq6G7mGIx,after,depression,16,54,35,0.21602731858522517,16
R_ZIyPy9Dq6G7mGIx,before,depression,30,54,22,-0.341588323250284,30
R_zSuKsNMuq2O2oA9,after,depression,2,55,64,1.4599391349875146,2
R_zSuKsNMuq2O2oA9,before,depression,4,55,64,1.4599391349875146,4
