response_id,n_missing,has_missing
R_piX57LSmaReTby1,0,0
R_Oju76sshryv7YAh,0,0
R_Xjm191b0NxVNvbz,0,0
R_30uRCB7vSqjK8Tf,0,0
R_2VkJBjNuuyAttyZ,0,0
R_RLcbhnqjnjLiaVX,0,0
R_2B4II5QqOBTuBsc,0,0
R_1M5w3AllKLTG9vr,0,0
R_0vTXEcLGjOc6uRj,1,1
R_3VJUdRxHSSY9KRH,0,0
R_b3OqdK3QYKKuHYd,0,0
R_8jHHv1qsC7vCAz7,0,0
R_BDGcUeEGjSpIacN,0,0
R_3lxovCWhEaeqaCs,0,0
R_1N9O72YdQ4GZFDi,0,0
R_brWqcjWNLR2SR6p,0,0
R_1HbCUjufNKWfBV4,0,0
R_OP7imJenh3QEzHr,0,0
R_2YJKbEV4DDO8Lc0,0,0
R_6kZae0087zktvOx,0,0
R_24isskypHAzj6a4,0,0
R_b25c1SzzqBXhNlf,0,0
R_1nSWaU6aHeoCVz1,1,1
R_2XcEmd1YzcIXw1Y,0,0
R_3KCvZebmGxmSVat,0,0
R_2TSJxMqN9gOlUOV,0,0
R_3jV6I52yPFAZ8oy,0,0
R_1E5vpihv0BCn2Jo,0,0
R_3asqcGii6ulHk9X,0,0
R_2947NV0sa0o6uqa,0,0
R_1Nady9hvbIvDcLg,0,0
R_SIf4380kHiu7wAh,0,0
R_1DtGqgKOtlhl4vS,0,0
R_UuOGjA6wOYIRHUt,0,0
R_1eqNc6OUIYqj3s8,0,0
R_3koLHqG1bLK3yy5,0,0
R_2qrC4O6fVkjwiry,0,0
R_ZxG3FMCz1l6uJd7,0,0
R_SUcU46CryPkShsR,0,0
R_1cSrZsKJbMLVpfn,0,0
R_3e1VGffpt89tw8h,0,0
R_25z3VIIwpNMoGjS,0,0
R_3pajSVQnjGXyVpt,0,0
R_2TG0VS1cyTZTOII,0,0
R_2vZKXOkrXwQOPM0,0,0
R_1OIk0siawnKDTiy,0,0
R_1mIvz4scUnVKLx7,0,0
R_Zrj2VRi2kmSoAoN,0,0
R_WxPm6DIjeTENfxv,0,0
R_3O0Oame9dqBbP5b,0,0
R_DejQ8cSCeZ4rekp,0,0
R_1OVLo23ZSViJv0e,0,0
R_27D28zcmps8GRka,0,0
R_1isdeJ0akLVA05z,0,0
R_3n2iadGDdM5zQ7k,0,0
R_3scUafsIK61edPZ,0,0
R_29gj9i4nykxouwi,0,0
R_3HS9n2GsIIHkDkT,0,0
R_2YyK6503UwmpO2W,0,0
R_2OYGHuXGBqkz2JB,0,0
R_2E4NIJT672CNqhY,0,0
R_BPqFXh1wkgyB1Tz,0,0
R_3m4gEtF4OFDZWgM,0,0
R_1jf9Sx7JAoAu6dB,0,0
R_10TobIjLKGhA3cQ,0,0
R_2OPDHtEfJyTCxsv,0,0
R_29sTVuZYJRxiKzv,0,0
R_2CTWdkSw6ViCuJq,0,0
R_111rjgTikYEbPtb,0,0
R_2zUqq1urUzBGq6C,0,0
R_pJBqW9a6blfxMnn,0,0
R_2aM58IL6PRjl31M,0,0
R_BSsMj7rx2Tnixot,0,0
R_2SeikFcu2AS9w7X,0,0
R_SOViMCN9d7ybO8h,0,0
R_3M4IeaDW99mC9dK,0,0
R_3hEAA1sGTLuhlZP,0,0
R_1Ka3YhFFxRPhu6A,0,0
R_1jptKS7BPpIT1cD,0,0
R_2trlnajiLWtBHVS,1,1
R_3JecnAA27cFGR9J,0,0
R_2yrXHzzzgNeI0Ry,0,0
R_2R97eLv3ogd7F2s,0,0
R_31LSyq6W3sTmpY5,0,0
R_2SH3IlYMix1JYmN,0,0
R_1jkddLsj0iUCBlG,1,1
R_UtoTopbBz0tqPqp,0,0
R_ZmHvxJewc1RDEfT,0,0
