response_id,time,subscale,score
R_1OGOApUcrgQ9PDV,after,amotivation,22
R_1OGOApUcrgQ9PDV,after,external_regulation,6
R_1OGOApUcrgQ9PDV,after,identified_regulation,12
R_1OGOApUcrgQ9PDV,after,instrinsic_motivation,24
R_1OGOApUcrgQ9PDV,after,integrated_regulation,6
R_1OGOApUcrgQ9PDV,after,introjected_regulation,6
R_1OGOApUcrgQ9PDV,before,amotivation,12
R_1OGOApUcrgQ9PDV,before,external_regulation,18
R_1OGOApUcrgQ9PDV,before,identified_regulation,20
R_1OGOApUcrgQ9PDV,before,instrinsic_motivation,26
R_1OGOApUcrgQ9PDV,before,integrated_regulation,18
R_1OGOApUcrgQ9PDV,before,introjected_regulation,14
R_22Q9Iw4NYMriVYz,after,amotivation,6
R_22Q9Iw4NYMriVYz,after,external_regulation,12
R_22Q9Iw4NYMriVYz,after,identified_regulation,12
R_22Q9Iw4NYMriVYz,after,instrinsic_motivation,14
R_22Q9Iw4NYMriVYz,after,integrated_regulation,16
R_22Q9Iw4NYMriVYz,after,introjected_regulation,6
R_22Q9Iw4NYMriVYz,before,amotivation,6
R_22Q9Iw4NYMriVYz,before,external_regulation,16
R_22Q9Iw4NYMriVYz,before,identified_regulation,12
R_22Q9Iw4NYMriVYz,before,instrinsic_motivation,20
R_22Q9Iw4NYMriVYz,before,integrated_regulation,18
R_22Q9Iw4NYMriVYz,before,introjected_regulation,8
R_237akAEwp1ZNQtX,after,amotivation,6
R_237akAEwp1ZNQtX,after,external_regulation,12
R_237akAEwp1ZNQtX,after,identified_regulation,22
R_237akAEwp1ZNQtX,after,instrinsic_motivation,26
R_237akAEwp1ZNQtX,after,integrated_regulation,6
R_237akAEwp1ZNQtX,after,introjected_regulation,6
R_237akAEwp1ZNQtX,before,amotivation,6
R_237akAEwp1ZNQtX,before,external_regulation,18
R_237akAEwp1ZNQtX,before,identified_regulation,22
R_237akAEwp1ZNQtX,before,instrinsic_motivation,36
R_237akAEwp1ZNQtX,before,integrated_regulation,6
R_237akAEwp1ZNQtX,before,introjected_regulation,6
R_28YlGk4KWcNC1Hz,after,amotivation,22
R_28YlGk4KWcNC1Hz,after,external_regulation,28
R_28YlGk4KWcNC1Hz,after,identified_regulation,26
R_28YlGk4KWcNC1Hz,after,instrinsic_motivation,22
R_28YlGk4KWcNC1Hz,after,integrated_regulation,26
R_28YlGk4KWcNC1Hz,after,introjected_regulation,24
R_28YlGk4KWcNC1Hz,before,amotivation,20
R_28YlGk4KWcNC1Hz,before,external_regulation,26
R_28YlGk4KWcNC1Hz,before,identified_regulation,26
R_28YlGk4KWcNC1Hz,before,instrinsic_motivation,22
R_28YlGk4KWcNC1Hz,before,integrated_regulation,28
R_28YlGk4KWcNC1Hz,before,introjected_regulation,24
R_2ANDY1UL9QHh0bt,after,amotivation,6
R_2ANDY1UL9QHh0bt,after,external_regulation,24
R_2ANDY1UL9QHh0bt,after,identified_regulation,22
R_2ANDY1UL9QHh0bt,after,instrinsic_motivation,28
R_2ANDY1UL9QHh0bt,after,integrated_regulation,16
R_2ANDY1UL9QHh0bt,after,introjected_regulation,10
R_2ANDY1UL9QHh0bt,before,amotivation,14
R_2ANDY1UL9QHh0bt,before,external_regulation,24
R_2ANDY1UL9QHh0bt,before,identified_regulation,20
R_2ANDY1UL9QHh0bt,before,instrinsic_motivation,28
R_2ANDY1UL9QHh0bt,before,integrated_regulation,20
R_2ANDY1UL9QHh0bt,before,introjected_regulation,14
R_2fjoBMWdN1ICH1c,after,amotivation,12
R_2fjoBMWdN1ICH1c,after,external_regulation,18
R_2fjoBMWdN1ICH1c,after,identified_regulation,20
R_2fjoBMWdN1ICH1c,after,instrinsic_motivation,26
R_2fjoBMWdN1ICH1c,after,integrated_regulation,18
R_2fjoBMWdN1ICH1c,after,introjected_regulation,12
R_2fjoBMWdN1ICH1c,before,amotivation,12
R_2fjoBMWdN1ICH1c,before,external_regulation,18
R_2fjoBMWdN1ICH1c,before,identified_regulation,20
R_2fjoBMWdN1ICH1c,before,instrinsic_motivation,26
R_2fjoBMWdN1ICH1c,before,integrated_regulation,18
R_2fjoBMWdN1ICH1c,before,introjected_regulation,14
R_2fy7OLb5SO3rVpk,after,amotivation,36
R_2fy7OLb5SO3rVpk,after,external_regulation,6
R_2fy7OLb5SO3rVpk,after,identified_regulation,6
R_2fy7OLb5SO3rVpk,after,instrinsic_motivation,6
R_2fy7OLb5SO3rVpk,after,integrated_regulation,8
R_2fy7OLb5SO3rVpk,after,introjected_regulation,18
R_2fy7OLb5SO3rVpk,before,amotivation,24
R_2fy7OLb5SO3rVpk,before,external_regulation,6
R_2fy7OLb5SO3rVpk,before,identified_regulation,6
R_2fy7OLb5SO3rVpk,before,instrinsic_motivation,10
R_2fy7OLb5SO3rVpk,before,integrated_regulation,14
R_2fy7OLb5SO3rVpk,before,introjected_regulation,12
R_2qpx286lR9fjVMC,after,amotivation,24
R_2qpx286lR9fjVMC,after,external_regulation,24
R_2qpx286lR9fjVMC,after,identified_regulation,18
R_2qpx286lR9fjVMC,after,instrinsic_motivation,22
R_2qpx286lR9fjVMC,after,integrated_regulation,16
R_2qpx286lR9fjVMC,after,introjected_regulation,18
R_2qpx286lR9fjVMC,before,amotivation,30
R_2qpx286lR9fjVMC,before,external_regulation,24
R_2qpx286lR9fjVMC,before,identified_regulation,18
R_2qpx286lR9fjVMC,before,instrinsic_motivation,28
R_2qpx286lR9fjVMC,before,integrated_regulation,16
R_2qpx286lR9fjVMC,before,introjected_regulation,16
R_2ri38po4P4fnJtK,after,amotivation,22
R_2ri38po4P4fnJtK,after,external_regulation,26
R_2ri38po4P4fnJtK,after,identified_regulation,6
R_2ri38po4P4fnJtK,after,instrinsic_motivation,6
R_2ri38po4P4fnJtK,after,integrated_regulation,6
R_2ri38po4P4fnJtK,after,introjected_regulation,6
R_2ri38po4P4fnJtK,before,amotivation,16
R_2ri38po4P4fnJtK,before,external_regulation,16
R_2ri38po4P4fnJtK,before,identified_regulation,14
R_2ri38po4P4fnJtK,before,instrinsic_motivation,36
R_2ri38po4P4fnJtK,before,integrated_regulation,6
R_2ri38po4P4fnJtK,before,introjected_regulation,6
R_2riPjmHJ1ujE2AI,after,amotivation,12
R_2riPjmHJ1ujE2AI,after,external_regulation,18
R_2riPjmHJ1ujE2AI,after,identified_regulation,20
R_2riPjmHJ1ujE2AI,after,instrinsic_motivation,26
R_2riPjmHJ1ujE2AI,after,integrated_regulation,18
R_2riPjmHJ1ujE2AI,after,introjected_regulation,12
R_2riPjmHJ1ujE2AI,before,amotivation,16
R_2riPjmHJ1ujE2AI,before,external_regulation,20
R_2riPjmHJ1ujE2AI,before,identified_regulation,16
R_2riPjmHJ1ujE2AI,before,instrinsic_motivation,18
R_2riPjmHJ1ujE2AI,before,integrated_regulation,12
R_2riPjmHJ1ujE2AI,before,introjected_regulation,12
R_2VsTI6YcrvQkU00,after,amotivation,8
R_2VsTI6YcrvQkU00,after,external_regulation,18
R_2VsTI6YcrvQkU00,after,identified_regulation,18
R_2VsTI6YcrvQkU00,after,instrinsic_motivation,26
R_2VsTI6YcrvQkU00,after,integrated_regulation,16
R_2VsTI6YcrvQkU00,after,introjected_regulation,18
R_2VsTI6YcrvQkU00,before,amotivation,10
R_2VsTI6YcrvQkU00,before,external_regulation,16
R_2VsTI6YcrvQkU00,before,identified_regulation,20
R_2VsTI6YcrvQkU00,before,instrinsic_motivation,28
R_2VsTI6YcrvQkU00,before,integrated_regulation,28
R_2VsTI6YcrvQkU00,before,introjected_regulation,18
R_2WUWSPXQGpkoYiQ,after,amotivation,6
R_2WUWSPXQGpkoYiQ,after,external_regulation,32
R_2WUWSPXQGpkoYiQ,after,identified_regulation,18
R_2WUWSPXQGpkoYiQ,after,instrinsic_motivation,36
R_2WUWSPXQGpkoYiQ,after,integrated_regulation,20
R_2WUWSPXQGpkoYiQ,after,introjected_regulation,20
R_2WUWSPXQGpkoYiQ,before,amotivation,10
R_2WUWSPXQGpkoYiQ,before,external_regulation,32
R_2WUWSPXQGpkoYiQ,before,identified_regulation,8
R_2WUWSPXQGpkoYiQ,before,instrinsic_motivation,36
R_2WUWSPXQGpkoYiQ,before,integrated_regulation,24
R_2WUWSPXQGpkoYiQ,before,introjected_regulation,24
R_2Y3vSpPmQtCUg27,after,amotivation,6
R_2Y3vSpPmQtCUg27,after,external_regulation,6
R_2Y3vSpPmQtCUg27,after,identified_regulation,14
R_2Y3vSpPmQtCUg27,after,instrinsic_motivation,36
R_2Y3vSpPmQtCUg27,after,integrated_regulation,26
R_2Y3vSpPmQtCUg27,after,introjected_regulation,6
R_2Y3vSpPmQtCUg27,before,amotivation,6
R_2Y3vSpPmQtCUg27,before,external_regulation,8
R_2Y3vSpPmQtCUg27,before,identified_regulation,28
R_2Y3vSpPmQtCUg27,before,instrinsic_motivation,36
R_2Y3vSpPmQtCUg27,before,integrated_regulation,26
R_2Y3vSpPmQtCUg27,before,introjected_regulation,14
R_2ZNqbe16jkaSqDs,after,amotivation,6
R_2ZNqbe16jkaSqDs,after,external_regulation,28
R_2ZNqbe16jkaSqDs,after,identified_regulation,32
R_2ZNqbe16jkaSqDs,after,instrinsic_motivation,30
R_2ZNqbe16jkaSqDs,after,integrated_regulation,14
R_2ZNqbe16jkaSqDs,after,introjected_regulation,6
R_2ZNqbe16jkaSqDs,before,amotivation,6
R_2ZNqbe16jkaSqDs,before,external_regulation,26
R_2ZNqbe16jkaSqDs,before,identified_regulation,30
R_2ZNqbe16jkaSqDs,before,instrinsic_motivation,30
R_2ZNqbe16jkaSqDs,before,integrated_regulation,22
R_2ZNqbe16jkaSqDs,before,introjected_regulation,6
R_31BhgcJAtt4udIx,after,amotivation,6
R_31BhgcJAtt4udIx,after,external_regulation,36
R_31BhgcJAtt4udIx,after,identified_regulation,36
R_31BhgcJAtt4udIx,after,instrinsic_motivation,36
R_31BhgcJAtt4udIx,after,integrated_regulation,36
R_31BhgcJAtt4udIx,after,introjected_regulation,36
R_31BhgcJAtt4udIx,before,amotivation,18
R_31BhgcJAtt4udIx,before,external_regulation,36
R_31BhgcJAtt4udIx,before,identified_regulation,34
R_31BhgcJAtt4udIx,before,instrinsic_motivation,36
R_31BhgcJAtt4udIx,before,integrated_regulation,36
R_31BhgcJAtt4udIx,before,introjected_regulation,24
R_31RjR49IX1YOJ7y,after,amotivation,6
R_31RjR49IX1YOJ7y,after,external_regulation,32
R_31RjR49IX1YOJ7y,after,identified_regulation,16
R_31RjR49IX1YOJ7y,after,instrinsic_motivation,36
R_31RjR49IX1YOJ7y,after,integrated_regulation,18
R_31RjR49IX1YOJ7y,after,introjected_regulation,14
R_31RjR49IX1YOJ7y,before,amotivation,12
R_31RjR49IX1YOJ7y,before,external_regulation,18
R_31RjR49IX1YOJ7y,before,identified_regulation,20
R_31RjR49IX1YOJ7y,before,instrinsic_motivation,26
R_31RjR49IX1YOJ7y,before,integrated_regulation,18
R_31RjR49IX1YOJ7y,before,introjected_regulation,14
R_3Dhl5RDE5WPkhjZ,after,amotivation,12
R_3Dhl5RDE5WPkhjZ,after,external_regulation,18
R_3Dhl5RDE5WPkhjZ,after,identified_regulation,20
R_3Dhl5RDE5WPkhjZ,after,instrinsic_motivation,26
R_3Dhl5RDE5WPkhjZ,after,integrated_regulation,18
R_3Dhl5RDE5WPkhjZ,after,introjected_regulation,12
R_3Dhl5RDE5WPkhjZ,before,amotivation,12
R_3Dhl5RDE5WPkhjZ,before,external_regulation,18
R_3Dhl5RDE5WPkhjZ,before,identified_regulation,20
R_3Dhl5RDE5WPkhjZ,before,instrinsic_motivation,26
R_3Dhl5RDE5WPkhjZ,before,integrated_regulation,18
R_3Dhl5RDE5WPkhjZ,before,introjected_regulation,14
R_3e2GBC1tsXm5UH9,after,amotivation,10
R_3e2GBC1tsXm5UH9,after,external_regulation,24
R_3e2GBC1tsXm5UH9,after,identified_regulation,16
R_3e2GBC1tsXm5UH9,after,instrinsic_motivation,26
R_3e2GBC1tsXm5UH9,after,integrated_regulation,18
R_3e2GBC1tsXm5UH9,after,introjected_regulation,12
R_3e2GBC1tsXm5UH9,before,amotivation,12
R_3e2GBC1tsXm5UH9,before,external_regulation,26
R_3e2GBC1tsXm5UH9,before,identified_regulation,18
R_3e2GBC1tsXm5UH9,before,instrinsic_motivation,28
R_3e2GBC1tsXm5UH9,before,integrated_regulation,10
R_3e2GBC1tsXm5UH9,before,introjected_regulation,18
R_3EbuYRY1KfEPCX3,after,amotivation,6
R_3EbuYRY1KfEPCX3,after,external_regulation,12
R_3EbuYRY1KfEPCX3,after,identified_regulation,20
R_3EbuYRY1KfEPCX3,after,instrinsic_motivation,24
R_3EbuYRY1KfEPCX3,after,integrated_regulation,24
R_3EbuYRY1KfEPCX3,after,introjected_regulation,18
R_3EbuYRY1KfEPCX3,before,amotivation,12
R_3EbuYRY1KfEPCX3,before,external_regulation,18
R_3EbuYRY1KfEPCX3,before,identified_regulation,22
R_3EbuYRY1KfEPCX3,before,instrinsic_motivation,28
R_3EbuYRY1KfEPCX3,before,integrated_regulation,26
R_3EbuYRY1KfEPCX3,before,introjected_regulation,22
R_3fiMnltHW0VY7HP,after,amotivation,18
R_3fiMnltHW0VY7HP,after,external_regulation,30
R_3fiMnltHW0VY7HP,after,identified_regulation,16
R_3fiMnltHW0VY7HP,after,instrinsic_motivation,30
R_3fiMnltHW0VY7HP,after,integrated_regulation,16
R_3fiMnltHW0VY7HP,after,introjected_regulation,10
R_3fiMnltHW0VY7HP,before,amotivation,16
R_3fiMnltHW0VY7HP,before,external_regulation,26
R_3fiMnltHW0VY7HP,before,identified_regulation,24
R_3fiMnltHW0VY7HP,before,instrinsic_motivation,32
R_3fiMnltHW0VY7HP,before,integrated_regulation,20
R_3fiMnltHW0VY7HP,before,introjected_regulation,18
R_3fW7nwlGuhwYbo5,after,amotivation,6
R_3fW7nwlGuhwYbo5,after,external_regulation,16
R_3fW7nwlGuhwYbo5,after,identified_regulation,22
R_3fW7nwlGuhwYbo5,after,instrinsic_motivation,26
R_3fW7nwlGuhwYbo5,after,integrated_regulation,26
R_3fW7nwlGuhwYbo5,after,introjected_regulation,6
R_3fW7nwlGuhwYbo5,before,amotivation,6
R_3fW7nwlGuhwYbo5,before,external_regulation,20
R_3fW7nwlGuhwYbo5,before,identified_regulation,26
R_3fW7nwlGuhwYbo5,before,instrinsic_motivation,24
R_3fW7nwlGuhwYbo5,before,integrated_regulation,20
R_3fW7nwlGuhwYbo5,before,introjected_regulation,16
R_3g11OuFlZDreUWH,after,amotivation,18
R_3g11OuFlZDreUWH,after,external_regulation,24
R_3g11OuFlZDreUWH,after,identified_regulation,24
R_3g11OuFlZDreUWH,after,instrinsic_motivation,22
R_3g11OuFlZDreUWH,after,integrated_regulation,22
R_3g11OuFlZDreUWH,after,introjected_regulation,26
R_3g11OuFlZDreUWH,before,amotivation,24
R_3g11OuFlZDreUWH,before,external_regulation,24
R_3g11OuFlZDreUWH,before,identified_regulation,22
R_3g11OuFlZDreUWH,before,instrinsic_motivation,22
R_3g11OuFlZDreUWH,before,integrated_regulation,22
R_3g11OuFlZDreUWH,before,introjected_regulation,18
R_3HIxxqBts6Z0OZO,after,amotivation,10
R_3HIxxqBts6Z0OZO,after,external_regulation,16
R_3HIxxqBts6Z0OZO,after,identified_regulation,18
R_3HIxxqBts6Z0OZO,after,instrinsic_motivation,30
R_3HIxxqBts6Z0OZO,after,integrated_regulation,8
R_3HIxxqBts6Z0OZO,after,introjected_regulation,14
R_3HIxxqBts6Z0OZO,before,amotivation,10
R_3HIxxqBts6Z0OZO,before,external_regulation,20
R_3HIxxqBts6Z0OZO,before,identified_regulation,10
R_3HIxxqBts6Z0OZO,before,instrinsic_motivation,32
R_3HIxxqBts6Z0OZO,before,integrated_regulation,14
R_3HIxxqBts6Z0OZO,before,introjected_regulation,12
R_3PNeMMqpSuzFgK6,after,amotivation,6
R_3PNeMMqpSuzFgK6,after,external_regulation,18
R_3PNeMMqpSuzFgK6,after,identified_regulation,14
R_3PNeMMqpSuzFgK6,after,instrinsic_motivation,20
R_3PNeMMqpSuzFgK6,after,integrated_regulation,18
R_3PNeMMqpSuzFgK6,after,introjected_regulation,12
R_3PNeMMqpSuzFgK6,before,amotivation,6
R_3PNeMMqpSuzFgK6,before,external_regulation,16
R_3PNeMMqpSuzFgK6,before,identified_regulation,14
R_3PNeMMqpSuzFgK6,before,instrinsic_motivation,26
R_3PNeMMqpSuzFgK6,before,integrated_regulation,14
R_3PNeMMqpSuzFgK6,before,introjected_regulation,6
R_3QM1yoXPn1WIPIp,after,amotivation,12
R_3QM1yoXPn1WIPIp,after,external_regulation,18
R_3QM1yoXPn1WIPIp,after,identified_regulation,20
R_3QM1yoXPn1WIPIp,after,instrinsic_motivation,26
R_3QM1yoXPn1WIPIp,after,integrated_regulation,18
R_3QM1yoXPn1WIPIp,after,introjected_regulation,12
R_3QM1yoXPn1WIPIp,before,amotivation,12
R_3QM1yoXPn1WIPIp,before,external_regulation,18
R_3QM1yoXPn1WIPIp,before,identified_regulation,20
R_3QM1yoXPn1WIPIp,before,instrinsic_motivation,26
R_3QM1yoXPn1WIPIp,before,integrated_regulation,18
R_3QM1yoXPn1WIPIp,before,introjected_regulation,14
R_5A6WR2APgRZFueJ,after,amotivation,14
R_5A6WR2APgRZFueJ,after,external_regulation,18
R_5A6WR2APgRZFueJ,after,identified_regulation,22
R_5A6WR2APgRZFueJ,after,instrinsic_motivation,28
R_5A6WR2APgRZFueJ,after,integrated_regulation,34
R_5A6WR2APgRZFueJ,after,introjected_regulation,22
R_5A6WR2APgRZFueJ,before,amotivation,6
R_5A6WR2APgRZFueJ,before,external_regulation,24
R_5A6WR2APgRZFueJ,before,identified_regulation,22
R_5A6WR2APgRZFueJ,before,instrinsic_motivation,32
R_5A6WR2APgRZFueJ,before,integrated_regulation,36
R_5A6WR2APgRZFueJ,before,introjected_regulation,20
R_5AVWI45K9Om73Gh,after,amotivation,6
R_5AVWI45K9Om73Gh,after,external_regulation,12
R_5AVWI45K9Om73Gh,after,identified_regulation,6
R_5AVWI45K9Om73Gh,after,instrinsic_motivation,14
R_5AVWI45K9Om73Gh,after,integrated_regulation,6
R_5AVWI45K9Om73Gh,after,introjected_regulation,6
R_5AVWI45K9Om73Gh,before,amotivation,6
R_5AVWI45K9Om73Gh,before,external_regulation,16
R_5AVWI45K9Om73Gh,before,identified_regulation,6
R_5AVWI45K9Om73Gh,before,instrinsic_motivation,16
R_5AVWI45K9Om73Gh,before,integrated_regulation,6
R_5AVWI45K9Om73Gh,before,introjected_regulation,6
R_6nxz0eKfNc1cdKF,after,amotivation,14
R_6nxz0eKfNc1cdKF,after,external_regulation,18
R_6nxz0eKfNc1cdKF,after,identified_regulation,22
R_6nxz0eKfNc1cdKF,after,instrinsic_motivation,32
R_6nxz0eKfNc1cdKF,after,integrated_regulation,18
R_6nxz0eKfNc1cdKF,after,introjected_regulation,20
R_6nxz0eKfNc1cdKF,before,amotivation,20
R_6nxz0eKfNc1cdKF,before,external_regulation,12
R_6nxz0eKfNc1cdKF,before,identified_regulation,14
R_6nxz0eKfNc1cdKF,before,instrinsic_motivation,14
R_6nxz0eKfNc1cdKF,before,integrated_regulation,14
R_6nxz0eKfNc1cdKF,before,introjected_regulation,6
R_82Cae0gGCtZlvZD,after,amotivation,12
R_82Cae0gGCtZlvZD,after,external_regulation,18
R_82Cae0gGCtZlvZD,after,identified_regulation,6
R_82Cae0gGCtZlvZD,after,instrinsic_motivation,30
R_82Cae0gGCtZlvZD,after,integrated_regulation,6
R_82Cae0gGCtZlvZD,after,introjected_regulation,6
R_82Cae0gGCtZlvZD,before,amotivation,18
R_82Cae0gGCtZlvZD,before,external_regulation,14
R_82Cae0gGCtZlvZD,before,identified_regulation,6
R_82Cae0gGCtZlvZD,before,instrinsic_motivation,36
R_82Cae0gGCtZlvZD,before,integrated_regulation,6
R_82Cae0gGCtZlvZD,before,introjected_regulation,10
R_8vUJrorD6qPhNCh,after,amotivation,6
R_8vUJrorD6qPhNCh,after,external_regulation,10
R_8vUJrorD6qPhNCh,after,identified_regulation,12
R_8vUJrorD6qPhNCh,after,instrinsic_motivation,26
R_8vUJrorD6qPhNCh,after,integrated_regulation,6
R_8vUJrorD6qPhNCh,after,introjected_regulation,10
R_8vUJrorD6qPhNCh,before,amotivation,10
R_8vUJrorD6qPhNCh,before,external_regulation,10
R_8vUJrorD6qPhNCh,before,identified_regulation,12
R_8vUJrorD6qPhNCh,before,instrinsic_motivation,32
R_8vUJrorD6qPhNCh,before,integrated_regulation,10
R_8vUJrorD6qPhNCh,before,introjected_regulation,8
R_9Y4ZP3qLoi3t7fH,after,amotivation,30
R_9Y4ZP3qLoi3t7fH,after,external_regulation,6
R_9Y4ZP3qLoi3t7fH,after,identified_regulation,22
R_9Y4ZP3qLoi3t7fH,after,instrinsic_motivation,22
R_9Y4ZP3qLoi3t7fH,after,integrated_regulation,22
R_9Y4ZP3qLoi3t7fH,after,introjected_regulation,14
R_9Y4ZP3qLoi3t7fH,before,amotivation,26
R_9Y4ZP3qLoi3t7fH,before,external_regulation,6
R_9Y4ZP3qLoi3t7fH,before,identified_regulation,20
R_9Y4ZP3qLoi3t7fH,before,instrinsic_motivation,24
R_9Y4ZP3qLoi3t7fH,before,integrated_regulation,22
R_9Y4ZP3qLoi3t7fH,before,introjected_regulation,12
R_AFO5tTqn4Q8XmqB,after,amotivation,16
R_AFO5tTqn4Q8XmqB,after,external_regulation,36
R_AFO5tTqn4Q8XmqB,after,identified_regulation,20
R_AFO5tTqn4Q8XmqB,after,instrinsic_motivation,36
R_AFO5tTqn4Q8XmqB,after,integrated_regulation,12
R_AFO5tTqn4Q8XmqB,after,introjected_regulation,22
R_AFO5tTqn4Q8XmqB,before,amotivation,8
R_AFO5tTqn4Q8XmqB,before,external_regulation,36
R_AFO5tTqn4Q8XmqB,before,identified_regulation,18
R_AFO5tTqn4Q8XmqB,before,instrinsic_motivation,30
R_AFO5tTqn4Q8XmqB,before,integrated_regulation,14
R_AFO5tTqn4Q8XmqB,before,introjected_regulation,30
R_bl5z1a8F19q4rol,after,amotivation,6
R_bl5z1a8F19q4rol,after,external_regulation,16
R_bl5z1a8F19q4rol,after,identified_regulation,26
R_bl5z1a8F19q4rol,after,instrinsic_motivation,24
R_bl5z1a8F19q4rol,after,integrated_regulation,26
R_bl5z1a8F19q4rol,after,introjected_regulation,14
R_bl5z1a8F19q4rol,before,amotivation,6
R_bl5z1a8F19q4rol,before,external_regulation,20
R_bl5z1a8F19q4rol,before,identified_regulation,26
R_bl5z1a8F19q4rol,before,instrinsic_motivation,22
R_bl5z1a8F19q4rol,before,integrated_regulation,30
R_bl5z1a8F19q4rol,before,introjected_regulation,16
R_cTMYr4InmqWqxyx,after,amotivation,12
R_cTMYr4InmqWqxyx,after,external_regulation,18
R_cTMYr4InmqWqxyx,after,identified_regulation,20
R_cTMYr4InmqWqxyx,after,instrinsic_motivation,26
R_cTMYr4InmqWqxyx,after,integrated_regulation,18
R_cTMYr4InmqWqxyx,after,introjected_regulation,12
R_cTMYr4InmqWqxyx,before,amotivation,12
R_cTMYr4InmqWqxyx,before,external_regulation,18
R_cTMYr4InmqWqxyx,before,identified_regulation,20
R_cTMYr4InmqWqxyx,before,instrinsic_motivation,26
R_cTMYr4InmqWqxyx,before,integrated_regulation,18
R_cTMYr4InmqWqxyx,before,introjected_regulation,14
R_O22BvtbesSiM9H3,after,amotivation,28
