response_id,lockdown_period,subscale,score
R_2WUWSPXQGpkoYiQ,before,anxiety,14
R_2WUWSPXQGpkoYiQ,before,depression,28
R_2WUWSPXQGpkoYiQ,before,stress,28
R_2WUWSPXQGpkoYiQ,during,anxiety,10
R_2WUWSPXQGpkoYiQ,during,depression,32
R_2WUWSPXQGpkoYiQ,during,stress,22
R_2Y3vSpPmQtCUg27,before,anxiety,2
R_2Y3vSpPmQtCUg27,before,depression,4
R_2Y3vSpPmQtCUg27,before,stress,6
R_2Y3vSpPmQtCUg27,during,anxiety,0
R_2Y3vSpPmQtCUg27,during,depression,2
R_2Y3vSpPmQtCUg27,during,stress,0
R_2ZNqbe16jkaSqDs,before,anxiety,0
R_2ZNqbe16jkaSqDs,before,depression,0
R_2ZNqbe16jkaSqDs,before,stress,0
R_2ZNqbe16jkaSqDs,during,anxiety,0
R_2ZNqbe16jkaSqDs,during,depression,0
R_2ZNqbe16jkaSqDs,during,stress,0
R_31BhgcJAtt4udIx,before,anxiety,26
R_31BhgcJAtt4udIx,before,depression,32
R_31BhgcJAtt4udIx,before,stress,36
R_31BhgcJAtt4udIx,during,anxiety,30
R_31BhgcJAtt4udIx,during,depression,42
R_31BhgcJAtt4udIx,during,stress,40
R_31RjR49IX1YOJ7y,before,anxiety,4
R_31RjR49IX1YOJ7y,before,depression,0
R_31RjR49IX1YOJ7y,before,stress,12
R_31RjR49IX1YOJ7y,during,anxiety,8
R_31RjR49IX1YOJ7y,during,depression,14
R_31RjR49IX1YOJ7y,during,stress,22
R_3Dhl5RDE5WPkhjZ,before,anxiety,16
R_3Dhl5RDE5WPkhjZ,before,depression,10
R_3Dhl5RDE5WPkhjZ,before,stress,16
R_3Dhl5RDE5WPkhjZ,during,anxiety,10
R_3Dhl5RDE5WPkhjZ,during,depression,10
R_3Dhl5RDE5WPkhjZ,during,stress,16
R_3e2GBC1tsXm5UH9,before,anxiety,0
R_3e2GBC1tsXm5UH9,before,depression,10
R_3e2GBC1tsXm5UH9,before,stress,22
R_3e2GBC1tsXm5UH9,during,anxiety,2
R_3e2GBC1tsXm5UH9,during,depression,8
R_3e2GBC1tsXm5UH9,during,stress,16
R_3EbuYRY1KfEPCX3,before,anxiety,24
R_3EbuYRY1KfEPCX3,before,depression,26
R_3EbuYRY1KfEPCX3,before,stress,30
R_3EbuYRY1KfEPCX3,during,anxiety,26
R_3EbuYRY1KfEPCX3,during,depression,26
R_3EbuYRY1KfEPCX3,during,stress,30
R_3fiMnltHW0VY7HP,before,anxiety,4
R_3fiMnltHW0VY7HP,before,depression,6
R_3fiMnltHW0VY7HP,before,stress,4
R_3fiMnltHW0VY7HP,during,anxiety,4
R_3fiMnltHW0VY7HP,during,depression,6
R_3fiMnltHW0VY7HP,during,stress,2
R_3fW7nwlGuhwYbo5,before,anxiety,6
R_3fW7nwlGuhwYbo5,before,depression,10
R_3fW7nwlGuhwYbo5,before,stress,12
R_3fW7nwlGuhwYbo5,during,anxiety,4
R_3fW7nwlGuhwYbo5,during,depression,20
R_3fW7nwlGuhwYbo5,during,stress,20
R_3g11OuFlZDreUWH,before,anxiety,28
R_3g11OuFlZDreUWH,before,depression,22
R_3g11OuFlZDreUWH,before,stress,22
R_3g11OuFlZDreUWH,during,anxiety,22
R_3g11OuFlZDreUWH,during,depression,24
R_3g11OuFlZDreUWH,during,stress,26
R_3HIxxqBts6Z0OZO,before,anxiety,4
R_3HIxxqBts6Z0OZO,before,depression,10
R_3HIxxqBts6Z0OZO,before,stress,10
R_3HIxxqBts6Z0OZO,during,anxiety,6
R_3HIxxqBts6Z0OZO,during,depression,8
R_3HIxxqBts6Z0OZO,during,stress,4
R_3PNeMMqpSuzFgK6,before,anxiety,4
R_3PNeMMqpSuzFgK6,before,depression,4
R_3PNeMMqpSuzFgK6,before,stress,12
R_3PNeMMqpSuzFgK6,during,anxiety,0
R_3PNeMMqpSuzFgK6,during,depression,2
R_3PNeMMqpSuzFgK6,during,stress,8
R_3QM1yoXPn1WIPIp,before,anxiety,16
R_3QM1yoXPn1WIPIp,before,depression,22
R_3QM1yoXPn1WIPIp,before,stress,18
R_3QM1yoXPn1WIPIp,during,anxiety,12
R_3QM1yoXPn1WIPIp,during,depression,14
R_3QM1yoXPn1WIPIp,during,stress,14
R_5A6WR2APgRZFueJ,before,anxiety,18
R_5A6WR2APgRZFueJ,before,depression,22
R_5A6WR2APgRZFueJ,before,stress,12
R_5A6WR2APgRZFueJ,during,anxiety,14
R_5A6WR2APgRZFueJ,during,depression,22
R_5A6WR2APgRZFueJ,during,stress,18
R_5AVWI45K9Om73Gh,before,anxiety,14
R_5AVWI45K9Om73Gh,before,depression,16
R_5AVWI45K9Om73Gh,before,stress,26
R_5AVWI45K9Om73Gh,during,anxiety,14
R_5AVWI45K9Om73Gh,during,depression,22
R_5AVWI45K9Om73Gh,during,stress,30
R_6nxz0eKfNc1cdKF,before,anxiety,12
R_6nxz0eKfNc1cdKF,before,depression,16
R_6nxz0eKfNc1cdKF,before,stress,14
R_6nxz0eKfNc1cdKF,during,anxiety,30
R_6nxz0eKfNc1cdKF,during,depression,20
R_6nxz0eKfNc1cdKF,during,stress,22
R_82Cae0gGCtZlvZD,before,anxiety,2
R_82Cae0gGCtZlvZD,before,depression,2
R_82Cae0gGCtZlvZD,before,stress,12
R_82Cae0gGCtZlvZD,during,anxiety,4
R_82Cae0gGCtZlvZD,during,depression,30
R_82Cae0gGCtZlvZD,during,stress,30
R_8vUJrorD6qPhNCh,before,anxiety,0
R_8vUJrorD6qPhNCh,before,depression,2
R_8vUJrorD6qPhNCh,before,stress,8
R_8vUJrorD6qPhNCh,during,anxiety,0
R_8vUJrorD6qPhNCh,during,depression,0
R_8vUJrorD6qPhNCh,during,stress,2
R_9Y4ZP3qLoi3t7fH,before,anxiety,22
R_9Y4ZP3qLoi3t7fH,before,depression,40
R_9Y4ZP3qLoi3t7fH,before,stress,32
R_9Y4ZP3qLoi3t7fH,during,anxiety,16
R_9Y4ZP3qLoi3t7fH,during,depression,36
R_9Y4ZP3qLoi3t7fH,during,stress,30
R_AFO5tTqn4Q8XmqB,before,anxiety,26
R_AFO5tTqn4Q8XmqB,before,depression,30
R_AFO5tTqn4Q8XmqB,before,stress,40
R_AFO5tTqn4Q8XmqB,during,anxiety,30
R_AFO5tTqn4Q8XmqB,during,depression,40
R_AFO5tTqn4Q8XmqB,during,stress,42
R_bl5z1a8F19q4rol,before,anxiety,14
R_bl5z1a8F19q4rol,before,depression,10
R_bl5z1a8F19q4rol,before,stress,14
R_bl5z1a8F19q4rol,during,anxiety,14
R_bl5z1a8F19q4rol,during,depression,12
R_bl5z1a8F19q4rol,during,stress,14
R_cTMYr4InmqWqxyx,before,anxiety,0
R_cTMYr4InmqWqxyx,before,depression,14
R_cTMYr4InmqWqxyx,before,stress,22
R_cTMYr4InmqWqxyx,during,anxiety,2
R_cTMYr4InmqWqxyx,during,depression,20
R_cTMYr4InmqWqxyx,during,stress,26
R_O22BvtbesSiM9H3,before,anxiety,8
R_O22BvtbesSiM9H3,before,depression,24
R_O22BvtbesSiM9H3,before,stress,16
R_O22BvtbesSiM9H3,during,anxiety,14
R_O22BvtbesSiM9H3,during,depression,28
R_O22BvtbesSiM9H3,during,stress,20
R_O9VAqYUDUshWv73,before,anxiety,8
R_O9VAqYUDUshWv73,before,depression,8
R_O9VAqYUDUshWv73,before,stress,16
R_O9VAqYUDUshWv73,during,anxiety,4
R_O9VAqYUDUshWv73,during,depression,8
R_O9VAqYUDUshWv73,during,stress,12
R_p59dkfQNljmhosh,before,anxiety,6
R_p59dkfQNljmhosh,before,depression,4
R_p59dkfQNljmhosh,before,stress,20
R_p59dkfQNljmhosh,during,anxiety,16
R_p59dkfQNljmhosh,during,depression,14
R_p59dkfQNljmhosh,during,stress,26
R_Rfb8RkRh6RRJLTr,before,anxiety,0
R_Rfb8RkRh6RRJLTr,before,depression,18
R_Rfb8RkRh6RRJLTr,before,stress,12
R_Rfb8RkRh6RRJLTr,during,anxiety,2
R_Rfb8RkRh6RRJLTr,during,depression,16
R_Rfb8RkRh6RRJLTr,during,stress,10
R_SDnvXDdPlMdrs9r,before,anxiety,8
R_SDnvXDdPlMdrs9r,before,depression,14
R_SDnvXDdPlMdrs9r,before,stress,30
R_SDnvXDdPlMdrs9r,during,anxiety,6
R_SDnvXDdPlMdrs9r,during,depression,8
R_SDnvXDdPlMdrs9r,during,stress,22
R_Ub92pGLz1xv4fbr,before,anxiety,6
R_Ub92pGLz1xv4fbr,before,depression,6
R_Ub92pGLz1xv4fbr,before,stress,12
R_Ub92pGLz1xv4fbr,during,anxiety,4
R_Ub92pGLz1xv4fbr,during,depression,6
R_Ub92pGLz1xv4fbr,during,stress,18
R_V213xJcCci8mpHj,before,anxiety,18
R_V213xJcCci8mpHj,before,depression,14
R_V213xJcCci8mpHj,before,stress,30
R_V213xJcCci8mpHj,during,anxiety,24
R_V213xJcCci8mpHj,during,depression,20
R_V213xJcCci8mpHj,during,stress,34
R_vlag3f3fIWmaxeV,before,anxiety,8
R_vlag3f3fIWmaxeV,before,depression,14
R_vlag3f3fIWmaxeV,before,stress,12
R_vlag3f3fIWmaxeV,during,anxiety,6
R_vlag3f3fIWmaxeV,during,depression,4
R_vlag3f3fIWmaxeV,during,stress,4
R_w7AV8G1eEuySSVr,before,anxiety,2
R_w7AV8G1eEuySSVr,before,depression,14
R_w7AV8G1eEuySSVr,before,stress,12
R_w7AV8G1eEuySSVr,during,anxiety,2
R_w7AV8G1eEuySSVr,during,depression,20
R_w7AV8G1eEuySSVr,during,stress,20
R_WkD2Xf1StVlY1k5,before,anxiety,8
R_WkD2Xf1StVlY1k5,before,depression,24
R_WkD2Xf1StVlY1k5,before,stress,22
R_WkD2Xf1StVlY1k5,during,anxiety,16
R_WkD2Xf1StVlY1k5,during,depression,34
R_WkD2Xf1StVlY1k5,during,stress,28
R_Wrr9h9YwjeBoNpf,before,anxiety,0
R_Wrr9h9YwjeBoNpf,before,depression,28
R_Wrr9h9YwjeBoNpf,before,stress,16
R_Wrr9h9YwjeBoNpf,during,anxiety,0
R_Wrr9h9YwjeBoNpf,during,depression,24
R_Wrr9h9YwjeBoNpf,during,stress,18
R_XYYWZaTga3BEXdL,before,anxiety,2
R_XYYWZaTga3BEXdL,before,depression,8
R_XYYWZaTga3BEXdL,before,stress,6
R_XYYWZaTga3BEXdL,during,anxiety,2
R_XYYWZaTga3BEXdL,during,depression,8
R_XYYWZaTga3BEXdL,during,stress,2
R_yl0OHDoTCu63b7b,before,anxiety,22
R_yl0OHDoTCu63b7b,before,depression,26
R_yl0OHDoTCu63b7b,before,stress,24
R_yl0OHDoTCu63b7b,during,anxiety,24
R_yl0OHDoTCu63b7b,during,depression,28
R_yl0OHDoTCu63b7b,during,stress,28
R_ZIyPy9Dq6G7mGIx,before,anxiety,2
R_ZIyPy9Dq6G7mGIx,before,depression,30
R_ZIyPy9Dq6G7mGIx,before,stress,20
R_ZIyPy9Dq6G7mGIx,during,anxiety,0
R_ZIyPy9Dq6G7mGIx,during,depression,16
R_ZIyPy9Dq6G7mGIx,during,stress,10
R_zSuKsNMuq2O2oA9,before,anxiety,0
R_zSuKsNMuq2O2oA9,before,depression,4
R_zSuKsNMuq2O2oA9,before,stress,6
R_zSuKsNMuq2O2oA9,during,anxiety,0
R_zSuKsNMuq2O2oA9,during,depression,2
R_zSuKsNMuq2O2oA9,during,stress,6
